#Creator: pendulumviewEventBuffer
#Creation time: Sun Jan 11 01:39:54 2009
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.154	412	57.180	517
57.205	416	57.230	520
57.256	419	57.281	521
57.306	422	57.331	523
57.357	422	57.383	524
57.407	425	57.433	523
57.458	426	57.484	522
57.509	424	57.534	521
57.560	425	57.585	519
57.610	422	57.636	516
57.661	418	57.687	514
57.711	417	57.737	511
57.763	412	57.788	508
57.813	411	57.838	505
57.864	407	57.890	503
57.914	404	57.940	502
57.965	400	57.991	499
58.016	398	58.041	498
58.067	396	58.092	499
58.117	395	58.142	498
58.168	394	58.194	498
58.218	394	58.244	501
58.269	396	58.295	503
58.320	398	58.345	505
58.371	401	58.396	507
58.422	402	58.447	509
58.472	406	58.498	512
58.523	409	58.548	515
58.574	414	58.599	517
58.625	417	58.649	520
58.675	419	58.701	520
58.726	421	58.751	522
58.776	424	58.802	521
58.828	424	58.852	522
58.878	424	58.903	520
58.929	425	58.953	518
58.979	422	59.005	517
59.030	422	59.055	515
59.080	417	59.106	513
59.132	415	59.156	510
59.182	411	59.207	508
59.233	410	59.258	507
59.283	404	59.309	505
59.334	402	59.359	501
59.385	400	59.410	503
59.436	397	59.460	500
59.486	398	59.512	500
59.537	395	59.562	501
59.587	396	59.613	501
59.639	397	59.663	503
59.689	398	59.714	504
59.740	399	59.765	507
59.790	403	59.816	508
59.841	405	59.866	511
59.891	408	59.917	511
59.943	411	59.967	514
59.993	415	60.018	516
60.044	418	60.069	518
60.094	419	60.120	519
60.145	422	60.170	520
60.196	423	60.221	520
60.247	425	60.271	519
60.297	422	60.323	518
60.348	422	60.373	518
60.398	419	60.424	515
60.450	419	60.474	513
60.500	415	60.525	511
60.551	414	60.576	509
60.601	410	60.627	508
60.652	407	60.677	507
60.702	404	60.728	506
60.754	402	60.778	504
60.804	400	60.829	504
60.855	398	60.880	503
60.905	398	60.931	503
60.956	395	60.981	502
61.007	398	61.032	503
61.058	396	61.082	505
61.108	400	61.134	506
61.159	403	61.184	509
61.209	403	61.235	510
61.261	407	61.285	512
61.311	410	61.336	513
61.362	413	61.387	515
61.412	416	61.438	514
61.463	418	61.489	516
61.513	419	61.539	518
61.565	422	61.590	517
61.615	422	61.640	516
61.666	423	61.692	518
61.716	421	61.742	515
61.767	420	61.793	512
61.818	419	61.843	514
61.869	417	61.894	512
61.919	414	61.945	511
61.970	410	61.996	510
62.020	408	62.046	508
62.072	405	62.097	506
62.122	402	62.147	507
62.173	402	62.199	506
62.223	400	62.249	506
62.274	398	62.300	504
62.325	399	62.350	503
62.376	396	62.401	504
62.426	399	62.451	505
62.477	399	62.503	506
62.527	402	62.553	508
62.578	404	62.604	509
62.629	407	62.654	510
62.680	409	62.705	511
62.730	411	62.756	513
62.781	415	62.807	513
62.831	417	62.857	513
62.883	420	62.908	514
62.933	420	62.958	516
62.984	421	63.010	515
63.034	422	63.060	514
63.085	422	63.111	515
63.136	419	63.161	516
63.187	419	63.212	513
63.237	416	63.262	513
63.288	414	63.314	511
63.338	413	63.364	511
63.389	410	63.415	510
63.440	406	63.465	508
63.491	405	63.516	507
63.541	403	63.567	505
63.592	401	63.618	506
63.642	400	63.668	505
63.694	398	63.719	505
63.744	400	63.769	506
63.795	400	63.821	507
63.845	401	63.871	507
63.896	402	63.922	508
63.947	404	63.972	507
63.998	406	64.023	509
64.048	409	64.073	511
64.099	411	64.125	511
64.149	413	64.175	512
64.200	416	64.226	513
64.251	417	64.276	514
64.302	418	64.327	513
64.352	420	64.378	513
64.403	419	64.429	514
64.453	419	64.479	513
64.505	419	64.530	514
64.555	418	64.580	513
64.606	417	64.632	512
64.656	415	64.682	512
64.707	412	64.733	510
64.758	411	64.783	510
64.809	408	64.834	509
64.859	405	64.885	509
64.910	403	64.936	507
64.960	403	64.986	507
65.011	402	65.037	507
65.062	400	65.087	506
65.113	400	65.138	506
65.164	400	65.189	506
65.214	401	65.240	506
65.265	402	65.290	507
65.316	404	65.341	508
65.367	407	65.391	509
65.417	408	65.443	511
65.468	411	65.493	510
65.518	413	65.544	512
65.570	414	65.594	512
65.620	416	65.645	513
65.671	417	65.696	513
65.721	418	65.747	513
65.772	418	65.797	512
65.822	418	65.848	513
65.874	418	65.898	514
65.924	417	65.949	512
65.975	416	66.000	512
66.025	414	66.051	511
66.076	412	66.101	511
66.127	411	66.152	510
66.178	408	66.202	508
66.228	407	66.254	509
66.279	406	66.304	507
66.329	404	66.355	508
66.381	403	66.405	508
66.431	402	66.456	507
66.482	402	66.507	507
66.532	402	66.558	509
66.583	402	66.608	507
66.633	404	66.659	507
66.685	405	66.709	508
66.735	406	66.760	509
66.786	408	66.811	510
66.836	410	66.862	510
66.887	412	66.912	511
66.938	414	66.963	510
66.989	415	67.013	511
67.039	416	67.065	511
67.090	416	67.115	511
67.140	417	67.166	511
67.192	417	67.216	513
67.242	417	67.267	513
67.293	416	67.318	513
67.343	415	67.369	512
67.394	413	67.419	511
67.445	412	67.470	511
67.496	411	67.520	511
67.546	409	67.571	510
67.597	407	67.622	509
67.647	405	67.673	509
67.698	405	67.723	508
67.749	404	67.774	508
67.800	403	67.824	508
67.850	403	67.876	507
67.901	403	67.926	507
67.951	404	67.977	509
68.003	404	68.027	509
68.053	406	68.078	508
68.104	407	68.129	510
68.154	409	68.180	509
68.205	410	68.231	511
68.256	412	68.281	511
68.307	413	68.332	511
68.357	415	68.382	511
68.408	415	68.434	512
68.458	417	68.484	513
68.509	417	68.535	513
68.560	416	68.585	513
68.611	416	68.636	511
68.661	415	68.687	511
68.712	413	68.738	511
68.762	413	68.788	511
68.814	411	68.839	510
68.864	411	68.889	511
68.915	410	68.941	510
68.965	407	68.991	507
69.016	406	69.042	508
69.067	405	69.092	509
69.118	405	69.143	509
69.168	404	69.193	508
69.219	404	69.245	508
69.269	404	69.295	509
69.320	405	69.346	509
69.371	405	69.396	509
69.422	406	69.447	509
69.472	408	69.498	509
69.523	409	69.549	510
69.573	410	69.599	510
69.625	411	69.650	511
69.675	413	69.700	511
69.726	413	69.752	511
69.776	415	69.802	511
69.827	416	69.853	511
69.878	416	69.903	511
69.929	415	69.954	512
69.979	415	70.005	511
70.030	414	70.056	511
70.080	413	70.106	511
70.131	412	70.157	510
70.182	411	70.207	510
70.233	411	70.258	510
70.283	408	70.309	510
70.334	408	70.360	510
70.384	407	70.410	509
70.436	407	70.461	509
70.486	406	70.511	510
70.537	406	70.563	509
70.587	405	70.613	510
70.638	405	70.664	509
70.689	406	70.714	508
70.740	406	70.765	508
70.790	408	70.816	509
70.841	408	70.867	510
70.891	410	70.917	509
70.942	410	70.968	510
70.993	410	71.018	510
71.044	412	71.069	511
71.094	413	71.120	510
71.145	414	71.171	511
71.195	415	71.221	511
71.247	414	71.272	512
71.297	414	71.322	511
71.348	414	71.374	511
71.398	414	71.424	511
71.449	412	71.475	511
71.500	411	71.525	510
71.551	412	71.576	511
71.601	410	71.627	510
71.652	407	71.678	510
71.702	408	71.728	510
71.753	407	71.779	510
71.804	407	71.829	509
71.855	406	71.880	509
71.905	405	71.931	508
71.956	405	71.982	510
72.006	406	72.032	510
72.058	407	72.083	509
72.108	408	72.133	509
72.159	409	72.185	509
72.209	409	72.235	511
72.260	410	72.286	510
72.311	411	72.336	510
72.362	411	72.387	509
72.412	413	72.438	511
72.463	413	72.489	512
72.513	415	72.539	511
72.565	414	72.590	512
72.615	413	72.640	512
72.666	413	72.691	511
72.716	413	72.742	511
72.767	412	72.793	511
72.817	412	72.843	511
72.869	411	72.894	511
72.919	410	72.944	510
72.970	411	72.996	509
73.020	408	73.046	509
73.071	408	73.097	510
73.122	408	73.147	510
73.173	408	73.198	509
73.223	406	73.249	510
73.274	406	73.300	510
73.324	407	73.350	510
73.376	407	73.401	509
73.426	408	73.451	511
73.477	408	73.502	509
73.527	408	73.553	509
73.578	411	73.604	510
73.628	410	73.654	510
73.680	410	73.705	510
73.730	412	73.755	510
73.781	413	73.807	511
73.831	413	73.857	510
73.882	412	73.908	511
73.933	413	73.958	510
73.984	412	74.009	511
74.034	412	74.060	510
74.085	412	74.111	511
74.135	412	74.161	510
74.187	411	74.212	510
74.237	410	74.262	511
74.288	409	74.313	510
74.338	408	74.364	509
74.389	407	74.415	510
74.439	408	74.465	510
74.491	407	74.516	509
74.541	407	74.566	510
74.592	407	74.618	510
74.642	407	74.668	510
74.693	407	74.719	508
74.744	409	74.769	511
74.795	409	74.820	510
74.845	410	74.871	510
74.896	410	74.922	511
74.946	410	74.972	510
74.998	410	75.023	511
75.048	413	75.073	511
75.099	412	75.125	510
75.149	412	75.175	509
75.200	412	75.226	511
75.250	412	75.276	511
75.302	412	75.327	512
75.352	412	75.377	511
75.403	410	75.429	510
75.453	411	75.479	510
75.504	411	75.530	510
75.555	410	75.580	510
75.606	410	75.631	511
75.656	408	75.682	509
75.707	408	75.733	510
75.757	408	75.783	510
75.809	407	75.834	509
75.859	408	75.884	510
75.910	408	75.936	510
75.960	408	75.986	510
76.011	408	76.037	510
76.061	408	76.087	511
76.113	409	76.138	510
76.163	410	76.188	511
76.214	409	76.240	509
76.264	410	76.290	511
76.315	411	76.341	510
76.366	412	76.391	511
76.417	411	76.442	510
76.467	411	76.493	510
76.518	412	76.544	511
76.568	411	76.594	510
76.620	412	76.645	510
76.670	412	76.695	510
76.721	411	76.747	509
76.771	411	76.797	510
76.822	410	76.848	510
76.872	410	76.898	510
76.924	410	76.949	509
76.974	410	76.999	510
77.025	409	77.051	509
77.075	409	77.101	509
77.126	408	77.152	508
77.178	409	77.202	509
77.228	409	77.253	510
77.279	408	77.304	511
77.329	408	77.355	510
77.380	408	77.405	509
77.431	409	77.456	509
77.482	410	77.506	509
77.532	409	77.558	509
77.583	410	77.608	511
77.633	411	77.659	509
77.685	412	77.709	510
77.735	412	77.760	510
77.786	412	77.810	510
77.836	412	77.862	510
77.887	412	77.912	511
77.937	411	77.963	510
77.989	412	78.013	511
78.039	411	78.064	511
78.090	411	78.115	510
78.140	410	78.166	511
78.191	410	78.216	510
78.242	409	78.267	510
78.293	409	78.317	510
78.343	410	78.369	510
78.394	410	78.419	510
78.444	409	78.470	510
78.496	408	78.520	509
78.546	408	78.571	511
78.597	408	78.621	510
78.647	409	78.673	508
78.698	409	78.723	510
78.748	410	78.774	509
78.800	409	78.824	510
78.850	410	78.875	510
78.901	410	78.926	510
