#Creator: pendulumviewEventBuffer
#Creation time: Sun Jan 11 01:39:54 2009
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.155	373	57.180	545
57.205	374	57.230	544
57.256	375	57.282	544
57.306	378	57.332	540
57.357	384	57.383	536
57.408	389	57.433	531
57.459	396	57.484	525
57.509	402	57.534	519
57.560	411	57.586	513
57.610	417	57.636	508
57.661	423	57.687	502
57.712	429	57.737	498
57.763	433	57.788	493
57.813	435	57.839	493
57.864	436	57.890	492
57.914	435	57.940	492
57.966	431	57.991	495
58.016	427	58.041	498
58.067	422	58.093	503
58.117	417	58.143	509
58.168	409	58.194	516
58.219	404	58.244	522
58.270	396	58.295	528
58.320	391	58.346	533
58.371	384	58.397	536
58.421	381	58.447	540
58.472	377	58.498	542
58.523	376	58.548	542
58.574	375	58.599	543
58.625	377	58.650	542
58.675	380	58.701	538
58.726	385	58.751	533
58.777	390	58.802	527
58.828	396	58.852	522
58.878	402	58.904	516
58.929	410	58.954	510
58.979	417	59.005	505
59.031	423	59.055	502
59.081	428	59.106	497
59.132	431	59.157	495
59.182	435	59.208	496
59.233	435	59.258	494
59.283	434	59.309	496
59.335	431	59.359	498
59.385	428	59.410	502
59.436	421	59.461	507
59.486	416	59.512	512
59.537	410	59.562	518
59.588	402	59.613	522
59.639	395	59.663	528
59.689	389	59.715	532
59.740	384	59.765	536
59.790	380	59.816	540
59.842	378	59.866	541
59.892	376	59.917	541
59.943	377	59.968	540
59.993	379	60.019	538
60.044	382	60.069	535
60.094	387	60.120	530
60.146	392	60.170	526
60.196	398	60.221	521
60.247	405	60.272	515
60.297	412	60.323	510
60.348	418	60.373	505
60.399	423	60.424	501
60.450	427	60.474	499
60.500	431	60.526	495
60.551	432	60.576	495
60.601	433	60.627	496
60.653	431	60.677	497
60.703	429	60.728	499
60.754	424	60.779	504
60.804	419	60.830	509
60.855	414	60.880	514
60.906	408	60.931	518
60.957	402	60.981	525
61.007	395	61.032	529
61.058	390	61.083	534
61.108	385	61.134	537
61.159	381	61.184	540
61.210	378	61.235	541
61.261	378	61.285	539
61.311	379	61.337	539
61.362	381	61.387	536
61.412	384	61.438	533
61.464	387	61.488	528
61.514	394	61.539	524
61.565	401	61.590	519
61.615	406	61.641	513
61.666	411	61.692	508
61.717	418	61.742	504
61.768	422	61.793	501
61.818	426	61.843	497
61.869	430	61.895	496
61.919	432	61.945	497
61.970	432	61.996	498
62.021	430	62.046	500
62.072	427	62.097	503
62.122	423	62.148	507
62.173	419	62.199	511
62.223	413	62.249	516
62.275	406	62.300	522
62.325	400	62.350	526
62.376	395	62.402	530
62.426	390	62.452	534
62.477	386	62.503	536
62.528	382	62.553	538
62.579	381	62.604	539
62.629	380	62.654	539
62.680	381	62.706	536
62.730	383	62.756	534
62.781	386	62.807	530
62.832	391	62.857	526
62.883	395	62.908	522
62.933	401	62.959	517
62.984	408	63.010	512
63.034	414	63.060	508
63.086	416	63.111	505
63.136	422	63.161	501
63.187	426	63.213	498
63.237	427	63.263	498
63.288	429	63.314	498
63.339	429	63.364	498
63.390	428	63.415	502
63.440	425	63.466	504
63.491	420	63.517	508
63.541	416	63.567	513
63.592	413	63.618	518
63.643	405	63.668	522
63.694	400	63.719	527
63.744	396	63.770	531
63.795	390	63.821	534
63.845	386	63.871	535
63.897	384	63.922	538
63.947	382	63.972	538
63.998	382	64.024	537
64.048	383	64.074	534
64.099	385	64.125	531
64.150	388	64.175	528
64.201	392	64.226	524
64.251	397	64.277	520
64.302	402	64.328	515
64.352	408	64.378	510
64.403	413	64.429	507
64.454	418	64.479	504
64.505	421	64.530	502
64.555	424	64.581	499
64.606	427	64.632	499
64.656	428	64.682	498
64.708	427	64.733	501
64.758	426	64.783	503
64.809	423	64.835	507
64.859	419	64.885	510
64.910	415	64.936	515
64.961	411	64.986	519
65.012	405	65.037	523
65.062	400	65.088	526
65.113	395	65.139	531
65.163	390	65.189	534
65.214	386	65.240	536
65.265	384	65.290	536
65.316	383	65.341	535
65.366	383	65.392	536
65.417	384	65.443	532
65.467	387	65.493	530
65.519	390	65.544	527
65.569	394	65.594	522
65.620	398	65.646	518
65.670	404	65.696	514
65.721	408	65.747	510
65.772	413	65.797	505
65.823	416	65.848	503
65.873	422	65.899	501
65.924	423	65.950	500
65.974	425	66.000	500
66.026	426	66.051	501
66.076	425	66.101	503
66.127	423	66.152	504
66.177	421	66.203	508
66.228	417	66.254	513
66.278	412	66.304	517
66.330	409	66.355	521
66.380	404	66.405	525
66.431	399	66.457	529
66.481	394	66.507	532
66.532	391	66.558	534
66.583	389	66.608	535
66.634	387	66.659	536
66.684	386	66.710	535
66.735	387	66.761	534
66.785	387	66.811	531
66.837	389	66.862	527
66.887	392	66.912	525
66.938	396	66.963	520
66.988	401	67.014	516
67.039	404	67.065	512
67.089	409	67.115	509
67.141	414	67.166	506
67.191	417	67.216	503
67.242	421	67.268	502
67.292	422	67.318	500
67.343	424	67.369	500
67.394	423	67.419	502
67.445	423	67.470	504
67.495	422	67.521	506
67.546	418	67.572	511
67.596	415	67.622	514
67.648	412	67.673	518
67.698	407	67.723	521
67.749	402	67.774	525
67.799	398	67.825	528
67.850	394	67.876	531
67.900	392	67.926	534
67.952	389	67.977	534
68.002	388	68.027	535
68.053	387	68.079	534
68.103	388	68.129	532
68.154	389	68.180	530
68.205	390	68.230	527
68.256	394	68.281	523
68.306	398	68.332	520
68.357	402	68.383	515
68.407	406	68.433	512
68.459	411	68.484	509
68.509	414	68.534	506
68.560	416	68.586	504
68.610	421	68.636	502
68.661	420	68.687	503
68.711	420	68.737	502
68.763	422	68.788	503
68.813	421	68.838	506
68.864	420	68.890	508
68.914	416	68.940	513
68.965	413	68.991	515
69.016	411	69.041	519
69.067	407	69.092	523
69.117	403	69.143	526
69.168	400	69.194	529
69.218	395	69.244	531
69.270	393	69.295	533
69.320	391	69.345	534
69.371	389	69.397	533
69.421	389	69.447	532
69.472	390	69.498	531
69.522	391	69.548	528
69.574	393	69.599	524
69.624	397	69.649	521
69.675	400	69.701	517
69.725	403	69.751	515
69.776	406	69.802	512
69.827	411	69.852	508
69.878	414	69.903	506
69.928	417	69.954	504
69.979	416	70.005	503
70.029	420	70.055	503
70.081	421	70.106	503
70.131	420	70.156	505
70.182	419	70.208	507
70.232	417	70.258	508
70.283	414	70.309	514
70.333	411	70.359	516
70.385	408	70.410	521
70.435	405	70.460	523
70.486	402	70.512	527
70.536	398	70.562	529
70.587	395	70.613	530
70.639	394	70.663	532
70.689	393	70.714	532
70.740	391	70.765	532
70.790	391	70.816	529
70.841	392	70.866	528
70.892	394	70.917	526
70.943	396	70.967	524
70.993	399	71.019	521
71.044	401	71.069	517
71.094	405	71.120	514
71.146	408	71.170	511
71.196	411	71.221	508
71.247	414	71.271	506
71.297	416	71.323	505
71.348	418	71.373	504
71.398	418	71.424	504
71.450	418	71.474	505
71.500	418	71.525	507
71.551	417	71.576	508
71.601	416	71.627	512
71.652	413	71.677	514
71.703	410	71.728	518
71.754	406	71.778	521
71.804	404	71.830	523
71.855	402	71.880	526
71.905	400	71.931	529
71.957	395	71.981	530
72.007	394	72.032	532
72.058	393	72.082	531
72.108	393	72.134	531
72.159	393	72.184	530
72.209	394	72.235	528
72.261	395	72.285	526
72.311	398	72.336	523
72.362	401	72.387	519
72.412	403	72.438	516
72.463	406	72.488	513
72.514	409	72.539	510
72.565	411	72.589	507
72.615	413	72.641	505
72.666	415	72.691	505
72.716	416	72.742	505
72.768	417	72.792	505
72.818	417	72.843	507
72.869	416	72.893	508
72.919	415	72.945	511
72.970	414	72.995	511
73.020	410	73.046	516
73.072	408	73.096	519
73.122	405	73.147	521
73.173	402	73.198	524
73.223	401	73.249	527
73.274	399	73.299	528
73.325	397	73.350	530
73.376	395	73.400	530
73.426	395	73.452	530
73.477	394	73.502	530
73.527	395	73.553	528
73.579	396	73.603	525
73.629	398	73.654	523
73.680	400	73.704	523
73.730	402	73.756	519
73.781	405	73.807	515
73.831	407	73.857	512
73.883	410	73.908	510
73.933	412	73.958	509
73.984	414	74.010	507
74.034	414	74.060	506
74.085	415	74.111	506
74.136	416	74.161	506
74.187	415	74.212	507
74.237	414	74.263	510
74.288	412	74.314	511
74.338	410	74.364	513
74.390	409	74.415	515
74.440	406	74.465	520
74.491	405	74.517	522
74.541	402	74.567	524
74.592	400	74.618	526
74.642	398	74.668	527
74.694	397	74.719	528
74.744	396	74.769	529
74.795	396	74.821	529
74.845	395	74.871	529
74.896	397	74.922	526
74.947	398	74.972	524
74.998	398	75.023	523
75.048	402	75.074	520
75.099	404	75.125	517
75.149	406	75.175	515
75.201	407	75.226	514
75.251	410	75.276	511
75.302	411	75.328	508
75.352	414	75.378	508
75.403	413	75.429	507
75.453	413	75.479	507
75.505	413	75.530	507
75.555	413	75.580	510
75.606	413	75.632	511
75.656	410	75.682	513
75.707	409	75.733	515
75.758	408	75.783	518
75.809	405	75.834	519
75.859	403	75.885	524
75.910	401	75.936	524
75.960	399	75.986	526
76.012	399	76.037	526
76.062	399	76.087	527
76.113	398	76.139	527
76.163	397	76.189	528
76.214	397	76.240	525
76.264	399	76.290	525
76.316	400	76.341	523
76.366	402	76.391	521
76.417	403	76.443	519
76.467	406	76.493	517
76.518	407	76.544	515
76.569	409	76.594	514
76.620	411	76.645	512
76.670	412	76.696	510
76.721	413	76.747	509
76.771	413	76.797	508
76.823	414	76.848	509
76.873	411	76.898	510
76.924	411	76.950	510
76.974	410	77.000	512
77.025	410	77.051	513
77.075	408	77.101	516
77.127	406	77.152	518
77.177	403	77.202	520
77.228	401	77.254	522
77.278	400	77.304	524
77.329	400	77.355	525
77.380	399	77.405	526
77.431	398	77.456	526
77.482	399	77.507	526
77.532	399	77.558	526
77.583	398	77.608	525
77.634	400	77.659	524
77.685	401	77.709	522
77.735	403	77.761	520
77.786	405	77.811	518
77.836	407	77.862	517
77.888	408	77.912	515
77.938	409	77.963	513
77.989	410	78.013	511
78.039	412	78.065	509
78.090	412	78.115	510
78.140	411	78.166	509
78.192	413	78.216	510
78.242	413	78.267	511
78.293	410	78.318	512
78.343	410	78.369	514
78.394	408	78.419	516
78.445	406	78.470	517
78.496	404	78.520	519
78.546	403	78.572	521
78.597	401	78.622	522
78.647	401	78.673	522
78.699	400	78.723	524
78.749	399	78.774	525
78.800	399	78.824	526
78.850	399	78.876	525
78.901	400	78.926	524
78.951	400	78.977	523
79.003	402	79.027	522
79.053	403	79.078	520
79.104	404	79.129	518
79.154	406	79.180	518
79.205	408	79.230	516
79.256	410	79.281	514
79.307	411	79.331	513
79.357	411	79.383	513
79.408	412	79.433	511
79.458	411	79.484	512
79.510	411	79.534	511
79.560	410	79.585	511
79.611	410	79.635	512
79.661	409	79.687	514
79.712	407	79.737	515
79.762	407	79.788	516
79.814	405	79.838	517
79.864	404	79.889	519
79.915	402	79.940	521
79.965	401	79.991	522
80.016	401	80.041	523
80.067	400	80.092	523
80.118	400	80.142	523
80.168	400	80.194	523
80.219	401	80.244	523
80.269	401	80.295	523
80.321	403	80.345	521
80.371	404	80.396	520
80.422	405	80.446	520
80.472	406	80.498	517
80.523	407	80.549	517
80.573	408	80.599	514
80.625	409	80.650	514
80.675	411	80.700	513
80.726	410	80.752	513
80.776	411	80.802	513
80.827	411	80.853	512
80.878	409	80.903	512
80.929	408	80.954	513
80.979	408	81.005	514
81.030	407	81.056	515
81.080	405	81.106	516
81.132	405	81.157	517
81.182	404	81.207	518
81.233	403	81.259	520
81.283	402	81.309	520
81.334	401	81.360	523
81.384	401	81.410	521
81.436	401	81.461	523
81.486	401	81.511	523
81.537	400	81.563	523
81.587	402	81.613	522
81.638	402	81.664	521
81.689	403	81.714	520
81.740	406	81.765	519
81.790	405	81.816	518
81.841	407	81.867	517
81.891	408	81.917	517
81.943	410	81.968	515
81.993	409	82.018	515
82.044	410	82.070	513
82.094	410	82.120	514
82.145	410	82.171	512
82.195	408	82.221	515
82.247	409	82.272	514
82.297	409	82.322	514
82.348	408	82.374	516
82.398	406	82.424	516
82.449	404	82.475	517
82.500	404	82.525	519
82.551	403	82.576	519
82.601	402	82.627	520
82.652	401	82.678	521
82.702	401	82.728	521
82.754	402	82.779	521
82.804	401	82.829	519
82.855	402	82.881	522
82.905	403	82.931	521
82.956	402	82.982	520
83.006	403	83.032	520
83.058	405	83.083	518
83.108	406	83.133	518
83.159	408	83.185	517
83.209	408	83.235	516
83.260	408	83.286	515
83.311	409	83.336	516
83.362	409	83.387	515
83.412	409	83.438	515
83.463	409	83.489	515
83.513	409	83.539	515
83.565	409	83.590	515
83.615	408	83.640	515
83.666	407	83.692	516
83.716	406	83.742	517
83.767	405	83.793	519
83.818	404	83.843	518
83.869	403	83.894	518
83.919	403	83.944	520
83.970	403	83.996	520
84.020	402	84.046	521
84.071	402	84.097	520
84.122	402	84.147	520
84.173	402	84.198	521
84.223	402	84.249	520
84.274	403	84.300	519
84.324	404	84.350	519
84.376	405	84.401	519
84.426	405	84.451	517
84.477	405	84.503	517
84.527	408	84.553	517
84.578	407	84.604	516
84.629	408	84.654	515
84.680	409	84.705	516
84.730	408	84.755	513
84.781	409	84.807	516
84.831	409	84.857	515
84.882	408	84.908	514
84.933	407	84.958	517
84.984	407	85.009	516
85.035	406	85.060	517
85.085	405	85.111	518
85.136	404	85.161	518
85.187	404	85.212	519
85.238	404	85.262	520
85.288	404	85.314	520
85.339	403	85.364	520
85.389	402	85.415	519
85.441	402	85.465	519
85.491	402	85.516	519
85.542	404	85.566	519
85.592	403	85.618	519
85.643	405	85.668	517
85.693	406	85.719	520
85.745	406	85.769	518
85.795	407	85.820	516
85.846	407	85.871	516
85.896	409	85.922	517
85.947	408	85.972	516
85.998	409	86.023	516
86.049	408	86.073	516
86.099	408	86.125	515
86.150	408	86.175	517
86.200	407	86.226	517
86.252	407	86.276	516
86.302	406	86.327	517
86.353	406	86.378	517
86.403	405	86.429	517
86.454	405	86.479	520
86.504	403	86.530	520
86.556	403	86.580	519
86.606	403	86.631	519
86.657	404	86.682	519
86.707	402	86.733	519
86.758	402	86.783	519
86.809	403	86.834	518
86.860	404	86.884	519
86.910	405	86.936	519
86.961	405	86.986	517
87.011	405	87.037	518
87.063	406	87.087	517
87.113	406	87.138	517
87.164	407	87.189	516
87.214	407	87.240	516
87.265	407	87.290	516
87.315	407	87.341	518
87.367	407	87.391	516
87.417	407	87.442	517
87.468	407	87.493	516
87.518	407	87.544	517
87.569	406	87.594	518
87.620	407	87.645	517
87.671	406	87.695	519
87.721	406	87.747	518
87.772	405	87.797	519
87.822	404	87.848	519
87.874	403	87.898	519
87.924	403	87.949	519
87.975	403	88.000	520
88.025	404	88.051	519
88.076	403	88.102	518
88.126	404	88.152	518
88.178	404	88.203	517
88.228	404	88.253	518
88.279	404	88.305	517
88.329	405	88.355	515
88.380	406	88.406	517
88.431	407	88.456	516
88.482	406	88.507	516
88.532	407	88.558	516
88.583	408	88.609	517
88.633	408	88.659	517
88.685	407	88.710	517
88.735	408	88.760	518
88.786	408	88.812	517
88.836	407	88.862	519
88.887	406	88.913	519
88.938	407	88.963	518
88.989	406	89.014	519
89.039	405	89.064	519
89.090	405	89.116	519
89.140	404	89.166	517
89.191	404	89.217	519
89.242	404	89.267	519
89.293	403	89.318	517
89.343	403	89.369	518
89.394	405	89.420	517
89.444	402	89.470	517
89.496	405	89.521	517
89.546	404	89.571	517
89.597	405	89.623	517
89.647	405	89.673	517
89.698	407	89.724	517
89.749	406	89.774	517
89.800	406	89.825	516
89.850	407	89.875	518
89.901	407	89.927	517
89.951	408	89.977	517
90.002	407	90.028	518
90.053	407	90.078	517
90.104	408	90.129	518
90.154	407	90.180	518
90.205	406	90.231	518
90.255	405	90.281	518
90.307	404	90.332	519
90.357	405	90.382	518
90.408	405	90.434	519
90.458	404	90.484	518
90.509	404	90.535	518
90.560	404	90.585	519
90.611	403	90.636	518
90.661	405	90.686	518
90.712	405	90.738	518
90.762	405	90.788	518
90.813	405	90.839	518
90.864	405	90.889	517
90.915	407	90.940	517
90.965	406	90.991	517
91.016	407	91.042	517
91.066	407	91.092	517
91.118	407	91.143	517
91.168	407	91.193	517
91.219	407	91.245	518
91.269	407	91.295	518
91.320	407	91.346	518
91.371	406	91.396	518
91.422	407	91.447	518
91.472	406	91.498	518
91.523	406	91.549	518
91.573	405	91.599	518
91.624	406	91.650	519
91.675	405	91.700	519
91.726	405	91.751	518
91.777	405	91.802	518
91.827	404	91.853	517
91.878	404	91.903	515
91.929	404	91.954	517
91.980	405	92.004	518
92.030	405	92.056	518
92.081	405	92.106	518
92.131	406	92.157	517
92.183	405	92.207	516
92.233	405	92.258	517
92.284	406	92.309	517
92.334	405	92.360	517
92.385	406	92.410	518
92.435	407	92.461	518
92.487	407	92.511	519
92.537	408	92.562	517
92.588	408	92.613	519
92.638	407	92.664	519
92.689	406	92.714	518
92.740	406	92.765	519
92.791	406	92.815	518
92.841	406	92.867	517
92.892	404	92.917	517
92.942	405	92.968	517
92.994	405	93.018	518
93.044	404	93.069	517
93.095	404	93.120	517
93.145	405	93.171	517
93.196	403	93.221	518
93.246	404	93.272	516
93.298	404	93.322	516
93.348	404	93.373	518
93.399	405	93.424	516
93.449	406	93.475	518
93.500	406	93.525	517
93.551	407	93.576	518
93.602	406	93.626	517
93.652	406	93.678	517
93.703	407	93.728	518
93.753	408	93.779	518
93.805	407	93.829	518
93.855	408	93.880	519
93.906	408	93.931	519
93.956	408	93.982	519
94.007	407	94.032	519
94.058	406	94.083	519
94.109	406	94.133	518
94.159	405	94.184	517
94.210	405	94.235	517
94.260	405	94.286	517
94.311	404	94.336	516
94.362	404	94.387	517
94.413	404	94.437	517
94.463	404	94.489	517
94.514	405	94.539	517
94.564	405	94.590	517
94.616	405	94.640	517
94.666	404	94.691	517
94.717	405	94.742	517
94.767	405	94.793	517
94.818	406	94.844	519
94.869	406	94.894	517
94.920	407	94.945	518
94.970	407	94.995	518
95.021	406	95.047	518
95.071	407	95.097	518
95.122	407	95.148	518
95.173	408	95.198	518
95.224	407	95.249	518
95.274	406	95.300	518
95.325	406	95.351	519
95.375	407	95.401	518
95.427	406	95.452	518
95.477	406	95.502	518
95.528	405	95.554	519
95.578	405	95.604	517
95.629	405	95.655	518
95.680	405	95.705	518
95.731	405	95.756	517
95.781	404	95.806	517
95.832	404	95.858	516
95.882	404	95.908	517
95.933	405	95.959	517
95.984	405	96.009	517
96.035	405	96.060	517
96.085	405	96.111	516
96.136	406	96.162	517
96.186	406	96.212	517
96.238	407	96.263	517
96.288	406	96.313	519
96.339	407	96.365	518
96.389	407	96.415	518
96.440	406	96.466	518
96.491	407	96.516	518
96.542	407	96.567	519
96.592	408	96.618	519
96.643	406	96.669	518
96.693	406	96.719	518
96.744	405	96.770	519
96.795	405	96.820	518
96.846	404	96.871	517
96.896	405	96.922	516
96.947	404	96.973	517
96.997	403	97.023	518
97.049	405	97.074	517
97.099	405	97.124	516
97.150	405	97.176	518
97.200	405	97.226	517
97.251	406	97.277	518
97.302	404	97.327	517
97.353	405	97.378	517
97.403	406	97.429	517
97.454	406	97.480	518
97.504	407	97.530	519
97.555	406	97.581	517
97.606	406	97.631	517
97.657	406	97.682	518
97.707	406	97.733	518
97.758	406	97.784	518
97.808	407	97.834	518
97.860	407	97.885	518
97.910	407	97.935	518
97.961	406	97.987	518
98.011	406	98.037	517
98.062	405	98.088	517
98.113	404	98.138	518
98.164	406	98.189	518
98.214	406	98.240	518
98.265	406	98.291	517
98.315	406	98.341	518
98.366	406	98.392	517
98.417	406	98.442	517
98.468	405	98.493	516
98.518	406	98.544	517
98.569	405	98.595	518
98.619	405	98.645	517
98.671	405	98.696	515
98.721	404	98.746	517
98.772	407	98.798	518
98.822	404	98.848	517
98.873	406	98.899	518
98.924	407	98.949	517
98.975	407	99.000	518
99.025	406	99.051	518
99.076	407	99.102	519
99.126	406	99.152	518
99.178	405	99.203	518
99.228	406	99.253	518
99.279	407	99.304	519
99.329	406	99.355	518
99.380	406	99.406	518
99.430	406	99.456	518
99.482	406	99.507	518
99.532	406	99.557	518
99.583	405	99.609	516
99.633	405	99.659	518
99.684	405	99.710	516
99.735	405	99.760	516
99.786	405	99.811	518
99.836	406	99.862	517
99.887	406	99.913	517
99.937	406	99.963	517
99.989	407	100.014	517
100.039	406	100.064	517
100.090	406	100.115	517
100.140	405	100.166	517
100.191	407	100.217	518
100.241	406	100.267	517
100.293	405	100.318	518
100.343	405	100.368	518
100.394	407	100.420	518
100.444	406	100.470	517
100.495	405	100.521	517
100.546	405	100.571	518
100.597	406	100.622	517
100.647	406	100.673	518
100.698	406	100.724	518
100.748	406	100.774	517
100.800	405	100.825	517
100.850	405	100.875	518
100.901	406	100.926	517
100.951	405	100.977	517
101.002	406	101.028	517
101.052	406	101.078	518
101.104	406	101.129	518
101.154	406	101.179	518
101.205	406	101.231	517
101.255	406	101.281	517
101.306	407	101.332	517
101.357	406	101.382	517
101.408	406	101.433	517
101.458	405	101.484	518
101.509	406	101.535	517
101.559	406	101.585	517
