#Creator: pendulumviewEventBuffer
#Creation time: Sun Jan 11 01:39:54 2009
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
56.495	447	56.519	452
56.545	447	56.571	449
56.596	448	56.621	447
56.646	447	56.672	446
56.698	447	56.722	447
56.748	448	56.773	452
56.799	447	56.824	456
56.849	448	56.875	461
56.900	448	56.925	469
56.951	447	56.976	476
57.002	447	57.027	483
57.052	448	57.078	492
57.103	449	57.129	499
57.153	448	57.179	505
57.205	448	57.230	509
57.255	449	57.280	513
57.306	447	57.332	514
57.356	448	57.382	516
57.407	448	57.433	513
57.457	448	57.483	510
57.509	447	57.534	504
57.559	448	57.584	500
57.610	448	57.636	492
57.660	448	57.686	484
57.711	448	57.737	477
57.762	449	57.787	470
57.813	448	57.838	462
57.863	448	57.889	457
57.914	447	57.940	454
57.964	448	57.990	450
58.016	448	58.041	448
58.066	448	58.091	448
58.117	447	58.143	451
58.167	448	58.193	453
58.218	447	58.244	458
58.268	448	58.294	464
58.320	448	58.345	471
58.370	448	58.395	478
58.421	448	58.447	486
58.471	447	58.497	493
58.522	448	58.548	499
58.573	448	58.598	503
58.624	448	58.649	510
58.674	448	58.700	511
58.725	448	58.751	512
58.775	448	58.801	513
58.827	448	58.852	510
58.877	447	58.902	509
58.928	448	58.954	503
58.978	447	59.004	496
59.029	448	59.055	490
59.079	447	59.105	483
59.131	449	59.156	476
59.181	448	59.206	469
59.232	448	59.258	464
59.282	448	59.308	458
59.333	448	59.359	455
59.384	449	59.409	451
59.435	448	59.460	451
59.485	447	59.511	451
59.536	447	59.562	451
59.586	448	59.612	455
59.638	447	59.663	460
59.688	447	59.713	465
59.739	448	59.765	473
59.789	447	59.815	478
59.840	448	59.866	485
59.890	448	59.916	494
59.942	449	59.967	499
59.992	448	60.017	505
60.043	448	60.069	508
60.093	448	60.119	511
60.144	448	60.170	511
60.195	448	60.220	512
60.246	449	60.271	509
60.297	448	60.322	507
60.347	449	60.373	501
60.398	448	60.423	496
60.449	449	60.474	489
60.500	448	60.524	482
60.550	447	60.576	475
60.601	448	60.626	470
60.651	447	60.677	463
60.703	448	60.727	458
60.753	448	60.778	455
60.804	447	60.828	453
60.854	447	60.880	453
60.905	447	60.930	452
60.955	448	60.981	455
61.007	448	61.031	458
61.057	448	61.082	463
61.108	447	61.133	468
61.158	448	61.184	474
61.209	447	61.234	480
61.260	447	61.285	487
61.311	447	61.335	493
61.361	449	61.387	499
61.412	447	61.437	504
61.462	448	61.488	507
61.514	448	61.538	511
61.564	448	61.589	509
61.615	448	61.639	507
61.665	448	61.691	507
61.716	448	61.741	502
61.766	448	61.792	499
61.818	447	61.842	493
61.868	447	61.893	487
61.919	449	61.944	481
61.969	448	61.995	475
62.020	448	62.045	468
62.071	448	62.096	463
62.122	447	62.146	457
62.172	448	62.198	457
62.223	448	62.248	454
62.273	447	62.299	453
62.325	448	62.349	455
62.375	447	62.400	457
62.426	448	62.450	460
62.476	448	62.502	464
62.527	447	62.552	469
62.577	447	62.603	476
62.629	448	62.653	481
62.679	448	62.704	487
62.730	448	62.755	495
62.780	448	62.806	498
62.831	448	62.856	502
62.882	448	62.907	506
62.933	449	62.957	508
62.983	448	63.009	508
63.034	448	63.059	508
63.084	448	63.110	503
63.136	447	63.160	502
63.186	448	63.211	496
63.237	448	63.261	491
63.287	447	63.313	485
63.338	447	63.364	479
63.388	447	63.414	474
63.440	448	63.465	469
63.490	447	63.515	464
63.541	448	63.567	460
63.591	447	63.617	459
63.642	448	63.668	456
63.693	448	63.718	454
63.744	448	63.769	457
63.794	447	63.820	459
63.845	448	63.871	463
63.895	448	63.921	467
63.947	448	63.972	472
63.997	448	64.022	478
64.048	447	64.074	483
64.098	448	64.124	488
64.149	449	64.175	494
64.199	448	64.225	499
64.251	448	64.276	502
64.301	448	64.326	505
64.352	448	64.378	507
64.402	448	64.428	506
64.453	447	64.479	504
64.504	448	64.529	502
64.555	447	64.580	498
64.605	448	64.631	495
64.656	448	64.682	490
64.706	448	64.732	484
64.758	448	64.783	479
64.808	448	64.833	474
64.859	448	64.885	469
64.909	448	64.935	464
64.960	448	64.986	461
65.010	448	65.036	459
65.062	447	65.087	457
65.112	448	65.137	457
65.163	449	65.189	459
65.213	447	65.239	462
65.264	449	65.290	465
65.315	448	65.340	468
65.366	448	65.391	474
65.416	448	65.442	478
65.467	447	65.493	484
65.517	448	65.543	489
65.569	447	65.594	494
65.619	448	65.644	497
65.670	449	65.696	501
65.720	448	65.746	504
65.771	447	65.797	506
65.821	448	65.847	504
65.873	447	65.898	502
65.923	447	65.948	500
65.974	448	66.000	497
66.024	447	66.050	493
66.075	448	66.101	488
66.126	447	66.151	482
66.177	448	66.202	478
66.227	449	66.253	473
66.278	448	66.304	469
66.328	448	66.354	464
66.380	448	66.405	462
66.430	448	66.455	461
66.481	447	66.507	459
66.531	448	66.557	460
66.582	448	66.608	460
66.633	448	66.658	464
66.684	448	66.709	466
66.734	447	66.759	470
66.785	448	66.811	474
66.835	446	66.861	480
66.886	448	66.912	485
66.937	448	66.962	489
66.988	449	67.013	494
67.038	448	67.064	497
67.089	448	67.115	500
67.139	448	67.165	501
67.191	447	67.216	503
67.241	448	67.266	503
67.292	448	67.318	502
67.342	448	67.368	498
67.393	448	67.419	495
67.444	448	67.469	492
67.495	448	67.520	486
67.545	449	67.570	483
67.596	449	67.622	476
67.646	448	67.672	473
67.697	448	67.723	469
67.748	449	67.773	466
67.799	448	67.824	463
67.850	447	67.875	462
67.900	448	67.926	461
67.951	448	67.976	461
68.002	448	68.027	461
68.053	447	68.077	465
68.103	448	68.129	468
68.154	447	68.179	472
68.204	447	68.230	477
68.256	448	68.280	481
68.306	447	68.331	486
68.357	448	68.381	490
68.407	448	68.433	494
68.458	449	68.483	496
68.508	447	68.534	499
68.560	448	68.584	500
68.610	448	68.635	501
68.661	448	68.686	500
68.711	447	68.737	498
68.762	448	68.787	496
68.813	448	68.838	493
68.864	448	68.888	488
68.914	447	68.940	485
68.965	448	68.990	480
69.015	449	69.041	477
69.067	449	69.091	473
69.117	449	69.142	469
69.168	448	69.193	466
69.218	448	69.244	464
69.269	448	69.294	463
69.319	447	69.345	462
69.371	448	69.395	461
69.421	448	69.446	464
69.472	447	69.497	467
69.522	447	69.548	469
69.573	447	69.598	472
69.624	447	69.649	479
69.675	446	69.699	483
69.725	448	69.751	486
69.776	448	69.801	490
69.826	448	69.852	493
69.878	448	69.902	496
69.928	447	69.953	498
69.979	448	70.004	499
70.029	448	70.055	499
70.080	448	70.105	498
70.130	448	70.156	497
70.182	448	70.206	494
70.232	448	70.257	492
70.283	448	70.308	488
70.333	448	70.359	484
70.384	448	70.409	481
70.435	448	70.460	476
70.486	448	70.510	472
70.536	447	70.562	470
70.587	448	70.612	466
70.637	448	70.663	465
70.689	447	70.713	465
70.739	448	70.764	464
70.790	448	70.815	465
70.840	448	70.866	467
70.891	449	70.917	470
70.941	447	70.967	472
70.993	448	71.018	475
71.043	448	71.068	478
71.094	448	71.120	483
71.144	448	71.170	487
71.195	448	71.221	489
71.246	448	71.271	493
71.297	449	71.322	496
71.347	449	71.373	498
71.398	448	71.424	498
71.448	449	71.474	498
71.500	449	71.525	497
71.550	447	71.575	495
71.601	447	71.627	493
71.651	448	71.677	489
71.702	447	71.728	486
71.753	448	71.778	483
71.804	447	71.829	479
71.854	448	71.879	476
71.905	447	71.931	471
71.955	448	71.981	470
72.006	448	72.032	467
72.057	448	72.082	466
72.108	447	72.133	466
72.158	447	72.184	466
72.209	448	72.235	467
72.259	448	72.285	468
72.311	448	72.336	470
72.361	448	72.386	475
72.412	448	72.438	477
72.462	448	72.488	481
72.513	448	72.539	485
72.564	449	72.589	487
72.615	448	72.640	491
72.665	448	72.690	492
72.716	448	72.742	495
72.766	447	72.792	496
72.817	448	72.843	496
72.868	448	72.893	495
72.919	448	72.944	494
72.969	448	72.995	492
73.020	448	73.046	490
73.070	449	73.096	488
73.122	448	73.147	485
73.172	448	73.197	482
73.223	447	73.249	478
73.273	447	73.299	475
73.324	447	73.350	473
73.375	448	73.400	470
73.426	447	73.451	469
73.476	448	73.501	468
73.527	447	73.553	468
73.577	448	73.603	468
73.628	447	73.654	469
73.679	448	73.704	470
73.730	449	73.755	473
73.780	448	73.806	476
73.831	449	73.857	479
73.881	448	73.907	482
73.933	448	73.958	485
73.983	449	74.008	488
74.034	449	74.060	490
74.084	449	74.110	493
74.135	448	74.161	493
74.186	448	74.211	495
74.237	448	74.262	495
74.287	448	74.313	495
74.338	448	74.364	493
74.388	448	74.414	491
74.439	448	74.465	488
74.490	448	74.515	487
74.541	447	74.566	484
74.592	447	74.617	481
74.642	447	74.668	478
74.693	448	74.718	475
74.744	448	74.769	473
74.795	449	74.819	470
74.845	448	74.871	469
74.896	449	74.921	469
74.946	448	74.972	468
74.998	448	75.022	469
75.048	448	75.073	471
75.099	448	75.124	471
75.149	448	75.175	474
75.200	448	75.225	476
75.250	448	75.276	480
75.302	448	75.326	483
75.352	448	75.377	485
75.403	448	75.428	488
75.453	449	75.479	491
75.504	448	75.529	492
75.555	448	75.580	493
75.606	446	75.630	494
75.656	448	75.682	493
75.707	448	75.732	492
75.757	448	75.783	490
75.809	447	75.833	489
75.859	447	75.884	487
75.910	447	75.935	485
75.960	448	75.986	482
76.011	448	76.036	481
76.061	448	76.087	476
76.113	449	76.137	475
76.163	449	76.188	474
76.214	449	76.239	472
76.264	448	76.290	471
76.315	448	76.340	470
76.366	448	76.391	470
76.417	448	76.441	470
76.467	449	76.493	473
76.518	448	76.543	475
76.568	448	76.594	477
76.620	448	76.644	478
76.670	447	76.695	480
76.721	447	76.746	483
76.771	448	76.797	486
76.822	449	76.847	487
76.873	448	76.898	490
76.924	448	76.948	491
76.974	448	76.999	492
77.025	447	77.050	492
77.075	447	77.101	491
77.126	448	77.151	490
77.177	447	77.202	490
77.228	448	77.252	487
77.278	448	77.304	485
77.329	448	77.354	483
77.379	448	77.405	481
77.431	448	77.455	479
77.481	447	77.506	477
77.532	448	77.557	475
77.582	448	77.608	473
77.633	448	77.659	473
77.684	448	77.709	472
77.735	448	77.760	472
77.785	448	77.810	472
77.836	448	77.862	473
77.886	448	77.912	474
77.937	448	77.963	476
77.988	447	78.013	477
78.039	447	78.064	480
78.089	448	78.115	483
78.140	448	78.166	484
78.190	448	78.216	486
78.242	447	78.267	488
78.292	448	78.317	488
78.343	448	78.369	490
78.393	448	78.419	491
78.444	448	78.470	491
78.495	448	78.520	490
78.546	448	78.571	489
78.596	448	78.621	488
78.647	448	78.673	486
78.697	449	78.723	484
78.748	448	78.774	482
78.799	447	78.824	480
78.850	448	78.875	479
78.900	448	78.926	477
78.951	448	78.977	476
79.001	448	79.027	474
79.053	448	79.078	473
79.103	448	79.128	473
79.154	448	79.180	474
79.204	448	79.230	473
79.255	448	79.281	475
79.306	447	79.331	476
79.357	448	79.382	477
79.407	447	79.433	479
79.458	447	79.484	480
79.508	448	79.534	484
79.559	447	79.585	485
79.610	447	79.635	486
79.661	448	79.686	487
79.711	449	79.737	489
79.762	448	79.788	489
79.812	448	79.838	489
79.864	448	79.889	489
79.914	448	79.939	488
79.965	448	79.991	486
80.015	448	80.041	486
80.066	447	80.092	484
80.117	448	80.142	482
80.168	448	80.193	482
80.218	449	80.244	480
80.269	448	80.295	478
80.319	448	80.345	476
80.370	448	80.396	476
80.421	447	80.446	475
80.472	447	80.497	474
80.522	448	80.548	475
80.573	446	80.599	475
80.623	448	80.649	476
80.675	448	80.700	477
80.725	447	80.750	478
80.776	448	80.802	479
80.826	448	80.852	480
80.877	448	80.903	481
80.928	448	80.953	484
80.979	448	81.004	484
81.029	448	81.055	486
81.080	448	81.106	487
81.130	448	81.156	487
81.181	448	81.207	488
81.232	448	81.257	487
81.283	449	81.308	486
81.333	449	81.359	486
81.384	449	81.410	486
81.434	449	81.460	484
81.486	448	81.511	483
81.536	448	81.561	481
81.587	449	81.613	480
81.637	448	81.663	479
81.688	448	81.714	478
81.739	448	81.764	477
81.790	448	81.815	476
81.840	449	81.866	476
81.891	449	81.917	476
81.941	447	81.967	476
81.993	449	82.018	476
82.043	447	82.068	477
82.094	447	82.119	478
82.144	448	82.170	479
82.195	448	82.221	479
82.245	448	82.271	482
82.297	449	82.322	483
82.347	448	82.372	484
82.398	448	82.424	484
82.448	448	82.474	486
82.499	448	82.525	486
82.550	448	82.575	486
82.601	448	82.626	486
82.651	449	82.677	486
82.702	448	82.728	485
82.752	449	82.778	485
82.804	448	82.829	483
82.854	448	82.879	482
82.905	448	82.930	482
82.955	448	82.981	481
83.006	447	83.032	480
83.056	448	83.082	479
83.108	448	83.133	478
83.158	448	83.183	477
83.209	447	83.235	476
83.259	448	83.285	477
83.310	449	83.336	477
83.361	448	83.386	477
83.412	448	83.437	478
83.462	447	83.488	479
83.513	448	83.539	480
83.563	448	83.589	480
83.615	448	83.640	481
83.665	448	83.690	483
83.716	448	83.741	484
83.766	447	83.792	485
83.817	448	83.843	485
83.867	447	83.893	485
83.919	448	83.944	485
83.969	448	83.994	485
84.020	448	84.046	485
84.070	448	84.096	485
84.121	448	84.147	484
84.172	448	84.197	483
84.223	448	84.248	482
84.273	448	84.299	482
84.324	448	84.350	481
84.374	448	84.400	479
84.426	448	84.451	478
84.476	448	84.501	478
84.527	448	84.553	478
84.577	448	84.603	478
84.628	448	84.654	477
84.678	447	84.704	478
84.730	449	84.755	478
84.780	448	84.805	478
84.831	449	84.857	479
84.881	448	84.907	480
84.932	448	84.958	481
84.983	448	85.008	482
85.034	449	85.059	482
85.084	448	85.110	484
85.135	448	85.161	484
85.185	448	85.211	485
85.237	449	85.262	485
85.287	448	85.312	485
85.338	448	85.364	485
85.388	448	85.414	485
85.439	448	85.465	484
85.489	448	85.515	483
85.541	448	85.566	483
85.591	449	85.616	482
85.642	447	85.668	482
85.692	448	85.718	480
85.743	447	85.769	480
85.794	448	85.819	479
85.845	448	85.870	479
85.895	448	85.921	478
85.946	448	85.972	479
85.996	447	86.022	478
86.048	447	86.073	479
86.098	448	86.123	479
86.149	448	86.175	480
86.199	448	86.225	480
86.250	448	86.276	481
86.300	448	86.326	482
86.352	447	86.377	482
86.402	448	86.427	483
86.453	448	86.479	483
86.503	448	86.529	484
86.554	448	86.580	483
86.606	448	86.630	484
86.656	448	86.681	484
86.707	447	86.732	484
86.757	448	86.783	484
86.808	448	86.833	483
86.859	448	86.884	482
86.910	448	86.934	482
86.960	448	86.986	482
87.011	447	87.036	481
87.061	447	87.087	480
87.113	448	87.137	480
87.163	448	87.188	480
87.214	448	87.238	479
87.264	448	87.290	480
87.315	448	87.340	480
87.365	448	87.391	480
87.417	448	87.441	479
87.467	447	87.492	479
87.518	448	87.543	481
87.568	448	87.594	480
87.619	447	87.644	482
87.670	448	87.695	482
87.721	447	87.745	483
87.771	449	87.797	482
87.822	447	87.847	483
87.872	448	87.898	483
87.924	449	87.948	483
87.974	448	87.999	484
88.025	448	88.049	485
88.075	448	88.101	483
88.126	448	88.151	481
88.176	447	88.202	482
88.228	447	88.252	482
88.278	448	88.303	482
88.329	449	88.354	481
88.379	448	88.405	481
88.430	448	88.455	480
88.481	447	88.506	480
88.532	449	88.556	480
88.582	448	88.608	480
88.633	448	88.658	479
88.683	448	88.709	479
88.735	448	88.759	480
88.785	447	88.810	480
88.836	448	88.860	479
88.886	448	88.912	481
88.937	448	88.962	481
88.987	448	89.013	481
89.039	447	89.063	482
89.089	447	89.114	482
89.140	448	89.165	483
89.190	448	89.216	483
89.241	447	89.266	483
89.292	449	89.317	484
89.343	448	89.367	483
89.393	448	89.419	483
89.444	448	89.469	481
89.494	448	89.520	483
89.546	448	89.570	482
89.596	448	89.621	481
89.647	448	89.671	481
89.697	448	89.723	480
89.748	448	89.774	480
89.798	448	89.824	480
89.850	448	89.875	480
89.900	447	89.925	480
89.951	448	89.977	481
90.001	448	90.027	480
90.052	449	90.078	480
90.103	448	90.128	480
90.154	448	90.179	480
90.204	447	90.230	481
90.255	448	90.281	481
90.305	447	90.331	481
90.357	448	90.382	482
90.407	447	90.432	482
90.458	448	90.484	483
90.508	449	90.534	483
90.559	447	90.585	483
90.609	448	90.635	483
90.661	449	90.686	483
90.711	448	90.736	483
90.762	448	90.788	483
90.812	448	90.838	482
90.863	448	90.889	482
90.914	448	90.939	482
90.965	448	90.990	482
91.015	448	91.041	480
91.066	448	91.092	480
91.116	448	91.142	480
91.168	448	91.193	480
91.218	447	91.243	480
91.269	448	91.295	480
91.319	448	91.345	480
91.370	448	91.396	481
91.420	448	91.446	481
91.472	448	91.497	480
91.522	448	91.547	481
91.573	448	91.599	482
91.623	449	91.649	483
91.674	448	91.700	481
91.725	448	91.750	482
91.776	448	91.801	482
91.826	447	91.852	481
91.877	448	91.903	483
91.927	448	91.953	483
91.979	447	92.004	482
92.029	448	92.054	483
92.080	448	92.106	482
92.130	448	92.156	482
92.181	448	92.207	482
92.231	447	92.257	482
92.283	449	92.308	482
92.333	448	92.358	480
92.384	448	92.410	482
92.434	448	92.460	481
92.485	448	92.511	481
92.536	448	92.561	480
92.587	448	92.612	480
92.637	449	92.663	481
92.688	449	92.714	480
92.738	449	92.764	481
92.790	448	92.815	481
92.840	446	92.865	482
92.891	449	92.917	482
92.941	448	92.967	482
92.992	448	93.018	481
93.042	448	93.068	482
93.094	448	93.119	483
93.144	448	93.169	483
93.195	448	93.221	482
93.245	448	93.271	482
93.296	448	93.322	483
93.347	448	93.372	482
93.398	448	93.423	482
93.449	449	93.474	482
93.499	448	93.525	481
93.550	447	93.575	482
93.601	447	93.626	481
93.652	448	93.676	481
93.702	448	93.728	481
93.753	448	93.778	481
93.803	448	93.829	480
93.855	448	93.879	482
93.905	448	93.930	482
93.956	449	93.980	481
94.006	448	94.032	481
94.057	448	94.082	481
94.107	449	94.133	481
94.159	448	94.183	481
94.209	448	94.234	481
94.260	448	94.285	482
94.310	448	94.336	482
94.361	448	94.386	481
94.412	448	94.437	481
94.463	448	94.487	481
94.513	448	94.539	483
94.564	448	94.589	483
94.614	448	94.640	481
94.666	447	94.690	482
94.716	448	94.741	482
94.767	449	94.791	481
94.817	448	94.843	481
94.868	448	94.893	481
94.918	448	94.944	481
94.970	449	94.994	481
95.020	446	95.045	481
95.071	449	95.096	481
95.121	448	95.147	480
95.172	447	95.197	480
95.223	449	95.248	481
95.274	448	95.298	481
95.324	448	95.350	482
95.375	448	95.400	481
95.425	448	95.451	482
95.477	447	95.501	482
95.527	448	95.552	481
95.578	447	95.602	482
95.628	450	95.654	483
95.679	448	95.704	482
95.729	449	95.755	483
