#Creator: pendulumEventBuffer
#Creation time: Thu Mar 30 12:09:25 2023
#Time	Period	Transit time
#[s]	[s]	[s]
959.268840	2.113067	0.142552
960.325337	2.112954	0.142846
961.381794	2.112995	0.143132
962.438332	2.112956	0.143436
963.494750	2.113013	0.143648
964.551345	2.113224	0.143878
965.607974	2.113044	0.144188
966.664389	2.112750	0.144450
967.720724	2.112928	0.144704
968.777317	2.113110	0.144990
969.833834	2.112965	0.145216
970.890282	2.112922	0.145420
971.946756	2.112915	0.145676
973.003197	2.112876	0.145922
974.059632	2.112815	0.146088
975.116012	2.112826	0.146308
976.172458	2.112933	0.146596
977.228945	2.112993	0.146846
978.285451	2.113001	0.147114
979.341946	2.112990	0.147384
980.398441	2.112941	0.147650
981.454887	2.112935	0.147906
982.511376	2.112944	0.148172
983.567831	2.112960	0.148474
984.624336	2.112955	0.148668
985.680786	2.112810	0.148932
986.737146	2.112844	0.149208
987.793630	2.112892	0.149420
988.850038	2.113012	0.149820
989.906642	2.113080	0.150144
990.963118	2.112936	0.150404
992.019578	2.112888	0.150676
993.076006	2.112925	0.150892
994.132503	2.113004	0.151134
995.189010	2.112907	0.151412
996.245410	2.112899	0.151708
997.301909	2.112888	0.151966
998.358298	2.112859	0.152212
999.414768	2.112937	0.152584
1000.471235	2.112954	0.152838
1001.527722	2.112858	0.152996
1002.584093	2.112792	0.153302
1003.640514	2.112862	0.153604
1004.696955	2.112878	0.153874
1005.753392	2.112844	0.154176
1006.809799	2.112868	0.154466
1007.866260	2.112864	0.154700
1008.922663	2.112913	0.154970
1009.979173	2.112926	0.155298
1011.035589	2.112874	0.155570
1012.092047	2.112821	0.155838
1013.148410	2.112752	0.156152
1014.204799	2.112770	0.156334
1015.261180	2.112856	0.156572
1016.317655	2.112948	0.156958
1017.374128	2.112880	0.157324
1018.430535	2.112783	0.157610
1019.486911	2.112792	0.157898
1020.543327	2.112835	0.158206
1021.599746	2.112738	0.158444
1022.656065	2.112733	0.158726
1023.712479	2.112839	0.159022
1024.768904	2.112799	0.159296
1025.825278	2.112799	0.159676
1026.881703	2.112798	0.159954
1027.938076	2.112784	0.160124
1028.994487	2.112800	0.160442
1030.050876	2.112772	0.160800
1031.107259	2.112795	0.161058
1032.163671	2.112852	0.161114
1033.220111	2.112766	0.161394
1034.276437	2.112670	0.161838
1035.332781	2.112783	0.162254
1036.389220	2.112825	0.162400
1037.445606	2.112705	0.162508
1038.501925	2.112730	0.162874
1039.558336	2.112784	0.163172
1040.614709	2.112812	0.163510
1041.671148	2.112802	0.163800
1042.727511	2.112667	0.164086
1043.783815	2.112740	0.164354
1044.840251	2.112784	0.164654
1045.896599	2.112685	0.164958
1046.952936	2.112744	0.165204
1048.009343	2.112621	0.165450
1049.065557	2.112587	0.165774
1050.121930	2.112808	0.166088
1051.178365	2.112834	0.166374
1052.234764	2.112761	0.166676
1053.291126	2.112688	0.166864
1054.347452	2.112703	0.167160
1055.403829	2.112869	0.167478
1056.460321	2.112632	0.167730
1057.516461	2.112529	0.168054
1058.572850	2.112691	0.168352
1059.629152	2.112668	0.168656
1060.685518	2.112698	0.168944
1061.741850	2.112668	0.169244
1062.798186	2.112633	0.169536
1063.854483	2.112652	0.169806
1064.910838	2.112676	0.170104
1065.967159	2.112658	0.170386
1067.023496	2.112676	0.170680
1068.079835	2.112659	0.170982
1069.136155	2.112603	0.171278
1070.192438	2.112648	0.171588
1071.248803	2.112674	0.171846
1072.305112	2.112608	0.172116
1073.361411	2.112595	0.172422
1074.417707	2.112623	0.172710
1075.474034	2.112635	0.172992
1076.530342	2.112645	0.173300
1077.586679	2.112637	0.173586
1078.642979	2.112623	0.173866
1079.699302	2.112637	0.174160
1080.755616	2.112652	0.174464
1081.811954	2.112624	0.174760
1082.868240	2.112606	0.175020
1083.924560	2.112645	0.175320
1084.980885	2.112904	0.175610
1086.037464	2.112506	0.175936
1087.093391	2.112102	0.176270
1088.149566	2.112574	0.176488
1089.205965	2.112846	0.176754
1090.262412	2.112611	0.177060
1091.318576	2.112465	0.177408
1092.374877	2.112599	0.177698
1093.431175	2.112558	0.178062
1094.487435	2.112564	0.178434
1095.543739	2.112681	0.178654
1096.600116	2.112610	0.178924
1097.656349	2.112469	0.179194
1098.712585	2.112514	0.179538
1099.768863	2.112576	0.179918
1100.825161	2.112619	0.180270
1101.881482	2.112630	0.180524
1102.937791	2.112567	0.180686
1103.994049	2.112560	0.180938
1105.050351	2.112604	0.181226
1106.106653	2.112597	0.181478
1107.162948	2.112560	0.181768
1108.219213	2.112546	0.182078
1109.275494	2.112567	0.182364
1110.331780	2.112579	0.182632
1111.388073	2.112529	0.182914
1112.444309	2.112599	0.183174
1113.500672	2.112607	0.183464
1114.556916	2.112474	0.183812
1115.613146	2.112427	0.184068
1116.669343	2.112660	0.184254
1117.725806	2.112636	0.184480
1118.781979	2.112376	0.184954
1119.838182	2.112445	0.185632
1120.894424	2.112458	0.185812
1121.950640	2.112454	0.185824
1123.006878	2.112507	0.186240
1124.063147	2.112593	0.186570
1125.119471	2.112682	0.186790
1126.175829	2.112515	0.187062
1127.231986	2.112416	0.187336
1128.288245	2.112622	0.187662
1129.344608	2.112634	0.188016
1130.400879	2.112499	0.188338
1131.457107	2.112371	0.188486
1132.513250	2.112410	0.188652
1133.569517	2.112640	0.189022
1134.625890	2.112576	0.189416
1135.682093	2.112424	0.189634
1136.738314	2.112452	0.189828
1137.794545	2.112473	0.190226
1138.850787	2.112474	0.190678
1139.907019	2.112552	0.191026
1140.963339	2.112650	0.191158
1142.019669	2.112594	0.191346
1143.075933	2.112452	0.191614
1144.132121	2.112455	0.191886
1145.188388	2.112525	0.192256
1146.244646	2.112493	0.192584
1147.300881	2.112477	0.192886
1148.357123	2.112472	0.193178
1149.413353	2.112443	0.193414
1150.469566	2.112504	0.193664
1151.525857	2.112559	0.193986
1152.582125	2.112486	0.194318
1153.638343	2.112464	0.194642
1154.694589	2.112603	0.195054
1155.750946	2.112771	0.195384
1156.807360	2.112659	0.195544
1157.863605	2.112387	0.195702
1158.919747	2.112357	0.195934
1159.975962	2.112455	0.196296
1161.032202	2.112525	0.196652
1162.088487	2.112513	0.196930
1163.144715	2.112571	0.197130
1164.201058	2.112561	0.197412
1165.257276	2.112401	0.197744
1166.313459	2.112349	0.198014
1167.369625	2.112412	0.198274
1168.425871	2.112442	0.198594
1169.482067	2.112472	0.198914
1170.538343	2.112499	0.199126
1171.594566	2.112465	0.199440
1172.650808	2.112405	0.199756
1173.706971	2.112454	0.200054
1174.763262	2.112481	0.200348
1175.819452	2.112298	0.200636
1176.875560	2.112161	0.201000
1177.931613	2.112187	0.201306
1178.987747	2.112297	0.201678
1180.043910	2.112425	0.202072
1181.100172	2.112557	0.202320
1182.156467	2.112533	0.202686
1183.212705	2.112430	0.203014
1184.268897	2.112489	0.203274
1185.325194	2.112456	0.203660
1186.381353	2.112425	0.204022
1187.437619	2.112580	0.204314
1188.493933	2.112707	0.204570
1189.550326	2.112592	0.205172
1190.606525	2.112211	0.205462
1191.662537	2.112138	0.205142
1192.718663	2.112388	0.205370
1193.774925	2.112446	0.205646
1194.831109	2.112214	0.205882
1195.887139	2.112072	0.206358
1196.943181	2.112320	0.206726
1197.999459	2.112510	0.207326
1199.055691	2.112668	0.207714
1200.112127	2.112834	0.207658
1201.168525	2.112644	0.208050
1202.224771	2.112634	0.208730
1203.281159	2.112647	0.209042
1204.337418	2.112500	0.209344
1205.393659	2.112411	0.209614
1206.449829	2.112180	0.209782
1207.505839	2.112091	0.210078
1208.561920	2.112471	0.210416
1209.618310	2.112729	0.210844
1210.674649	2.112301	0.211306
1211.730611	2.112268	0.211650
1212.786917	2.112341	0.211978
1213.842952	2.112248	0.212264
1214.899165	2.112401	0.212518
1215.955353	2.112293	0.212674
1217.011458	2.112104	0.213000
1218.067457	2.112244	0.213558
1219.123702	2.112327	0.214024
1220.179784	2.112299	0.214416
1221.236001	2.112375	0.214926
1222.292159	2.112151	0.215322
1223.348152	2.111823	0.215736
1224.403982	2.112001	0.216268
1225.460153	2.112396	0.216658
1226.516378	2.112571	0.217188
1227.572724	2.112699	0.217612
1228.629077	2.112351	0.217702
1229.685075	2.112243	0.218142
1230.741320	2.112842	0.219044
1231.797917	2.113015	0.219566
1232.854335	2.112818	0.219570
1233.910735	2.112498	0.219590
1234.966833	2.112301	0.219902
1236.023036	2.112523	0.220412
1237.079356	2.112596	0.220648
1238.135632	2.112544	0.220920
1239.191900	2.112511	0.221324
1240.248143	2.112561	0.221738
1241.304461	2.112704	0.222126
1242.360847	2.112673	0.222450
1243.417134	2.112470	0.222844
1244.473317	2.112406	0.223082
1245.529540	2.112321	0.223476
1246.585638	2.112391	0.223744
1247.641931	2.112823	0.224178
1248.698461	2.112668	0.224642
1249.754599	2.112109	0.224638
1250.810570	2.112226	0.224860
1251.866825	2.112443	0.225286
1252.923013	2.112370	0.225630
1253.979195	2.112366	0.226022
1255.035379	2.112286	0.226402
1256.091481	2.112257	0.226730
1257.147636	2.112332	0.227056
1258.203813	2.112343	0.227350
1259.259979	2.112411	0.227678
1260.316224	2.112578	0.227984
1261.372557	2.112299	0.228334
1262.428523	2.112122	0.228862
1263.484679	2.112422	0.229258
1264.540945	2.112279	0.229442
1265.596958	2.112146	0.230064
1266.653091	2.112654	0.230686
1267.709612	2.113017	0.230908
1268.766108	2.112786	0.231184
1269.822398	2.112490	0.231400
1270.878598	2.112305	0.231536
1271.934703	2.112322	0.231814
1272.990920	2.112363	0.232052
1274.047066	2.112079	0.232200
1275.102999	2.111694	0.232442
1276.158760	2.111487	0.232684
1277.214486	2.111988	0.233296
1278.270748	2.112224	0.233956
1279.326710	2.112153	0.234384
1280.382901	2.112400	0.234898
1281.439110	2.112327	0.235280
1282.495228	2.112491	0.235672
1283.551601	2.112719	0.236306
1284.607947	2.112703	0.236750
1285.664304	2.112656	0.237024
1286.720603	2.112291	0.237298
1287.776595	2.112539	0.237806
1288.833142	2.112509	0.238276
1289.889104	2.111707	0.238604
1290.944849	2.112207	0.238950
1292.001311	2.112990	0.239418
1293.057839	2.112647	0.239694
1294.113958	2.112125	0.239660
1295.169964	2.111846	0.240036
1296.225804	2.111716	0.240496
1297.281680	2.111920	0.240804
1298.337724	2.112077	0.241124
1299.393757	2.112311	0.241594
1300.450035	2.112376	0.242050
1301.506133	2.112058	0.242202
1302.562093	2.112111	0.242546
1303.618244	2.112282	0.243108
1304.674375	2.112329	0.243486
1305.730573	2.112329	0.243866
1306.786704	2.112212	0.244224
1307.842785	2.112191	0.244494
1308.898895	2.112262	0.244830
1309.955047	2.112189	0.245270
1311.011084	2.112263	0.245764
1312.067310	2.112391	0.246124
1313.123475	2.112529	0.246414
1314.179839	2.112503	0.246958
1315.235978	2.112350	0.247228
1316.292189	2.112488	0.247290
1317.348466	2.112432	0.247696
1318.404621	2.112342	0.247878
1319.460808	2.112219	0.248068
1320.516840	2.112128	0.248228
1321.572936	2.112214	0.248476
1322.629054	2.112197	0.248744
1323.685133	2.112120	0.248966
1324.741174	2.112021	0.249288
1325.797154	2.111913	0.249580
1326.853087	2.111930	0.249806
1327.909084	2.112204	0.250056
1328.965291	2.112243	0.250354
1330.021327	2.111999	0.250662
1331.077290	2.111989	0.251188
1332.133316	2.112042	0.251560
1333.189332	2.111993	0.251892
1334.245309	2.112094	0.252182
1335.301426	2.112142	0.252656
1336.357451	2.112158	0.253134
1337.413584	2.112195	0.253600
1338.469646	2.112095	0.254068
1339.525679	2.112124	0.254438
1340.581770	2.112318	0.254800
1341.637997	2.112288	0.255110
1342.694058	2.112149	0.255564
1343.750146	2.112368	0.256096
1344.806426	2.112492	0.256476
1345.862638	2.112335	0.256660
1346.918761	2.112178	0.256918
1347.974816	2.112088	0.257196
1349.030849	2.112137	0.257566
1350.086953	2.112192	0.257838
1351.143041	2.112178	0.258182
1352.199131	2.112123	0.258706
1353.255164	2.112152	0.259056
1354.311283	2.112249	0.259470
1355.367413	2.112303	0.259802
1356.423586	2.112353	0.260128
1357.479766	2.112265	0.260536
1358.535851	2.112197	0.260966
1359.591963	2.112284	0.261422
1360.648135	2.112193	0.261734
1361.704156	2.112230	0.262052
1362.760365	2.112249	0.262422
1363.816405	2.112137	0.262774
1364.872502	2.112207	0.263064
1365.928612	2.112283	0.263472
1366.984785	2.112330	0.263970
1368.040942	2.112294	0.264344
1369.097079	2.112129	0.264646
1370.153071	2.112156	0.264878
1371.209235	2.112365	0.265246
1372.265436	2.112375	0.265720
1373.321610	2.112320	0.266104
1374.377756	2.112166	0.266456
1375.433776	2.112025	0.266900
1376.489781	2.112145	0.267270
1377.545921	2.112203	0.267642
1378.601984	2.112080	0.268064
1379.658001	2.112089	0.268334
1380.714073	2.112229	0.268730
1381.770230	2.112266	0.269156
1382.826339	2.112251	0.269590
1383.882481	2.112138	0.269974
1384.938477	2.112045	0.270430
1385.994526	2.112119	0.270884
1387.050596	2.112140	0.271184
1388.106666	2.112207	0.271696
1389.162803	2.112199	0.272054
1390.218865	2.111999	0.272354
1391.274802	2.111928	0.272808
1392.330793	2.112188	0.273118
1393.386990	2.112263	0.273536
1394.443056	2.112096	0.274008
1395.499086	2.112138	0.274360
1396.555194	2.112169	0.274852
1397.611255	2.112148	0.275274
1398.667342	2.112146	0.275684
1399.723401	2.112258	0.276166
1400.779600	2.112219	0.276496
1401.835620	2.112105	0.276780
1402.891705	2.112183	0.277134
1403.947803	2.112241	0.277502
1405.003946	2.112207	0.277664
1406.060010	2.112170	0.277964
1407.116116	2.112064	0.278492
1408.172074	2.112056	0.278864
1409.228172	2.112239	0.279280
1410.284313	2.112346	0.279798
1411.340518	2.112375	0.280280
1412.396688	2.112161	0.280428
1413.452679	2.111962	0.280542
1414.508650	2.112017	0.280972
1415.564696	2.112243	0.281492
1416.620893	2.112263	0.281974
1417.676959	2.111973	0.282406
1418.732866	2.112052	0.282764
1419.789011	2.112208	0.283046
1420.845074	2.112095	0.283364
1421.901106	2.112088	0.283712
1422.957162	2.112159	0.283988
1424.013265	2.112134	0.284410
1425.069296	2.112151	0.284932
1426.125416	2.112179	0.285336
1427.181475	2.112165	0.285826
1428.237581	2.112122	0.286286
1429.293597	2.112075	0.286654
1430.349656	2.112097	0.287064
1431.405694	2.112143	0.287444
1432.461799	2.112134	0.287934
1433.517828	2.112122	0.288316
1434.573921	2.112275	0.288714
1435.630103	2.112236	0.289274
1436.686157	2.112149	0.289566
1437.742252	2.112287	0.289744
1438.798444	2.112217	0.290152
1439.854469	2.111992	0.290638
1440.910436	2.112151	0.290972
1441.966620	2.112234	0.291332
1443.022670	2.111878	0.291636
1444.078498	2.111931	0.291960
1445.134601	2.112176	0.292106
1446.190674	2.112150	0.292448
1447.246751	2.112207	0.292946
1448.302881	2.112219	0.293326
1449.358970	2.112147	0.294060
1450.415028	2.112230	0.294520
1451.471200	2.112051	0.294708
1452.527079	2.111943	0.295074
1453.583143	2.112056	0.295482
1454.639135	2.112181	0.295874
1455.695324	2.112166	0.296356
1456.751301	2.112003	0.296822
1457.807327	2.111975	0.297062
1458.863276	2.112070	0.297408
1459.919397	2.112176	0.297806
1460.975452	2.112198	0.298196
1462.031595	2.112154	0.298570
1463.087606	2.112079	0.298832
1464.143674	2.112279	0.299336
1465.199885	2.112079	0.299858
1466.255753	2.111817	0.300310
1467.311702	2.112112	0.300668
1468.367865	2.112196	0.301046
1469.423898	2.112069	0.301516
1470.479934	2.112221	0.301820
1471.536119	2.112307	0.302154
1472.592241	2.112061	0.302534
1473.648180	2.111939	0.302812
1474.704180	2.111972	0.303204
1475.760152	2.112017	0.303760
1476.816197	2.112038	0.304174
1477.872190	2.112079	0.304640
1478.928276	2.112109	0.305096
1479.984299	2.112139	0.305442
1481.040415	2.112141	0.305786
1482.096440	2.112123	0.306188
1483.152538	2.112115	0.306688
1484.208555	2.112069	0.307186
1485.264607	2.111964	0.307566
1486.320519	2.111883	0.307822
1487.376490	2.112275	0.308276
1488.432794	2.112385	0.308744
1489.488875	2.111970	0.309182
1490.544764	2.111982	0.309548
1491.600857	2.112191	0.309858
1492.656955	2.112327	0.310246
1493.713184	2.112216	0.310640
1494.769171	2.111972	0.311214
1495.825156	2.112010	0.311648
1496.881181	2.112021	0.311954
1497.937177	2.111985	0.312462
1498.993166	2.112068	0.312868
1500.049245	2.112120	0.313130
1501.105286	2.112139	0.313568
1502.161384	2.112080	0.314060
1503.217366	2.112081	0.314496
1504.273465	2.112110	0.314906
1505.329476	2.112040	0.315324
1506.385505	2.111985	0.315734
1507.441461	2.112055	0.316150
1508.497560	2.112134	0.316512
1509.553595	2.112175	0.316906
1510.609735	2.112256	0.317534
1511.665851	2.112144	0.317962
1512.721879	2.112011	0.318302
1513.777862	2.112038	0.318804
1514.833917	2.111967	0.319306
1515.889829	2.112032	0.319834
1516.945949	2.112202	0.320298
1518.002031	2.112118	0.320710
1519.058067	2.111839	0.320938
1520.113870	2.111559	0.321124
1521.169626	2.112077	0.321912
1522.225947	2.112490	0.322738
1523.282116	2.112037	0.323196
1524.337984	2.111928	0.323712
1525.394044	2.112051	0.324084
1526.450035	2.112284	0.324554
1527.506328	2.112421	0.325056
1528.562456	2.112024	0.325424
1529.618352	2.111538	0.325960
1530.673994	2.111544	0.326372
1531.729896	2.111864	0.326680
1532.785858	2.111731	0.327260
1533.841627	2.111830	0.327598
1534.897688	2.112601	0.328144
1535.954228	2.112703	0.328792
1537.010391	2.111774	0.329098
1538.066002	2.111346	0.329276
1539.121737	2.111670	0.329518
1540.177672	2.111879	0.330336
1541.233616	2.112055	0.330856
1542.289727	2.112272	0.331394
1543.345888	2.112250	0.332192
1544.401977	2.111933	0.332426
1545.457821	2.111846	0.332626
1546.513823	2.111643	0.333106
1547.569464	2.111304	0.333896
1548.625127	2.111550	0.334962
1549.681014	2.112148	0.335284
1550.737275	2.112315	0.335898
1551.793329	2.112127	0.336982
1552.849402	2.112156	0.337380
1553.905485	2.112134	0.338114
1554.961536	2.111959	0.338804
1556.017444	2.111770	0.339036
1557.073306	2.112144	0.339772
1558.129588	2.112795	0.340836
1559.186101	2.112737	0.341134
1560.242325	2.112417	0.341602
1561.298518	2.112412	0.342288
1562.354737	2.112532	0.342798
1563.411050	2.112333	0.343208
1564.467070	2.111823	0.342984
1565.522873	2.111622	0.342690
1566.578692	2.111560	0.343132
1567.634433	2.111649	0.343694
1568.690341	2.111980	0.344198
1569.746413	2.111929	0.344674
1570.802270	2.112001	0.345112
1571.858414	2.112540	0.346156
1572.914810	2.112270	0.346956
1573.970684	2.111556	0.347256
1575.026366	2.111790	0.347848
1576.082474	2.111904	0.348300
1577.138270	2.111492	0.348336
1578.193966	2.111720	0.349228
1579.249990	2.112737	0.350604
1580.306703	2.113111	0.351310
1581.363101	2.112470	0.351310
1582.419173	2.112298	0.351562
1583.475399	2.112302	0.351534
1584.531475	2.112113	0.351594
1585.587512	2.112006	0.352000
1586.643481	2.111533	0.352534
1587.699045	2.111802	0.353494
1588.755283	2.112318	0.353954
1589.811363	2.111991	0.354334
1590.867274	2.111845	0.354468
1591.923208	2.111740	0.354512
1592.979014	2.111606	0.354992
1594.034814	2.111653	0.355572
1595.090667	2.111884	0.355806
1596.146698	2.112052	0.355920
1597.202719	2.111745	0.356606
1598.258443	2.111906	0.357598
1599.314625	2.112336	0.358290
1600.370779	2.112113	0.358638
1601.426738	2.111869	0.359200
1602.482648	2.111914	0.359804
1603.538652	2.112001	0.360308
1604.594649	2.112176	0.360758
1605.650828	2.112182	0.361028
1606.706831	2.111815	0.361078
1607.762643	2.111667	0.361242
1608.818498	2.111568	0.361752
1609.874211	2.111432	0.362098
1610.929930	2.111888	0.362472
1611.986099	2.111662	0.363170
1613.041592	2.111087	0.363744
1614.097186	2.111714	0.364756
1615.153306	2.112501	0.365828
1616.209687	2.112847	0.366466
1617.266153	2.112856	0.367038
1618.322543	2.112439	0.367286
1619.378592	2.112005	0.367668
1620.434548	2.111967	0.368308
1621.490559	2.112083	0.368970
1622.546631	2.112248	0.369478
1623.602807	2.112388	0.369886
1624.659019	2.112246	0.369834
1625.715053	2.111862	0.369618
1626.770881	2.111670	0.370130
1627.826723	2.111730	0.370866
1628.882611	2.111553	0.371598
1629.938276	2.111758	0.372468
1630.994369	2.112258	0.373130
1632.050534	2.112431	0.373812
1633.106800	2.112319	0.374320
1634.162853	2.112169	0.374382
1635.218969	2.112350	0.375006
1636.275203	2.112575	0.376046
1637.331544	2.112499	0.376644
1638.387702	2.112216	0.377200
1639.443760	2.112170	0.377648
1640.499872	2.112435	0.377856
1641.556195	2.112329	0.377994
1642.612201	2.111953	0.378218
1643.668148	2.111615	0.378504
1644.723816	2.111008	0.378612
1645.779156	2.110892	0.379504
1646.834708	2.111771	0.380544
1647.890927	2.112702	0.382390
1648.947410	2.113006	0.383988
1650.003933	2.111972	0.382706
1651.059382	2.111192	0.382696
1652.115125	2.112201	0.384634
1653.171583	2.112998	0.385394
1654.228123	2.112612	0.385358
1655.284195	2.111679	0.385190
1656.339802	2.111535	0.385408
1657.395730	2.111436	0.385676
1658.451238	2.111089	0.385952
1659.506819	2.111424	0.386646
1660.562662	2.111562	0.387576
1661.618381	2.112006	0.388458
1662.674668	2.112481	0.389448
1663.730862	2.112508	0.390984
1664.787176	2.112588	0.391944
1665.843450	2.112530	0.392328
1666.899706	2.112451	0.392916
1667.955901	2.112122	0.392918
1669.011828	2.111906	0.392572
1670.067807	2.112084	0.392878
1671.123912	2.112192	0.393884
1672.179999	2.112114	0.394294
1673.236026	2.111915	0.394640
1674.291914	2.111838	0.394960
1675.347864	2.111794	0.394992
1676.403708	2.111627	0.395632
1677.459491	2.111690	0.396194
1678.515398	2.112064	0.396656
1679.571555	2.112123	0.397338
1680.627521	2.112070	0.398038
1681.683625	2.111866	0.398334
1682.739387	2.111643	0.398698
1683.795268	2.111984	0.399440
1684.851371	2.112013	0.400050
1685.907281	2.111751	0.400606
1686.963122	2.111919	0.401276
1688.019200	2.112094	0.401812
1689.075216	2.111895	0.402264
1690.131095	2.111958	0.402790
1691.187174	2.112248	0.403472
1692.243343	2.111748	0.404442
1693.298922	2.111957	0.405084
1694.355300	2.112671	0.405988
1695.411593	2.112023	0.406010
1696.467323	2.111462	0.405198
1697.523055	2.111838	0.405610
1698.579161	2.111781	0.405626
1699.634836	2.111816	0.406176
1700.690977	2.112123	0.406950
1701.746959	2.111765	0.407170
1702.802742	2.111697	0.408168
1703.858656	2.111969	0.408376
1704.914711	2.111960	0.407950
1705.970616	2.111607	0.408084
1707.026318	2.111583	0.408964
1708.082199	2.112230	0.409966
1709.138548	2.111746	0.411236
1710.193945	2.111318	0.412366
1711.249866	2.112106	0.412320
1712.306051	2.111834	0.412534
1713.361700	2.111545	0.413476
1714.417596	2.111939	0.414176
1715.473639	2.112348	0.414874
1716.529944	2.106815	0.415648
1717.580454	2.101867	0.407492
1718.631811	2.107313	0.399158
1719.687767	2.111851	0.399570
1720.743662	2.111980	0.400332
1721.799747	2.111589	0.401082
1722.855251	2.111748	0.400874
1723.911495	2.112357	0.400062
1724.967608	2.111785	0.400092
1726.023280	2.111094	0.400416
1727.078702	2.111268	0.400940
1728.134548	2.111804	0.401528
1729.190506	2.111810	0.401944
1730.246358	2.111685	0.402284
1731.302191	2.111667	0.402714
1732.358025	2.111598	0.403422
1733.413789	2.111512	0.403958
1734.469537	2.111829	0.404714
1735.525618	2.112148	0.405424
1736.581685	2.112941	0.405762
1737.638559	2.113514	0.405970
1738.695199	2.113469	0.405654
1739.752028	2.113824	0.405172
1740.809023	2.113166	0.405562
1741.865194	2.112360	0.406108
1742.921383	2.112165	0.406086
1743.977359	2.111909	0.406362
1745.033292	2.111618	0.406872
1746.088977	2.111701	0.407350
1747.144993	2.111903	0.407926
1748.200880	2.111681	0.408636
1749.256674	2.111640	0.409500
1750.312520	2.111845	0.410412
1751.368519	2.111920	0.411002
1752.424440	2.111984	0.411416
1753.480503	2.112191	0.412226
1754.536631	2.112293	0.412786
1755.592796	2.111922	0.412952
1756.648553	2.111638	0.413122
1757.704434	2.111782	0.414120
1758.760335	2.112048	0.415462
1759.816482	2.112183	0.416208
1760.872518	2.112006	0.416584
1761.928488	2.111941	0.416928
1762.984459	2.111930	0.417422
1764.040418	2.111716	0.417692
1765.096175	2.111637	0.418006
1766.152055	2.111889	0.418654
1767.208064	2.111985	0.419556
1768.264040	2.111866	0.420260
1769.319930	2.111940	0.420956
1770.375980	2.112014	0.421864
1771.431944	2.112085	0.422612
1772.488065	2.111904	0.423418
1773.543848	2.111654	0.424132
1774.599719	2.111777	0.424546
1775.655625	2.111924	0.425114
1776.711643	2.111912	0.425822
1777.767537	2.112017	0.426618
1778.823660	2.112138	0.427456
1779.879675	2.111960	0.428002
1780.935620	2.112129	0.428328
1781.991804	2.112017	0.428860
1783.047637	2.111546	0.429582
1784.103350	2.111712	0.430396
1785.159349	2.111793	0.430622
1786.215143	2.111691	0.430622
1787.271040	2.111506	0.431512
1788.326649	2.111897	0.432418
1789.382937	2.112162	0.433322
1790.438811	2.111975	0.434330
1791.494912	2.112457	0.434812
1792.551268	2.112280	0.435192
1793.607192	2.111678	0.435888
1794.662946	2.111568	0.436440
1795.718760	2.111876	0.436996
1796.774822	2.112122	0.437516
1797.830882	2.112152	0.437852
1798.886974	2.112070	0.438432
1799.942952	2.111956	0.439040
1800.998930	2.112051	0.439696
1802.055003	2.111749	0.440478
1803.110679	2.111581	0.441118
1804.166584	2.111729	0.441892
1805.222408	2.111790	0.442616
1806.278374	2.111916	0.443064
1807.334324	2.111896	0.443736
1808.390270	2.112075	0.444456
1809.446399	2.111910	0.444798
1810.502180	2.111550	0.445456
1811.557949	2.111723	0.446214
1812.613903	2.111833	0.446862
1813.669782	2.111827	0.447660
1814.725730	2.111860	0.448168
1815.781642	2.111847	0.448708
1816.837577	2.111654	0.449410
1817.893296	2.112043	0.450252
1818.949620	2.112047	0.452160
1820.005343	2.111928	0.452606
1821.061548	2.112037	0.451748
1822.117380	2.111822	0.452508
1823.173370	2.112234	0.454000
1824.229614	2.112420	0.454948
1825.285790	2.112302	0.455144
1826.341916	2.111967	0.456024
1827.397757	2.111500	0.456446
1828.453416	2.111418	0.456344
1829.509175	2.111567	0.456822
1830.564983	2.111520	0.457514
1831.620695	2.111323	0.458526
1832.676306	2.111372	0.459628
1833.732067	2.111946	0.460866
1834.788252	2.112498	0.461916
1835.844565	2.112240	0.462682
1836.900492	2.112030	0.463372
1837.956595	2.112205	0.463866
1839.012697	2.112128	0.463818
1840.068723	2.111927	0.463954
1841.124624	2.111734	0.465004
1842.180457	2.111495	0.465674
1843.236119	2.111630	0.466654
1844.292087	2.112077	0.468430
1845.348196	2.112556	0.469032
1846.404643	2.112633	0.469546
1847.460829	2.111668	0.471054
1848.516311	2.110434	0.471334
1849.571263	2.111876	0.471294
1850.628187	2.112776	0.472138
1851.684039	2.111593	0.472710
1852.739780	2.111720	0.473500
1853.795759	2.111665	0.474718
1854.851445	2.111865	0.475450
1855.907624	2.112519	0.475892
1856.963964	2.112440	0.476412
1858.020064	2.112118	0.476888
1859.076082	2.111163	0.477488
1860.131227	2.111095	0.478038
1861.187177	2.112566	0.478586
1862.243793	2.112229	0.479638
1863.299406	2.111473	0.480012
1864.355266	2.112337	0.479448
1865.411743	2.111932	0.480242
1866.467198	2.111246	0.481580
1867.522989	2.111672	0.481890
1868.578870	2.111709	0.482572
1869.634698	2.111607	0.483752
1870.690477	2.111748	0.484370
1871.746446	2.112070	0.485052
1872.802547	2.112375	0.485822
1873.858821	2.112278	0.487138
1874.914825	2.111281	0.488034
1875.970102	2.110783	0.488044
1877.025608	2.111247	0.488484
1878.081349	2.112048	0.489618
1879.137656	2.112425	0.490312
1880.193774	2.111336	0.490892
