#Creator: pendulumEventBuffer
#Creation time: Thu Mar 30 12:09:25 2023
#Time	Period	Transit time
#[s]	[s]	[s]
119.698603	2.120150	0.030990
120.758663	2.120123	0.031086
121.818726	2.120095	0.031184
122.878758	2.120069	0.031284
123.938795	2.120039	0.031386
124.998797	2.120027	0.031478
126.058822	2.119999	0.031568
127.118796	2.119944	0.031676
128.178766	2.119899	0.031784
129.238695	2.119880	0.031882
130.298646	2.119857	0.031984
131.358552	2.119835	0.032076
132.418481	2.119822	0.032174
133.478374	2.119778	0.032284
134.538259	2.119755	0.032386
135.598129	2.119742	0.032482
136.658001	2.119715	0.032582
137.717844	2.119776	0.032684
138.777777	2.119628	0.032782
139.837472	2.119575	0.032876
140.897352	2.119576	0.032980
141.957048	2.119465	0.033088
143.016817	2.119533	0.033194
144.076581	2.119502	0.033290
145.136319	2.119469	0.033394
146.196050	2.119419	0.033524
147.255738	2.119368	0.033608
148.315418	2.119381	0.033696
149.375119	2.119342	0.033818
150.434760	2.119266	0.033920
151.494385	2.119272	0.034030
152.554032	2.119332	0.034144
153.613717	2.119325	0.034270
154.673357	2.119248	0.034374
155.732965	2.119217	0.034478
156.792574	2.119236	0.034576
157.852201	2.119206	0.034678
158.911780	2.119127	0.034812
159.971328	2.119052	0.034908
161.030832	2.119079	0.035008
162.090407	2.119093	0.035126
163.149925	2.119063	0.035234
164.209470	2.119046	0.035336
165.268971	2.119013	0.035446
166.328483	2.119000	0.035554
167.387971	2.118966	0.035670
168.447449	2.118909	0.035802
169.506880	2.118874	0.035904
170.566323	2.118852	0.036002
171.625732	2.118837	0.036132
172.685160	2.118824	0.036260
173.744556	2.118797	0.036372
174.803957	2.118754	0.036470
175.863310	2.118729	0.036588
176.922686	2.118722	0.036708
177.982032	2.118697	0.036816
179.041383	2.118706	0.036926
180.100738	2.118592	0.037056
181.159975	2.118579	0.037162
182.219317	2.118654	0.037270
183.278629	2.118579	0.037410
184.337896	2.118581	0.037524
185.397210	2.118578	0.037628
186.456474	2.118527	0.037740
187.515737	2.118502	0.037870
188.574976	2.118480	0.037996
189.634217	2.118458	0.038106
190.693434	2.118436	0.038228
191.752653	2.118412	0.038326
192.811846	2.118392	0.038436
193.871045	2.118366	0.038574
194.930212	2.118371	0.038692
195.989416	2.118362	0.038808
197.048574	2.118321	0.038936
198.107737	2.118298	0.039074
199.166872	2.118281	0.039188
200.226018	2.118259	0.039316
201.285131	2.118248	0.039446
202.344266	2.118231	0.039564
203.403362	2.118221	0.039692
204.462487	2.118197	0.039818
205.521559	2.118156	0.039938
206.580643	2.118137	0.040062
207.639696	2.118129	0.040192
208.698772	2.118111	0.040320
209.757807	2.118084	0.040458
210.816856	2.118053	0.040584
211.875860	2.118025	0.040720
212.934881	2.118013	0.040854
213.993873	2.117999	0.040978
215.052880	2.117968	0.041100
216.111841	2.117952	0.041222
217.170832	2.117955	0.041352
218.229796	2.117937	0.041488
219.288769	2.117934	0.041622
220.347730	2.117930	0.041752
221.406699	2.117895	0.041882
222.465625	2.117866	0.042014
223.524565	2.117840	0.042154
224.583465	2.117819	0.042306
225.642384	2.117808	0.042440
226.701273	2.117799	0.042554
227.760183	2.117780	0.042690
228.819053	2.117750	0.042834
229.877933	2.117743	0.042970
230.936796	2.117711	0.043116
231.995644	2.117675	0.043256
233.054471	2.117675	0.043370
234.113319	2.117628	0.043518
235.172099	2.117607	0.043678
236.230926	2.117598	0.043804
237.289697	2.117585	0.043942
238.348511	2.117586	0.044102
239.407283	2.117559	0.044250
240.466070	2.117557	0.044388
241.524840	2.117549	0.044528
242.583619	2.117537	0.044670
243.642377	2.117531	0.044830
244.701150	2.117491	0.044976
245.759868	2.117478	0.045116
246.818628	2.117459	0.045268
247.877327	2.117444	0.045414
248.936072	2.117481	0.045560
249.994808	2.117437	0.045712
251.053509	2.117380	0.045870
252.112188	2.117395	0.046020
253.170904	2.117367	0.046160
254.229555	2.117299	0.046314
255.288203	2.117316	0.046450
256.346871	2.117349	0.046590
257.405552	2.117333	0.046744
258.464204	2.117288	0.046896
259.522840	2.117256	0.047064
260.581460	2.117248	0.047244
261.640088	2.117228	0.047400
262.698688	2.117233	0.047532
263.757321	2.117230	0.047690
264.815918	2.117223	0.047852
265.874544	2.117188	0.048008
266.933106	2.117157	0.048168
267.991701	2.117139	0.048326
269.050245	2.117121	0.048482
270.108822	2.117148	0.048668
271.167393	2.117136	0.048842
272.225958	2.117114	0.048992
273.284507	2.117004	0.049162
274.342962	2.116995	0.049316
275.401502	2.117078	0.049476
276.460040	2.116964	0.049640
277.518466	2.116998	0.049812
278.577038	2.116945	0.050000
279.635411	2.116868	0.050126
280.693906	2.116994	0.050284
281.752405	2.116983	0.050498
282.810889	2.116902	0.050682
283.869307	2.116864	0.050854
284.927753	2.116788	0.051026
285.986095	2.116714	0.051206
287.044467	2.116564	0.051370
288.102659	2.116494	0.051534
289.160961	2.116651	0.051718
290.219310	2.116673	0.051896
291.277634	2.116588	0.052080
292.335898	2.116347	0.052284
293.393981	2.116050	0.052450
294.451948	2.116265	0.052620
295.510246	2.116500	0.052824
296.568448	2.116451	0.053012
297.626697	2.116537	0.053202
298.684985	2.116561	0.053398
299.743258	2.116559	0.053592
300.801544	2.116556	0.053780
301.859814	2.116493	0.053964
302.918037	2.116484	0.054154
303.976298	2.116437	0.054332
305.034474	2.116379	0.054504
306.092677	2.116349	0.054698
307.150823	2.116298	0.054898
308.208975	2.116272	0.055078
309.267095	2.116216	0.055254
310.325191	2.116178	0.055434
311.383273	2.116175	0.055610
312.441366	2.116145	0.055780
313.499418	2.116125	0.055952
314.557491	2.116137	0.056134
315.615555	2.116055	0.056318
316.673546	2.116065	0.056468
317.731620	2.116092	0.056640
318.789638	2.115968	0.056852
319.847588	2.116072	0.057044
320.905710	2.116166	0.057212
321.963754	2.116146	0.057396
323.021856	2.116003	0.057592
324.079757	2.115877	0.057746
325.137733	2.115864	0.057930
326.195621	2.115834	0.058130
327.253567	2.115886	0.058286
328.311507	2.115944	0.058458
329.369511	2.115923	0.058682
330.427430	2.115868	0.058900
331.485379	2.115851	0.059070
332.543281	2.115830	0.059250
333.601209	2.115802	0.059450
334.659083	2.115781	0.059634
335.716990	2.115803	0.059832
336.774886	2.115773	0.060036
337.832763	2.115708	0.060206
338.890594	2.115713	0.060376
339.948476	2.115714	0.060576
341.006308	2.115700	0.060784
342.064176	2.115687	0.060964
343.121995	2.115658	0.061158
344.179834	2.115652	0.061364
345.237647	2.115661	0.061558
346.295495	2.115612	0.061750
347.353259	2.115614	0.061946
348.411109	2.115617	0.062150
349.468876	2.115541	0.062348
350.526650	2.115521	0.062532
351.584397	2.115545	0.062722
352.642195	2.115544	0.062922
353.699941	2.115534	0.063126
354.757729	2.115480	0.063322
355.815421	2.115447	0.063510
356.873176	2.115451	0.063716
357.930872	2.115439	0.063924
358.988615	2.115403	0.064118
360.046275	2.115277	0.064326
361.103892	2.115284	0.064516
362.161559	2.115393	0.064686
363.219285	2.115427	0.064870
364.276986	2.115443	0.065056
365.334728	2.115333	0.065264
366.392319	2.115271	0.065470
367.449999	2.115356	0.065654
368.507675	2.115286	0.065838
369.565285	2.115206	0.066038
370.622881	2.115293	0.066238
371.680578	2.115254	0.066424
372.738135	2.115120	0.066554
373.795698	2.115187	0.066692
374.853322	2.115233	0.066940
375.910931	2.115237	0.067194
376.968559	2.115258	0.067394
378.026189	2.115232	0.067586
379.083791	2.115096	0.067774
380.141285	2.114892	0.067962
381.198683	2.115031	0.068134
382.256316	2.115231	0.068324
383.313914	2.115185	0.068556
384.371501	2.115355	0.068782
385.429269	2.115157	0.068962
386.486658	2.120273	0.069116
387.549542	2.123860	0.071396
388.610518	2.116221	0.073572
389.665763	2.112655	0.073582
390.723173	2.114784	0.073662
391.780547	2.114786	0.073814
392.837959	2.114727	0.074046
393.895274	2.114695	0.074260
394.952654	2.114720	0.074444
396.009994	2.114727	0.074644
397.067381	2.114735	0.074822
398.124729	2.114818	0.075026
399.182199	2.114912	0.075270
400.239641	2.114713	0.075450
401.296912	2.114417	0.075652
402.354058	2.114500	0.075912
403.411412	2.114675	0.076116
404.468733	2.114665	0.076310
405.526077	2.114656	0.076518
406.583389	2.114644	0.076742
407.640721	2.114622	0.076954
408.698011	2.114630	0.077146
409.755351	2.114629	0.077346
410.812640	2.114625	0.077552
411.869976	2.114618	0.077768
412.927258	2.114579	0.077988
413.984555	2.114552	0.078182
415.041810	2.114584	0.078388
416.099139	2.114592	0.078606
417.156402	2.114548	0.078808
418.213687	2.114530	0.078998
419.270932	2.114545	0.079188
420.328232	2.114543	0.079404
421.385475	2.114524	0.079610
422.442756	2.114505	0.079796
423.499980	2.114491	0.080012
424.557247	2.114492	0.080234
425.614472	2.114480	0.080440
426.671727	2.114453	0.080646
427.728925	2.114426	0.080866
428.786153	2.114458	0.081074
429.843383	2.114446	0.081286
430.900599	2.114384	0.081494
431.957767	2.114391	0.081674
433.014990	2.114402	0.081888
434.072169	2.114393	0.082102
435.129383	2.114372	0.082314
436.186541	2.114342	0.082522
437.243725	2.114333	0.082710
438.300874	2.114337	0.082908
439.358062	2.114319	0.083112
440.415193	2.114300	0.083314
441.472362	2.114310	0.083524
442.529503	2.114306	0.083746
443.586668	2.114282	0.083944
444.643785	2.114253	0.084122
445.700921	2.114253	0.084326
446.758038	2.114269	0.084536
447.815190	2.114263	0.084728
448.872301	2.114255	0.084934
449.929445	2.114253	0.085122
450.986554	2.114240	0.085312
452.043685	2.114214	0.085514
453.100768	2.114196	0.085708
454.157881	2.114192	0.085898
455.214960	2.114187	0.086088
456.272068	2.114174	0.086272
457.329134	2.114172	0.086448
458.386240	2.114160	0.086648
459.443294	2.114144	0.086840
460.500384	2.114149	0.087024
461.557443	2.114153	0.087234
462.614537	2.114143	0.087434
463.671586	2.114111	0.087620
464.728648	2.114100	0.087804
465.785686	2.114121	0.088000
466.842769	2.114125	0.088198
467.899811	2.114116	0.088386
468.956885	2.114106	0.088590
470.013917	2.114109	0.088794
471.070994	2.114100	0.088984
472.128017	2.114075	0.089186
473.185069	2.114069	0.089386
474.242086	2.114075	0.089584
475.299144	2.114071	0.089768
476.356157	2.114064	0.089938
477.413208	2.114059	0.090144
478.470216	2.114046	0.090360
479.527254	2.114038	0.090552
480.584254	2.114024	0.090740
481.641278	2.114027	0.090936
482.698281	2.114032	0.091122
483.755310	2.114025	0.091308
484.812306	2.114036	0.091516
485.869346	2.114036	0.091720
486.926342	2.114009	0.091928
487.983355	2.113991	0.092122
489.040333	2.113998	0.092302
490.097353	2.113986	0.092510
491.154319	2.113968	0.092718
492.211321	2.113972	0.092918
493.268291	2.113975	0.093118
494.325296	2.113964	0.093320
495.382255	2.113965	0.093526
496.439261	2.113961	0.093726
497.496216	2.113939	0.093936
498.553200	2.113919	0.094132
499.610135	2.113924	0.094330
500.667124	2.113918	0.094544
501.724053	2.113908	0.094746
502.781032	2.113906	0.094948
503.837959	2.113889	0.095154
504.894921	2.113876	0.095362
505.951835	2.113861	0.095566
507.008782	2.113844	0.095764
508.065679	2.113853	0.095954
509.122635	2.113873	0.096170
510.179552	2.113859	0.096396
511.236494	2.113831	0.096608
512.293383	2.113830	0.096814
513.350324	2.113848	0.097016
514.407231	2.113836	0.097230
515.464160	2.113812	0.097440
516.521043	2.113807	0.097642
517.577967	2.113820	0.097842
518.634863	2.113807	0.098054
519.691774	2.113796	0.098272
520.748659	2.113822	0.098478
521.805596	2.113823	0.098684
522.862482	2.113809	0.098900
523.919405	2.113795	0.099118
524.976277	2.113797	0.099326
526.033202	2.113793	0.099536
527.090070	2.113776	0.099748
528.146978	2.113788	0.099960
529.203858	2.113807	0.100184
530.260785	2.113793	0.100386
531.317651	2.113765	0.100578
532.374550	2.113762	0.100796
533.431413	2.113758	0.101018
534.488308	2.113748	0.101224
535.545161	2.113746	0.101422
536.602054	2.113743	0.101628
537.658904	2.113733	0.101848
538.715787	2.113723	0.102074
539.772627	2.113723	0.102306
540.829510	2.113715	0.102512
541.886342	2.113706	0.102696
542.943216	2.113721	0.102916
544.000063	2.113722	0.103134
545.056938	2.113697	0.103348
546.113760	2.113687	0.103568
547.170625	2.113689	0.103778
548.227449	2.113688	0.104002
549.284313	2.113674	0.104214
550.341123	2.113667	0.104442
551.397980	2.113695	0.104668
552.454818	2.113680	0.104872
553.511660	2.113656	0.105092
554.568474	2.113658	0.105320
555.625318	2.113643	0.105536
556.682117	2.113637	0.105750
557.738955	2.113643	0.105966
558.795760	2.113644	0.106172
559.852599	2.113638	0.106386
560.909398	2.113636	0.106608
561.966235	2.113631	0.106826
563.023029	2.113620	0.107050
564.079855	2.113596	0.107274
565.136625	2.113585	0.107498
566.193440	2.113590	0.107712
567.250215	2.113604	0.107938
568.307044	2.113610	0.108156
569.363825	2.113608	0.108362
570.420652	2.113602	0.108592
571.477427	2.113588	0.108822
572.534240	2.113570	0.109048
573.590997	2.113548	0.109254
574.647788	2.113557	0.109476
575.704554	2.113563	0.109716
576.761351	2.113545	0.109934
577.818099	2.113551	0.110142
578.874902	2.113572	0.110376
579.931671	2.113568	0.110606
580.988470	2.113532	0.110828
582.045203	2.113504	0.111050
583.101974	2.113496	0.111272
584.158699	2.113506	0.111506
585.215480	2.113513	0.111732
586.272212	2.113531	0.111940
587.329011	2.113547	0.112174
588.385759	2.113521	0.112426
589.442532	2.113481	0.112656
590.499240	2.113470	0.112900
591.556002	2.113487	0.113116
592.612727	2.113485	0.113330
593.669487	2.113469	0.113566
594.726196	2.113460	0.113792
595.782947	2.113468	0.114002
596.839664	2.113473	0.114228
597.896420	2.113451	0.114468
598.953115	2.113434	0.114694
600.009854	2.113432	0.114916
601.066547	2.113427	0.115142
602.123281	2.113427	0.115390
603.179974	2.113437	0.115628
604.236718	2.113433	0.115864
605.293407	2.113409	0.116106
606.350127	2.113385	0.116322
607.406792	2.113386	0.116556
608.463513	2.113402	0.116806
609.520194	2.113396	0.117044
610.576909	2.113383	0.117266
611.633577	2.113379	0.117506
612.690288	2.113360	0.117752
613.746937	2.113350	0.117986
614.803638	2.113352	0.118220
615.860289	2.113359	0.118446
616.916997	2.113359	0.118682
617.973648	2.113349	0.118924
619.030346	2.113333	0.119160
620.086981	2.113320	0.119394
621.143666	2.113342	0.119624
622.200323	2.113347	0.119858
623.257013	2.113336	0.120110
624.313659	2.113329	0.120358
625.370342	2.113318	0.120596
626.426977	2.113311	0.120826
627.483653	2.113297	0.121054
628.540274	2.113284	0.121300
629.596937	2.113288	0.121542
630.653562	2.113301	0.121776
631.710238	2.113308	0.122016
632.766870	2.113309	0.122264
633.823547	2.113299	0.122510
634.880169	2.113287	0.122746
635.936834	2.113289	0.122992
636.993458	2.113277	0.123252
638.050111	2.113260	0.123502
639.106718	2.113265	0.123748
640.163376	2.113273	0.123976
641.219991	2.113277	0.124214
642.276653	2.113266	0.124470
643.333257	2.113255	0.124706
644.389908	2.113254	0.124932
645.446511	2.113249	0.125162
646.503157	2.113250	0.125410
647.559761	2.113247	0.125674
648.616404	2.113233	0.125924
649.672994	2.113226	0.126164
650.729630	2.113216	0.126396
651.786210	2.113209	0.126644
652.842839	2.113208	0.126894
653.899418	2.113204	0.127124
654.956043	2.113205	0.127378
656.012623	2.113200	0.127638
657.069243	2.113193	0.127882
658.125816	2.113191	0.128132
659.182434	2.113199	0.128392
660.239015	2.113201	0.128654
661.295635	2.113180	0.128902
662.352195	2.113168	0.129138
663.408803	2.113173	0.129382
664.465368	2.113168	0.129624
665.521971	2.113163	0.129874
666.578531	2.113165	0.130114
667.635136	2.113166	0.130368
668.691697	2.113169	0.130646
669.748305	2.113164	0.130874
670.804861	2.113161	0.131098
671.861466	2.113164	0.131352
672.918025	2.113162	0.131606
673.974628	2.113140	0.131852
675.031165	2.113126	0.132090
676.087754	2.113145	0.132324
677.144310	2.113148	0.132576
678.200902	2.113125	0.132824
679.257435	2.113135	0.133058
680.314037	2.113120	0.133330
681.370555	2.113089	0.133614
682.427126	2.113102	0.133856
683.483657	2.113104	0.134098
684.540230	2.113072	0.134360
685.596729	2.113060	0.134614
686.653290	2.113067	0.134872
687.709796	2.113068	0.135148
688.766358	2.113067	0.135408
689.822863	2.113059	0.135654
690.879417	2.113077	0.135910
691.935940	2.113047	0.136160
692.992464	2.113042	0.136404
694.048982	2.113068	0.136660
695.105532	2.113051	0.136912
696.162033	2.113075	0.137166
697.218607	2.113071	0.137434
698.275104	2.113046	0.137688
699.331653	2.113046	0.137950
700.388150	2.113038	0.138200
701.444691	2.113031	0.138434
702.501181	2.113024	0.138694
703.557715	2.113026	0.138970
704.614207	2.113044	0.139230
705.670759	2.113030	0.139482
706.727237	2.113002	0.139750
707.783761	2.113001	0.139998
708.840238	2.113004	0.140272
709.896765	2.112995	0.140558
710.953233	2.113006	0.140790
712.009771	2.113023	0.141034
713.066256	2.113019	0.141288
714.122790	2.113014	0.141552
715.179270	2.113001	0.141840
716.235791	2.112976	0.142114
717.292246	2.112961	0.142356
718.348752	2.112957	0.142596
719.405203	2.112966	0.142898
720.461718	2.112964	0.143176
721.518167	2.112941	0.143410
722.574659	2.112936	0.143678
723.631103	2.112944	0.143946
724.687603	2.112940	0.144194
725.744043	2.112932	0.144474
726.800535	2.112921	0.144754
727.856964	2.112917	0.145020
728.913452	2.112904	0.145300
729.969868	2.112898	0.145572
731.026350	2.112928	0.145820
732.082796	2.112929	0.146088
733.139279	2.112894	0.146366
734.195690	2.112873	0.146604
735.252152	2.112866	0.146876
736.308556	2.112857	0.147176
737.365009	2.112854	0.147442
738.421410	2.112872	0.147716
739.477881	2.112881	0.147994
740.534291	2.112871	0.148274
741.590752	2.112860	0.148560
742.647151	2.112850	0.148842
743.703602	2.112856	0.149132
744.760007	2.112842	0.149406
745.816444	2.112841	0.149656
746.872848	2.112861	0.149932
747.929305	2.112869	0.150214
748.985717	2.112877	0.150454
750.042182	2.112878	0.150708
751.098595	2.112867	0.150986
752.155049	2.112827	0.151238
753.211422	2.112828	0.151504
754.267877	2.112843	0.151790
755.324265	2.112823	0.152066
756.380700	2.112808	0.152344
757.437073	2.112801	0.152618
758.493501	2.112809	0.152902
759.549882	2.112822	0.153192
760.606323	2.112827	0.153470
761.662709	2.112808	0.153750
762.719131	2.112792	0.154038
763.775501	2.112800	0.154306
764.831931	2.112815	0.154554
765.888316	2.112806	0.154828
766.944737	2.112778	0.155110
768.001094	2.112791	0.155384
769.057528	2.112808	0.155676
770.113902	2.112783	0.155952
771.170311	2.112761	0.156202
772.226663	2.112773	0.156478
773.283084	2.112792	0.156748
774.339455	2.112778	0.157022
775.395862	2.112767	0.157324
776.452222	2.112772	0.157592
777.508634	2.112764	0.157864
778.564986	2.112748	0.158152
779.621382	2.112753	0.158408
780.677739	2.112752	0.158678
781.734134	2.112729	0.158964
782.790468	2.112721	0.159228
783.846855	2.112720	0.159498
784.903188	2.112730	0.159788
785.959585	2.112747	0.160066
787.015935	2.112754	0.160338
788.072339	2.112746	0.160618
789.128681	2.112718	0.160874
790.185057	2.112677	0.161138
791.241358	2.112660	0.161432
792.297717	2.112666	0.161702
793.354024	2.112683	0.161964
794.410400	2.112716	0.162244
795.466740	2.112739	0.162508
796.523139	2.112716	0.162786
797.579456	2.112701	0.163072
798.635840	2.112702	0.163348
799.692158	2.112658	0.163636
800.748498	2.112647	0.163916
801.804805	2.112688	0.164202
802.861186	2.112673	0.164472
803.917478	2.112640	0.164748
804.973826	2.112650	0.165036
806.030128	2.112653	0.165308
807.086479	2.112638	0.165610
808.142766	2.112641	0.165908
809.199120	2.112638	0.166168
810.255404	2.112625	0.166456
811.311745	2.112631	0.166738
812.368035	2.112631	0.167026
813.424376	2.112599	0.167328
814.480634	2.112588	0.167600
815.536964	2.112604	0.167884
816.593238	2.112612	0.168176
817.649576	2.112610	0.168464
818.705848	2.112609	0.168724
819.762185	2.112606	0.169010
820.818454	2.112584	0.169300
821.874769	2.112590	0.169582
822.931044	2.112607	0.169892
823.987376	2.112600	0.170180
825.043644	2.112598	0.170452
826.099974	2.112606	0.170736
827.156250	2.112591	0.171048
828.212565	2.112583	0.171346
829.268833	2.112582	0.171610
830.325147	2.112583	0.171886
831.381416	2.112582	0.172172
832.437729	2.112564	0.172442
833.493980	2.112568	0.172732
834.550297	2.112583	0.173026
835.606563	2.112587	0.173314
836.662884	2.112576	0.173596
837.719139	2.112556	0.173854
838.775440	2.112552	0.174124
839.831691	2.112553	0.174410
840.887993	2.112571	0.174682
841.944262	2.112574	0.174972
843.000567	2.112540	0.175266
844.056802	2.112558	0.175484
845.113125	2.112576	0.175738
846.169378	2.112561	0.176060
847.225686	2.112553	0.176336
848.281931	2.112536	0.176582
849.338222	2.112545	0.176864
850.394476	2.112541	0.177160
851.450763	2.112533	0.177430
852.507009	2.112539	0.177710
853.563302	2.112530	0.177980
854.619539	2.112542	0.178258
855.675844	2.112564	0.178560
856.732103	2.112550	0.178862
857.788394	2.112516	0.179156
858.844619	2.112507	0.179462
859.900901	2.112533	0.179778
860.957152	2.112548	0.180064
862.013449	2.112519	0.180310
863.069671	2.112491	0.180582
864.125940	2.112507	0.180844
865.182178	2.112534	0.181120
866.238474	2.112531	0.181404
867.294709	2.112526	0.181674
868.351000	2.112518	0.181944
869.407227	2.112488	0.182190
870.463488	2.112501	0.182456
871.519728	2.112525	0.182708
872.576013	2.112509	0.182986
873.632237	2.112476	0.183274
874.688489	2.112473	0.183546
875.744710	2.112509	0.183828
876.800998	2.112510	0.184104
877.857220	2.112489	0.184396
878.913487	2.112463	0.184674
879.969683	2.112469	0.184946
881.025956	2.112504	0.185220
882.082187	2.112521	0.185506
883.138477	2.112534	0.185798
884.194721	2.112537	0.186062
885.251014	2.112499	0.186332
886.307220	2.112473	0.186604
887.363487	2.112476	0.186890
888.419696	2.112494	0.187148
889.475981	2.112503	0.187422
890.532199	2.112495	0.187674
891.588476	2.112507	0.187920
892.644706	2.112490	0.188220
893.700966	2.112453	0.188488
894.757159	2.112477	0.188766
895.813443	2.112533	0.189082
896.869692	2.112510	0.189432
897.925953	2.112481	0.189746
898.982173	2.112481	0.190030
900.038434	2.112457	0.190316
901.094630	2.112430	0.190636
902.150864	2.112440	0.190936
903.207070	2.112481	0.191216
904.263345	2.112490	0.191526
905.319560	2.112610	0.191824
906.375955	2.112849	0.192110
907.432409	2.112771	0.192338
908.488726	2.112574	0.192588
909.544983	2.112823	0.192898
910.601549	2.112756	0.193074
911.657739	2.112079	0.193338
912.713628	2.112064	0.193724
913.769803	2.112398	0.194030
914.826026	2.112367	0.194316
915.882170	2.112360	0.194608
916.938386	2.112311	0.194844
917.994481	2.112346	0.195134
919.050732	2.112547	0.195464
920.107028	2.112495	0.195740
921.163227	2.112349	0.196026
922.219377	2.112350	0.196290
923.275577	2.112348	0.196566
924.331725	2.112387	0.196838
925.387964	2.112392	0.197128
926.444117	2.112399	0.197446
927.500363	2.112377	0.197782
928.556494	2.112355	0.198076
929.612718	2.112432	0.198388
930.668926	2.112476	0.198680
931.725194	2.112426	0.198960
932.781352	2.112361	0.199272
933.837555	2.112369	0.199574
934.893721	2.112395	0.199906
935.949950	2.112370	0.200212
937.006091	2.112358	0.200502
938.062308	2.112411	0.200804
939.118502	2.112423	0.201052
940.174731	2.112362	0.201414
941.230864	2.112317	0.201772
942.287048	2.112281	0.202072
943.343145	2.112308	0.202362
944.399356	2.112391	0.202584
945.455536	2.112443	0.202884
946.511799	2.112305	0.203282
947.567841	2.112146	0.203678
948.623945	2.112390	0.203946
949.680231	2.112534	0.204154
950.736479	2.112287	0.204398
951.792518	2.112139	0.204668
952.848618	2.112191	0.205104
953.904709	2.112548	0.205514
954.961166	2.112590	0.205788
956.017299	2.112312	0.206178
957.073478	2.112292	0.206496
958.129591	2.112391	0.206794
959.185869	2.112413	0.207182
960.242004	2.112172	0.207580
961.298041	2.112289	0.207798
962.354293	2.112391	0.208034
963.410432	2.112285	0.208464
964.466578	2.112236	0.208824
965.522668	2.112276	0.209136
966.578854	2.112362	0.209464
967.635030	2.112141	0.209792
968.690995	2.112150	0.210090
969.747180	2.112395	0.210472
970.803390	2.112465	0.210760
971.859645	2.112372	0.211030
972.915762	2.112285	0.211392
973.971930	2.112349	0.211872
975.028111	2.112343	0.212054
976.084273	2.112269	0.212222
977.140380	2.112282	0.212688
978.196555	2.112317	0.212978
979.252697	2.112364	0.213234
