#Creator: pendulumviewEventBuffer
#Creation time: Sun Jan 11 01:39:54 2009
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.509	411	57.534	525
57.559	415	57.584	526
57.610	417	57.636	526
57.660	422	57.686	527
57.711	426	57.737	527
57.761	428	57.787	528
57.813	430	57.838	529
57.863	430	57.888	530
57.914	430	57.940	531
57.964	429	57.990	532
58.015	427	58.041	532
58.066	425	58.091	532
58.117	422	58.142	532
58.167	419	58.193	532
58.218	414	58.244	532
58.268	410	58.294	531
58.320	408	58.345	531
58.370	405	58.395	530
58.421	402	58.447	530
58.471	400	58.497	529
58.522	400	58.548	528
58.572	399	58.598	526
58.624	400	58.649	526
58.674	399	58.699	525
58.725	402	58.751	524
58.775	405	58.801	525
58.826	408	58.852	524
58.877	410	58.902	525
58.928	414	58.953	524
58.979	418	59.004	526
59.029	421	59.055	526
59.080	423	59.105	527
59.131	425	59.156	528
59.182	426	59.206	529
59.232	428	59.258	530
59.283	429	59.308	531
59.333	428	59.359	531
59.385	427	59.409	532
59.435	425	59.460	533
59.486	423	59.510	533
59.536	416	59.562	533
59.587	416	59.612	533
59.637	413	59.663	532
59.689	410	59.713	532
59.739	406	59.764	530
59.790	405	59.815	528
59.840	402	59.866	528
59.891	401	59.916	526
59.942	400	59.967	527
59.993	400	60.017	526
60.043	403	60.069	525
60.094	402	60.119	525
60.144	406	60.170	524
60.196	406	60.220	524
60.246	411	60.271	524
60.297	413	60.321	525
60.347	417	60.373	525
60.398	419	60.423	527
60.448	422	60.474	528
60.500	424	60.524	528
60.550	425	60.575	530
60.601	427	60.626	529
60.651	426	60.677	532
60.702	426	60.727	531
60.753	426	60.778	532
60.804	425	60.828	534
60.854	421	60.880	533
60.905	420	60.930	533
60.955	416	60.981	532
61.007	414	61.031	531
61.057	409	61.082	530
61.108	408	61.132	529
61.158	405	61.184	529
61.209	404	61.234	527
61.259	403	61.285	527
61.311	403	61.335	526
61.361	403	61.386	526
61.412	403	61.437	524
61.462	405	61.488	524
61.513	406	61.538	524
61.564	408	61.589	524
61.615	411	61.639	525
61.665	413	61.691	523
61.716	415	61.741	526
61.766	418	61.792	526
61.818	420	61.842	527
61.868	422	61.893	527
61.919	423	61.943	529
61.969	425	61.995	528
62.020	425	62.046	531
62.070	425	62.096	532
62.122	424	62.147	532
62.172	423	62.197	533
62.223	421	62.249	533
62.273	419	62.299	533
62.324	417	62.350	532
62.375	413	62.400	531
62.426	411	62.451	530
62.476	409	62.502	529
62.527	407	62.553	529
62.577	406	62.603	527
62.629	405	62.654	527
62.679	404	62.704	526
62.730	404	62.756	525
62.780	404	62.806	525
62.831	405	62.857	524
62.881	407	62.907	524
62.933	408	62.958	525
62.983	411	63.008	525
63.034	413	63.060	525
63.084	415	63.110	526
63.135	417	63.161	527
63.186	419	63.211	527
63.237	421	63.262	528
63.287	422	63.313	530
63.338	423	63.364	531
63.388	422	63.414	531
63.440	422	63.465	532
63.490	423	63.515	531
63.541	422	63.567	532
63.591	419	63.617	533
63.642	419	63.668	533
63.692	414	63.718	533
63.744	414	63.769	532
63.794	412	63.819	531
63.845	410	63.871	529
63.895	409	63.921	530
63.946	407	63.972	527
63.997	406	64.022	527
64.048	406	64.073	526
64.098	405	64.124	527
64.149	406	64.175	525
64.199	406	64.225	525
64.251	407	64.276	525
64.301	409	64.326	524
64.352	411	64.378	525
64.402	413	64.428	525
64.453	414	64.479	523
64.503	416	64.529	527
64.555	417	64.580	528
64.605	419	64.630	530
64.656	420	64.682	528
64.706	422	64.732	530
64.757	421	64.783	531
64.808	422	64.833	531
64.859	421	64.884	533
64.909	420	64.935	532
64.960	418	64.986	532
65.010	418	65.036	532
65.062	416	65.087	532
65.112	414	65.137	531
65.163	413	65.189	530
65.213	411	65.239	529
65.264	410	65.290	528
65.315	408	65.340	528
65.366	408	65.391	528
65.416	407	65.441	527
65.467	407	65.493	526
65.517	407	65.543	526
65.568	408	65.594	524
65.619	409	65.644	525
65.670	409	65.695	524
65.720	411	65.746	525
65.771	412	65.797	525
65.821	415	65.847	526
65.873	416	65.898	527
65.923	417	65.948	527
65.974	418	66.000	529
66.024	419	66.050	528
66.075	420	66.101	530
66.126	420	66.151	531
66.177	420	66.202	530
66.227	420	66.252	531
66.278	419	66.304	531
66.328	418	66.354	532
66.379	417	66.405	531
66.430	415	66.455	531
66.481	416	66.506	530
66.532	412	66.557	530
66.582	413	66.608	529
66.633	411	66.658	529
66.684	410	66.709	527
66.735	409	66.759	528
66.785	408	66.811	526
66.836	408	66.861	526
66.886	409	66.912	527
66.938	409	66.962	526
66.988	410	67.013	525
67.039	411	67.063	525
67.089	412	67.115	525
67.140	413	67.165	526
67.190	414	67.216	527
67.242	415	67.266	527
67.292	416	67.317	527
67.343	417	67.368	529
67.393	418	67.419	530
67.444	418	67.469	532
67.495	419	67.520	530
67.546	419	67.570	531
67.596	419	67.622	532
67.647	418	67.672	531
67.697	418	67.723	531
67.749	416	67.773	531
67.799	416	67.824	530
67.850	415	67.875	531
67.900	413	67.926	530
67.951	412	67.976	529
68.001	410	68.027	529
68.053	410	68.077	528
68.103	410	68.128	527
68.154	409	68.179	527
68.204	409	68.230	527
68.255	410	68.280	526
68.306	410	68.331	527
68.357	410	68.381	526
68.407	412	68.433	526
68.458	412	68.483	526
68.508	413	68.534	527
68.560	414	68.584	527
68.610	415	68.635	527
68.661	416	68.686	528
68.711	416	68.737	529
68.762	417	68.787	528
68.812	418	68.838	530
68.864	418	68.888	530
68.914	417	68.939	529
68.965	417	68.990	530
69.015	417	69.041	532
69.066	416	69.091	530
69.117	416	69.142	530
69.168	414	69.192	531
69.218	414	69.244	529
69.269	414	69.294	529
69.319	413	69.345	528
69.371	412	69.395	528
69.421	412	69.446	526
69.472	411	69.497	528
69.522	411	69.548	527
69.573	411	69.599	527
69.623	411	69.649	527
69.675	411	69.700	527
69.725	411	69.750	527
69.776	412	69.802	527
69.826	413	69.852	527
69.877	413	69.903	528
69.928	413	69.953	527
69.979	415	70.004	528
70.029	415	70.055	528
70.080	415	70.106	529
70.130	417	70.156	530
70.182	417	70.207	529
70.232	416	70.257	530
70.283	417	70.309	529
70.333	417	70.359	530
70.384	416	70.410	530
70.435	415	70.460	529
70.486	415	70.511	529
70.536	415	70.561	530
70.587	413	70.613	529
70.637	413	70.663	530
70.688	411	70.714	528
70.739	413	70.764	527
70.790	412	70.815	527
70.840	412	70.866	527
70.891	412	70.917	527
70.941	412	70.967	527
70.993	412	71.018	527
71.043	413	71.068	527
71.094	413	71.120	527
71.144	413	71.170	527
71.195	413	71.221	528
71.246	414	71.271	528
71.297	415	71.322	528
71.347	415	71.372	528
71.398	416	71.424	529
71.448	416	71.474	528
71.499	416	71.525	530
71.550	416	71.575	530
71.601	416	71.626	529
71.651	416	71.677	530
71.702	416	71.728	530
71.752	415	71.778	529
71.804	414	71.829	528
71.854	414	71.879	529
71.905	414	71.931	528
71.955	413	71.981	528
72.006	413	72.032	528
72.057	413	72.082	529
72.108	412	72.133	528
72.158	412	72.183	527
72.209	413	72.235	527
72.259	413	72.285	527
72.310	412	72.336	528
72.361	412	72.386	528
72.412	413	72.437	527
72.462	414	72.488	528
72.513	414	72.539	528
72.563	414	72.589	528
72.615	413	72.640	528
72.665	415	72.690	528
72.716	415	72.742	528
72.766	416	72.792	529
72.817	416	72.843	529
72.868	416	72.893	529
72.919	416	72.944	530
72.969	416	72.995	529
73.020	416	73.046	528
73.070	415	73.096	529
73.121	414	73.147	529
73.172	415	73.197	529
73.223	414	73.248	528
73.274	413	73.299	529
73.324	414	73.350	527
73.375	414	73.400	528
73.426	413	73.451	528
73.477	413	73.501	528
73.527	414	73.553	528
73.578	413	73.603	527
73.628	412	73.654	528
73.680	415	73.704	530
73.730	414	73.755	529
73.781	414	73.806	528
73.831	414	73.857	529
73.882	414	73.907	527
73.932	415	73.958	529
73.984	414	74.008	528
74.034	414	74.059	528
74.085	415	74.110	527
74.135	413	74.161	529
74.186	416	74.211	529
74.237	414	74.262	529
74.288	416	74.312	530
74.338	416	74.364	529
74.389	415	74.414	529
74.439	415	74.465	528
74.491	414	74.515	528
74.541	413	74.566	527
74.592	413	74.617	529
74.642	414	74.668	528
74.693	414	74.718	529
74.743	414	74.769	528
74.795	413	74.819	528
74.845	413	74.870	529
74.896	413	74.921	527
74.946	413	74.972	529
74.997	414	75.022	528
75.048	413	75.073	528
75.099	415	75.123	528
75.149	415	75.175	529
75.200	414	75.225	528
75.250	415	75.276	528
75.302	414	75.326	528
75.352	416	75.377	529
75.403	415	75.428	528
75.453	416	75.479	529
75.504	414	75.529	530
