#Creator: pendulumviewEventBuffer
#Creation time: Sun Jan 11 01:39:54 2009
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.813	447	57.838	494
57.863	448	57.888	493
57.914	448	57.940	490
57.964	447	57.990	488
58.015	447	58.041	483
58.066	447	58.091	480
58.117	447	58.142	478
58.167	449	58.193	473
58.218	448	58.244	473
58.268	447	58.294	470
58.320	447	58.345	470
58.370	448	58.395	468
58.421	448	58.447	468
58.471	447	58.497	469
58.522	448	58.548	470
58.573	447	58.598	471
58.624	449	58.649	474
58.674	448	58.699	477
58.725	448	58.751	481
58.775	448	58.801	483
58.826	448	58.852	485
58.877	447	58.902	490
58.928	447	58.953	491
58.978	448	59.004	492
59.029	447	59.055	494
59.079	447	59.105	494
59.131	446	59.156	495
59.181	447	59.206	494
59.232	447	59.258	493
59.282	448	59.308	491
59.333	448	59.359	489
59.384	448	59.409	486
59.435	448	59.460	484
59.485	448	59.510	481
59.536	447	59.562	478
59.586	448	59.612	475
59.637	448	59.663	474
59.688	448	59.713	471
59.739	448	59.764	471
59.789	447	59.815	471
59.840	448	59.866	470
59.890	447	59.916	470
59.942	448	59.967	472
59.992	447	60.017	474
60.043	447	60.069	475
60.093	448	60.119	479
60.144	447	60.170	481
60.195	448	60.220	484
60.246	448	60.271	487
60.296	447	60.322	489
60.347	447	60.373	491
60.397	447	60.423	492
60.448	448	60.474	493
60.499	448	60.524	494
60.550	447	60.575	493
60.601	448	60.626	493
60.651	447	60.677	491
60.702	448	60.727	489
60.753	447	60.778	488
60.804	448	60.828	485
60.854	448	60.880	482
60.905	448	60.930	480
60.955	448	60.981	478
61.007	448	61.031	475
61.057	448	61.082	473
61.108	447	61.133	473
61.158	448	61.184	472
61.209	448	61.234	471
61.259	447	61.285	470
61.311	447	61.335	472
61.361	447	61.386	474
61.412	448	61.437	476
61.462	447	61.488	477
61.513	448	61.538	479
61.564	447	61.589	482
61.615	447	61.639	485
61.665	448	61.691	487
61.716	448	61.741	489
61.766	448	61.792	490
61.818	447	61.842	491
61.868	447	61.893	492
61.919	448	61.944	492
61.969	447	61.995	492
62.020	448	62.045	491
62.070	448	62.096	490
62.122	447	62.146	488
62.172	447	62.197	487
62.223	447	62.248	485
62.273	448	62.299	482
62.324	448	62.349	479
62.375	447	62.400	478
62.426	447	62.450	476
62.476	448	62.502	474
62.527	448	62.552	472
62.577	448	62.603	472
62.629	447	62.653	473
62.679	447	62.704	473
62.730	448	62.755	474
62.780	448	62.806	477
62.831	448	62.856	479
62.882	447	62.907	478
62.933	447	62.957	482
62.983	447	63.008	483
63.034	448	63.059	486
63.084	448	63.110	487
63.135	448	63.160	488
63.186	447	63.211	489
63.237	448	63.261	491
63.287	447	63.313	491
63.338	448	63.363	491
63.388	448	63.414	490
63.440	448	63.464	489
63.490	446	63.515	488
63.541	447	63.566	485
63.591	448	63.617	485
63.642	448	63.668	482
63.693	447	63.718	481
63.744	448	63.769	478
63.794	448	63.819	478
63.845	447	63.871	476
63.895	448	63.921	475
63.946	447	63.972	473
63.997	447	64.022	473
64.048	448	64.073	475
64.098	447	64.124	474
64.149	448	64.175	476
64.199	448	64.225	478
64.251	448	64.276	478
64.301	447	64.326	480
64.352	448	64.378	481
64.402	448	64.428	484
64.453	447	64.479	486
64.504	447	64.529	486
64.555	448	64.580	489
64.605	448	64.630	489
64.656	447	64.682	490
64.706	447	64.732	490
64.757	447	64.783	489
64.808	447	64.833	489
64.859	448	64.884	487
64.909	447	64.935	486
64.960	448	64.986	485
65.010	447	65.036	484
65.062	448	65.087	482
65.112	447	65.137	480
65.163	448	65.189	479
65.213	447	65.239	478
65.264	447	65.290	476
65.315	449	65.340	476
65.366	447	65.391	475
65.416	448	65.442	475
65.467	447	65.493	476
65.517	448	65.543	476
65.568	448	65.594	477
65.619	448	65.644	478
65.670	448	65.695	481
65.720	448	65.746	481
65.771	448	65.797	484
65.821	447	65.847	484
65.873	448	65.898	486
65.923	447	65.948	486
65.974	447	66.000	488
66.024	446	66.050	489
66.075	449	66.101	488
66.126	448	66.151	489
66.177	447	66.202	487
66.227	448	66.253	489
66.278	447	66.304	484
66.328	447	66.354	486
66.379	447	66.405	484
66.430	448	66.455	482
66.481	447	66.506	480
66.531	448	66.557	480
66.582	448	66.608	479
66.632	448	66.658	478
66.684	447	66.709	477
66.734	448	66.759	476
66.785	448	66.811	476
66.835	448	66.861	477
66.886	448	66.912	477
66.937	448	66.962	476
66.988	448	67.013	480
67.038	448	67.064	478
67.089	447	67.115	481
67.139	448	67.165	483
67.190	448	67.216	484
67.241	448	67.266	485
67.292	447	67.317	485
67.342	448	67.368	486
67.393	447	67.419	487
67.443	447	67.469	486
67.495	448	67.520	487
67.545	448	67.570	487
67.596	448	67.622	487
67.646	448	67.672	486
67.697	448	67.723	484
67.748	448	67.773	485
67.799	447	67.824	482
67.849	448	67.875	481
67.900	448	67.926	480
67.950	447	67.976	479
68.002	448	68.027	478
68.052	448	68.077	477
68.103	447	68.128	477
68.153	448	68.179	477
68.204	447	68.230	478
68.254	448	68.280	479
68.306	447	68.331	478
68.356	448	68.381	479
68.407	448	68.433	481
68.457	448	68.483	481
68.508	447	68.534	483
68.559	448	68.584	484
68.610	448	68.635	484
68.660	448	68.686	486
68.711	448	68.737	486
68.761	447	68.787	486
68.813	447	68.838	486
68.863	448	68.888	486
68.914	448	68.939	486
68.964	447	68.990	485
69.015	448	69.041	485
69.065	447	69.091	484
69.117	448	69.142	482
69.167	448	69.192	482
69.218	447	69.244	480
69.268	448	69.294	479
69.319	448	69.345	479
69.370	447	69.395	480
69.421	447	69.446	478
69.471	449	69.497	479
69.522	447	69.548	479
69.572	448	69.598	478
69.624	447	69.649	479
69.674	449	69.699	479
69.725	447	69.750	479
69.775	447	69.801	481
69.826	447	69.852	481
69.876	448	69.902	482
69.928	447	69.953	483
69.978	447	70.003	483
70.029	447	70.055	484
70.079	447	70.105	485
70.130	448	70.156	486
70.181	448	70.206	486
70.232	448	70.257	486
70.282	447	70.308	485
70.333	447	70.359	486
70.383	446	70.409	484
70.435	447	70.460	483
70.485	448	70.510	484
70.536	447	70.562	482
70.586	448	70.612	482
70.637	447	70.663	480
70.687	447	70.713	480
70.739	447	70.764	479
70.789	448	70.814	479
70.840	447	70.866	478
70.890	448	70.916	479
70.941	446	70.967	478
70.992	447	71.017	479
71.043	446	71.068	479
71.093	448	71.119	481
71.144	448	71.170	481
71.194	447	71.220	481
71.246	448	71.271	483
71.296	447	71.321	482
71.347	448	71.373	483
71.397	448	71.423	484
71.448	447	71.474	485
71.498	446	71.524	485
71.550	448	71.575	486
71.600	448	71.625	485
71.651	448	71.677	485
71.701	447	71.727	486
71.752	448	71.778	484
71.803	448	71.828	483
71.854	448	71.879	483
71.904	447	71.930	483
71.955	447	71.981	481
72.005	447	72.031	481
72.057	446	72.082	480
72.107	448	72.132	480
72.158	447	72.184	480
72.208	446	72.234	479
72.259	447	72.285	480
72.309	447	72.335	480
72.361	447	72.386	480
72.411	447	72.436	480
72.462	447	72.488	482
72.512	447	72.538	480
72.563	448	72.589	482
72.614	448	72.639	482
72.665	448	72.690	482
72.715	447	72.741	483
72.766	448	72.792	483
72.816	448	72.842	484
72.868	448	72.893	485
72.918	447	72.943	485
72.969	447	72.995	484
73.019	446	73.045	485
73.070	448	73.096	483
73.120	448	73.146	484
73.172	447	73.197	484
73.223	448	73.247	482
73.273	448	73.299	481
73.324	447	73.349	481
73.374	448	73.400	481
73.426	448	73.450	480
73.476	448	73.501	480
73.527	447	73.552	480
73.577	447	73.603	480
73.628	448	73.653	479
73.679	448	73.704	481
73.730	447	73.754	479
73.780	448	73.806	481
73.831	447	73.856	480
73.881	448	73.907	483
73.933	448	73.957	482
73.983	448	74.008	483
74.034	447	74.058	483
74.084	448	74.110	484
74.135	446	74.160	484
74.185	447	74.211	484
74.237	446	74.261	483
74.287	448	74.312	485
74.338	448	74.363	484
74.388	448	74.414	484
74.439	447	74.464	484
74.490	447	74.515	480
74.541	447	74.565	483
74.591	448	74.617	482
74.642	447	74.667	480
74.692	447	74.718	481
74.744	448	74.768	481
74.794	447	74.819	480
74.845	447	74.869	480
74.895	446	74.921	479
74.946	448	74.971	480
74.996	448	75.022	480
75.048	448	75.072	481
75.098	447	75.123	480
75.149	448	75.174	481
75.199	448	75.225	482
75.250	448	75.275	482
75.301	447	75.326	482
75.352	448	75.376	482
75.402	448	75.428	483
75.453	447	75.478	483
75.503	448	75.529	484
75.555	449	75.579	484
75.605	447	75.630	484
75.656	448	75.680	484
75.706	447	75.732	483
75.757	447	75.782	483
75.807	448	75.833	483
75.859	448	75.883	482
75.909	448	75.934	482
75.960	448	75.985	482
76.010	447	76.036	482
76.061	448	76.086	480
76.112	448	76.137	481
76.163	448	76.188	481
76.213	448	76.239	481
76.264	446	76.290	480
76.314	447	76.340	480
76.366	448	76.391	480
76.416	448	76.441	481
76.467	448	76.493	480
76.517	448	76.543	481
76.568	447	76.594	481
76.618	447	76.644	483
76.670	446	76.695	483
76.720	447	76.745	483
76.771	448	76.797	482
76.821	448	76.847	484
76.872	448	76.898	483
76.923	448	76.948	484
76.974	447	76.999	484
77.024	447	77.050	484
77.075	447	77.101	483
77.125	448	77.151	483
77.177	448	77.202	482
77.227	448	77.252	482
77.278	448	77.304	481
77.328	447	77.354	482
77.379	448	77.405	481
77.429	447	77.455	480
77.481	448	77.506	482
77.531	447	77.556	481
77.582	448	77.608	481
77.632	446	77.658	480
77.683	448	77.709	482
77.734	448	77.759	482
77.785	447	77.810	480
77.835	447	77.861	481
77.886	448	77.912	482
77.936	448	77.962	482
77.988	448	78.013	483
78.038	448	78.063	482
78.089	448	78.115	484
78.139	448	78.165	483
78.190	447	78.216	484
78.240	447	78.266	483
78.292	447	78.317	483
78.342	449	78.367	483
78.393	447	78.419	483
78.443	448	78.469	482
78.494	448	78.520	483
78.545	448	78.570	481
78.596	447	78.621	482
78.646	447	78.672	482
78.697	448	78.723	482
78.747	448	78.773	482
78.799	448	78.824	481
78.849	447	78.874	481
78.900	448	78.926	481
78.950	446	78.976	482
79.001	448	79.027	481
79.051	448	79.077	481
79.103	447	79.128	481
79.153	447	79.178	483
79.204	447	79.230	482
79.254	447	79.280	482
79.305	448	79.331	481
79.356	447	79.381	482
79.407	447	79.432	483
79.458	448	79.483	483
79.508	447	79.534	483
79.559	448	79.584	483
79.610	447	79.635	484
79.661	448	79.685	483
79.711	448	79.737	483
79.762	447	79.787	481
79.812	448	79.838	484
79.864	448	79.888	483
79.914	448	79.939	482
79.965	448	79.989	481
80.015	447	80.041	482
80.066	448	80.091	481
80.116	448	80.142	481
80.168	448	80.192	481
80.218	447	80.243	480
80.269	448	80.294	481
80.319	446	80.345	482
80.370	448	80.395	481
80.421	448	80.446	481
80.472	448	80.496	483
80.522	448	80.548	482
80.573	448	80.598	484
80.623	447	80.649	482
80.675	447	80.699	482
80.725	447	80.750	483
80.776	448	80.800	482
80.826	447	80.852	483
80.877	448	80.902	483
80.927	447	80.953	483
80.979	448	81.003	483
81.029	447	81.054	483
81.080	447	81.105	482
81.130	448	81.156	483
81.181	448	81.206	482
81.232	448	81.257	482
81.283	448	81.307	482
81.333	447	81.359	482
81.384	448	81.409	482
81.434	448	81.460	481
81.486	447	81.510	482
81.536	449	81.561	481
81.587	447	81.611	480
81.637	448	81.663	481
81.688	448	81.713	481
81.738	448	81.764	482
81.790	447	81.814	483
81.840	447	81.865	481
81.891	447	81.916	482
81.941	447	81.967	483
81.992	448	82.017	482
82.043	446	82.068	483
82.094	447	82.118	483
82.144	446	82.170	483
82.195	447	82.220	483
82.245	447	82.271	483
82.297	448	82.321	483
82.347	446	82.372	482
82.398	448	82.422	482
82.448	448	82.474	482
82.499	448	82.525	483
82.549	448	82.575	482
82.601	448	82.626	481
82.651	448	82.676	482
82.702	446	82.728	480
82.752	448	82.778	481
82.803	448	82.829	482
82.854	447	82.879	480
82.905	447	82.930	481
82.955	448	82.981	481
83.006	447	83.032	481
83.056	449	83.082	482
83.108	447	83.133	483
83.158	448	83.183	483
83.209	447	83.235	482
83.259	448	83.285	483
83.310	447	83.336	483
83.360	448	83.386	483
83.412	447	83.437	483
83.462	448	83.487	483
83.513	448	83.539	482
83.563	447	83.589	484
83.614	448	83.640	484
83.665	447	83.690	482
83.716	447	83.741	483
83.766	448	83.792	483
83.817	447	83.843	482
83.867	447	83.893	482
83.919	447	83.944	482
83.969	448	83.994	482
84.020	447	84.046	481
84.070	447	84.096	482
84.121	447	84.147	481
84.171	448	84.197	482
84.223	447	84.248	482
84.273	447	84.298	482
84.324	448	84.350	482
84.374	446	84.400	481
