#Creator: pendulumviewEventBuffer
#Creation time: Sun Jan 11 01:39:54 2009
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.154	449	57.180	524
57.206	448	57.230	532
57.256	449	57.281	537
57.307	448	57.332	541
57.357	449	57.383	540
57.408	448	57.433	535
57.459	448	57.484	530
57.510	448	57.534	521
57.560	447	57.586	510
57.611	447	57.636	498
57.661	449	57.687	485
57.713	448	57.737	473
57.763	447	57.788	459
57.814	449	57.839	449
57.864	448	57.890	438
57.915	448	57.940	432
57.966	449	57.991	426
58.017	449	58.041	424
58.067	448	58.092	424
58.118	448	58.143	428
58.168	447	58.194	433
58.219	448	58.244	442
58.270	449	58.295	453
58.321	448	58.345	465
58.371	448	58.397	477
58.422	449	58.447	490
58.472	449	58.498	503
58.524	448	58.548	513
58.574	448	58.599	524
58.625	448	58.650	529
58.675	448	58.701	536
58.726	448	58.752	538
58.777	448	58.802	536
58.828	449	58.853	533
58.878	448	58.903	528
58.929	448	58.955	519
58.979	448	59.005	508
59.030	448	59.056	497
59.081	448	59.106	484
59.132	447	59.157	471
59.182	447	59.208	458
59.233	448	59.259	447
59.283	449	59.309	439
59.335	448	59.360	433
59.385	449	59.410	426
59.436	448	59.462	426
59.486	449	59.512	426
59.537	448	59.563	430
59.588	448	59.613	437
59.639	448	59.664	445
59.689	449	59.714	455
59.740	447	59.766	467
59.790	448	59.816	480
59.841	448	59.867	492
59.892	448	59.917	503
59.943	448	59.968	514
59.993	449	60.019	524
60.044	448	60.070	528
60.094	448	60.120	535
60.146	448	60.171	535
60.196	448	60.221	534
60.247	448	60.273	532
60.297	448	60.323	524
60.348	448	60.374	516
60.399	449	60.424	506
60.450	448	60.475	494
60.500	450	60.526	483
60.551	448	60.577	469
60.601	449	60.627	459
60.652	449	60.678	449
60.703	448	60.728	440
60.754	448	60.779	432
60.804	448	60.830	429
60.855	447	60.881	427
60.905	447	60.931	427
60.957	448	60.982	432
61.007	449	61.032	440
61.058	448	61.084	448
61.108	448	61.134	458
61.159	448	61.185	470
61.210	449	61.235	481
61.261	449	61.286	494
61.311	450	61.337	506
61.362	449	61.388	515
61.412	449	61.438	525
61.463	448	61.489	529
61.514	448	61.539	533
61.565	447	61.590	533
61.615	447	61.641	534
61.666	448	61.692	528
61.716	447	61.742	521
61.768	448	61.793	512
61.818	448	61.843	501
61.869	448	61.895	490
61.919	448	61.945	480
61.970	450	61.996	469
62.021	449	62.046	458
62.072	449	62.097	449
62.122	448	62.148	439
62.173	448	62.199	435
62.223	449	62.249	430
62.274	449	62.300	431
62.325	448	62.350	431
62.376	449	62.401	437
62.426	448	62.452	442
62.477	449	62.503	451
62.527	448	62.553	461
62.579	449	62.604	471
62.629	447	62.654	483
62.680	449	62.706	495
62.730	449	62.756	505
62.781	448	62.807	514
62.832	448	62.857	523
62.883	447	62.908	528
62.933	448	62.959	531
62.984	449	63.010	533
63.034	448	63.060	530
63.086	448	63.111	526
63.136	448	63.161	520
63.187	448	63.212	510
63.237	448	63.263	501
63.288	450	63.314	491
63.338	448	63.364	479
63.390	449	63.415	467
63.440	448	63.465	456
63.491	448	63.517	447
63.541	448	63.567	440
63.592	448	63.618	436
63.643	449	63.668	432
63.694	448	63.719	432
63.744	449	63.770	431
63.795	448	63.821	438
63.845	448	63.871	443
63.897	448	63.922	452
63.947	448	63.972	464
63.998	448	64.023	473
64.048	448	64.074	486
64.099	448	64.125	495
64.149	447	64.175	507
64.201	447	64.226	513
64.251	446	64.276	522
64.302	448	64.328	528
64.352	448	64.378	529
64.403	449	64.429	529
64.454	449	64.479	529
64.505	449	64.530	522
64.555	449	64.581	516
64.606	448	64.632	508
64.656	449	64.682	499
64.708	448	64.733	488
64.758	449	64.783	478
64.809	449	64.834	467
64.859	449	64.885	457
64.910	450	64.936	449
64.960	448	64.986	440
65.012	447	65.037	437
65.062	449	65.087	434
65.113	449	65.139	434
65.163	449	65.189	436
65.214	446	65.240	439
65.265	448	65.290	446
65.316	447	65.341	454
65.366	447	65.392	464
65.417	447	65.443	476
65.467	447	65.493	485
65.519	447	65.544	496
65.569	448	65.594	506
65.620	448	65.646	514
65.670	447	65.696	520
65.721	448	65.747	525
65.771	449	65.797	527
65.823	449	65.848	527
65.873	449	65.898	526
65.924	449	65.950	520
65.974	447	66.000	515
66.025	448	66.051	506
66.076	449	66.101	497
66.127	448	66.152	488
66.177	449	66.203	476
66.228	448	66.254	466
66.278	448	66.304	457
66.330	447	66.355	449
66.380	449	66.405	442
66.431	448	66.457	439
66.481	449	66.507	436
66.532	449	66.558	438
66.582	448	66.608	438
66.634	447	66.659	443
66.684	448	66.709	449
66.735	447	66.761	457
66.785	448	66.811	466
66.836	448	66.862	476
66.887	447	66.912	486
66.938	448	66.963	497
66.988	448	67.014	505
67.039	449	67.065	513
67.089	447	67.115	520
67.141	449	67.166	524
67.191	448	67.216	525
67.242	449	67.268	525
67.292	449	67.318	522
67.343	449	67.369	519
67.393	449	67.419	512
67.445	448	67.470	504
67.495	449	67.520	494
67.546	448	67.572	485
67.596	449	67.622	474
67.647	449	67.673	465
67.699	448	67.723	456
67.749	448	67.774	448
67.800	449	67.825	444
67.850	448	67.876	440
67.901	448	67.926	437
67.952	448	67.977	438
68.003	448	68.027	441
68.053	448	68.079	446
68.104	447	68.129	452
68.154	448	68.180	461
68.206	447	68.230	468
68.256	448	68.281	478
68.307	447	68.331	489
68.357	449	68.383	497
68.408	447	68.433	506
68.458	449	68.484	513
68.510	447	68.534	519
68.560	450	68.585	523
68.611	448	68.636	523
68.661	449	68.687	523
68.712	449	68.737	520
68.763	449	68.788	516
68.814	449	68.838	509
68.864	448	68.890	501
68.915	449	68.940	493
68.965	448	68.991	483
69.017	449	69.041	473
69.067	448	69.092	464
69.118	448	69.142	456
69.168	448	69.194	450
69.219	449	69.244	445
69.269	448	69.295	441
69.321	448	69.345	438
69.371	448	69.396	441
69.422	448	69.447	443
69.472	448	69.498	449
69.523	448	69.548	454
69.574	449	69.599	464
69.625	448	69.649	471
69.675	449	69.701	481
69.726	449	69.751	488
69.776	447	69.802	497
69.828	448	69.852	505
69.878	448	69.903	512
69.929	448	69.953	518
69.979	449	70.005	519
70.030	448	70.055	521
70.080	448	70.106	520
70.132	448	70.156	517
70.182	448	70.207	513
70.233	449	70.258	506
70.283	449	70.309	499
70.334	448	70.359	490
70.385	449	70.410	482
70.436	448	70.460	473
70.486	449	70.512	465
70.537	449	70.562	457
70.587	448	70.613	449
70.639	447	70.663	445
70.689	448	70.714	443
70.740	447	70.764	441
70.790	448	70.816	443
70.841	449	70.867	446
70.891	448	70.917	450
70.943	448	70.968	457
70.993	448	71.018	464
71.044	448	71.070	472
71.094	448	71.120	482
71.145	448	71.171	490
71.196	449	71.221	498
71.247	447	71.272	506
71.297	449	71.323	512
71.348	449	71.374	516
71.398	449	71.424	521
71.450	446	71.475	520
71.500	448	71.525	518
71.551	449	71.577	515
71.601	448	71.627	510
71.652	448	71.678	505
71.702	448	71.728	497
71.754	448	71.779	488
71.804	449	71.829	479
71.855	448	71.881	471
71.905	448	71.931	463
71.956	448	71.982	456
72.007	447	72.032	451
72.058	448	72.083	447
72.108	447	72.134	444
72.159	449	72.185	444
72.209	449	72.235	446
72.261	449	72.286	447
72.311	448	72.336	454
72.362	448	72.388	458
72.412	449	72.438	467
72.463	448	72.489	473
72.513	448	72.539	482
72.565	448	72.590	491
72.615	449	72.640	499
72.666	448	72.692	506
72.716	448	72.742	512
72.767	448	72.793	515
72.818	448	72.843	518
72.869	447	72.894	517
72.919	449	72.945	517
72.970	448	72.996	514
73.020	448	73.046	509
73.072	448	73.097	502
73.122	449	73.147	495
73.173	448	73.199	487
73.223	449	73.249	480
73.274	448	73.300	470
73.324	448	73.350	464
73.376	448	73.401	458
73.426	448	73.451	451
73.477	446	73.503	448
73.527	447	73.553	447
73.578	448	73.604	446
73.629	449	73.654	447
73.680	448	73.705	450
73.730	448	73.756	454
73.781	448	73.807	462
73.831	448	73.857	469
73.883	448	73.908	475
73.933	449	73.958	484
73.984	448	74.010	492
74.034	449	74.060	499
74.085	449	74.111	505
74.135	448	74.161	509
74.187	447	74.212	514
74.237	449	74.262	515
74.288	448	74.314	516
74.338	449	74.364	515
74.389	448	74.415	511
74.440	448	74.465	505
74.491	448	74.516	499
74.542	448	74.567	492
74.592	447	74.618	486
74.643	449	74.668	474
74.694	449	74.719	471
74.745	448	74.769	464
74.795	449	74.821	458
74.846	448	74.871	452
74.896	449	74.922	450
74.948	448	74.972	447
74.998	449	75.023	448
75.049	449	75.073	449
75.099	449	75.125	452
75.150	448	75.175	457
75.200	448	75.226	463
75.252	448	75.276	471
75.302	448	75.327	477
75.353	448	75.378	485
75.403	449	75.429	492
75.454	448	75.479	498
75.505	449	75.530	505
75.556	449	75.580	509
75.606	448	75.632	513
75.657	448	75.682	514
75.707	448	75.733	514
75.759	448	75.783	512
75.809	448	75.834	509
75.860	449	75.884	505
75.910	448	75.936	498
75.961	448	75.986	492
76.011	448	76.037	484
76.063	448	76.087	477
76.113	449	76.138	470
76.164	449	76.189	464
76.214	449	76.240	458
76.265	448	76.290	454
76.316	446	76.341	450
76.367	447	76.391	449
76.417	448	76.443	450
76.468	448	76.493	451
76.518	447	76.544	454
76.570	448	76.594	460
76.620	448	76.645	464
76.671	448	76.695	472
76.721	448	76.747	478
76.772	449	76.797	487
76.822	448	76.848	493
76.874	448	76.898	500
76.924	448	76.949	505
76.975	449	77.000	510
77.025	446	77.051	511
77.076	450	77.101	512
77.127	449	77.152	513
77.178	448	77.202	510
77.228	448	77.254	508
77.279	448	77.304	502
77.329	448	77.355	495
77.381	448	77.405	488
77.431	448	77.456	483
77.482	447	77.506	476
77.532	448	77.558	468
77.583	447	77.609	463
77.633	449	77.659	459
77.685	448	77.710	454
77.735	448	77.760	451
77.786	448	77.812	451
77.836	448	77.862	451
77.887	447	77.913	453
77.938	448	77.963	457
77.989	448	78.014	460
78.039	448	78.065	467
78.090	449	78.116	474
78.140	448	78.166	480
78.192	448	78.217	487
78.242	448	78.267	493
78.293	449	78.319	499
78.343	447	78.369	504
78.394	448	78.420	508
78.444	447	78.470	510
78.496	449	78.521	511
78.546	448	78.571	509
78.597	450	78.623	508
78.647	449	78.673	505
78.698	448	78.724	500
78.749	447	78.774	494
78.800	449	78.825	489
78.850	448	78.876	481
78.901	448	78.927	474
78.951	447	78.977	469
79.003	448	79.028	464
79.053	448	79.078	459
79.104	448	79.130	455
79.154	449	79.180	454
79.205	447	79.231	452
79.255	449	79.281	453
79.307	447	79.332	454
79.357	449	79.382	459
79.408	448	79.434	463
79.458	448	79.484	468
79.509	449	79.535	476
79.560	448	79.585	481
79.611	448	79.636	488
79.661	448	79.687	493
79.712	448	79.738	499
79.762	449	79.788	504
79.814	449	79.839	507
79.864	449	79.889	510
79.915	448	79.941	510
79.965	448	79.991	509
80.016	449	80.042	507
80.066	448	80.092	503
80.118	449	80.143	498
80.168	448	80.193	491
80.219	448	80.245	487
80.269	448	80.295	480
80.320	447	80.346	473
80.371	448	80.396	469
80.422	448	80.447	463
80.472	448	80.498	459
80.523	447	80.549	455
80.573	448	80.599	454
80.625	447	80.650	454
80.675	449	80.700	455
80.726	448	80.752	457
80.776	449	80.802	461
80.827	448	80.853	467
80.878	449	80.903	470
80.929	448	80.954	477
80.979	448	81.004	483
81.030	448	81.056	488
81.080	449	81.106	494
81.131	448	81.157	499
81.182	448	81.207	503
81.233	449	81.258	506
81.283	448	81.309	507
81.334	447	81.360	507
81.384	448	81.410	507
81.436	448	81.461	505
81.486	448	81.511	501
81.537	448	81.563	496
81.587	448	81.613	492
81.638	449	81.664	485
81.689	447	81.714	480
81.740	448	81.765	473
81.790	448	81.815	469
81.841	448	81.867	464
81.891	449	81.917	458
81.942	447	81.968	457
81.993	449	82.018	456
82.044	448	82.069	455
82.095	448	82.120	456
82.145	447	82.171	458
82.196	448	82.221	462
82.247	448	82.272	468
82.298	448	82.322	471
82.348	448	82.374	479
82.399	448	82.424	483
82.449	449	82.475	490
82.501	449	82.525	494
82.551	449	82.576	499
82.602	449	82.626	502
82.652	448	82.678	504
82.703	449	82.728	507
82.753	448	82.779	507
82.805	449	82.829	505
82.855	449	82.880	502
82.906	448	82.931	499
82.956	448	82.982	495
83.007	447	83.032	488
83.058	448	83.083	483
83.109	448	83.133	478
83.159	448	83.185	473
83.210	448	83.235	469
83.260	449	83.286	464
83.312	449	83.336	460
83.362	448	83.387	458
83.413	449	83.438	456
83.463	447	83.489	456
83.514	449	83.539	458
83.564	448	83.590	461
83.616	449	83.640	464
83.666	448	83.691	469
83.717	448	83.742	473
83.767	449	83.793	480
83.818	448	83.843	482
83.869	448	83.894	490
83.920	449	83.944	494
83.970	447	83.996	498
84.021	448	84.046	501
84.071	447	84.097	503
84.123	448	84.147	505
84.173	447	84.198	505
84.224	448	84.249	503
84.274	448	84.300	500
84.325	448	84.350	497
84.375	449	84.401	493
84.427	448	84.451	489
84.477	448	84.502	483
84.528	449	84.553	476
84.578	448	84.604	473
84.629	448	84.654	469
84.680	448	84.705	463
84.731	448	84.755	462
84.781	448	84.807	459
84.832	448	84.857	459
84.882	448	84.908	458
84.934	448	84.958	460
84.984	447	85.009	463
85.035	447	85.060	466
85.085	449	85.111	470
85.136	449	85.162	476
85.186	448	85.212	481
85.238	448	85.263	484
85.288	448	85.313	490
85.339	448	85.365	494
85.389	448	85.415	498
85.440	449	85.466	501
85.491	448	85.516	501
85.542	447	85.567	502
85.592	448	85.618	503
85.643	448	85.669	501
85.693	447	85.719	497
85.745	448	85.770	495
85.795	448	85.820	490
85.846	448	85.872	485
85.896	447	85.922	481
85.947	449	85.973	478
85.998	448	86.023	471
86.049	449	86.074	468
86.099	449	86.124	465
86.150	448	86.176	462
86.200	449	86.226	461
86.251	448	86.277	460
86.302	448	86.327	460
86.353	449	86.378	463
86.403	447	86.429	465
86.454	450	86.480	468
86.504	448	86.530	472
86.556	447	86.581	476
86.606	448	86.631	481
86.657	448	86.683	486
86.707	448	86.733	490
86.758	448	86.784	495
86.809	448	86.834	498
86.860	448	86.885	500
86.910	448	86.935	502
86.961	448	86.987	501
87.011	448	87.037	500
87.062	448	87.088	500
87.113	449	87.138	496
87.164	448	87.189	492
87.214	449	87.240	490
87.265	449	87.291	485
87.315	449	87.341	480
87.367	449	87.392	477
87.417	448	87.442	472
87.468	449	87.494	469
87.518	448	87.544	464
87.569	448	87.595	464
87.620	448	87.645	462
87.671	448	87.696	461
87.721	448	87.746	463
87.772	448	87.798	464
87.822	449	87.848	467
87.873	447	87.899	471
87.924	448	87.949	473
87.975	449	88.000	479
88.025	448	88.051	482
88.076	448	88.102	487
88.126	447	88.152	491
88.178	449	88.203	493
88.228	449	88.253	497
88.279	449	88.305	498
88.329	448	88.355	500
88.380	448	88.406	500
88.431	449	88.456	499
88.482	448	88.507	497
88.532	448	88.558	494
88.583	447	88.609	491
88.633	448	88.659	488
88.684	448	88.710	484
88.735	448	88.760	479
88.786	449	88.811	474
88.837	449	88.862	473
88.887	448	88.913	468
88.938	448	88.963	465
88.989	448	89.014	465
89.040	448	89.064	463
89.090	448	89.116	464
89.141	449	89.166	464
89.191	448	89.217	466
89.243	448	89.267	469
89.293	448	89.318	472
89.344	447	89.369	474
89.394	449	89.420	480
89.445	449	89.470	483
89.495	448	89.521	487
89.547	448	89.571	489
89.597	448	89.622	494
89.648	448	89.673	496
89.698	449	89.724	496
89.749	448	89.774	499
89.800	449	89.825	497
89.851	448	89.875	497
89.901	449	89.927	496
89.952	448	89.977	493
90.002	450	90.028	490
90.054	449	90.078	487
90.104	448	90.129	482
90.155	448	90.180	479
90.205	448	90.231	475
90.256	448	90.281	471
90.306	448	90.332	470
90.358	450	90.382	467
90.408	448	90.433	465
90.459	448	90.484	464
90.509	448	90.535	465
90.560	447	90.585	466
90.611	449	90.636	467
90.662	448	90.686	470
90.712	449	90.738	473
90.763	448	90.788	477
90.813	448	90.839	481
90.865	449	90.889	484
90.915	447	90.940	487
90.966	448	90.991	491
91.016	448	91.042	494
91.067	448	91.092	495
91.118	448	91.143	496
91.169	448	91.193	497
91.219	448	91.244	497
91.270	448	91.295	496
91.320	448	91.346	494
91.371	448	91.396	492
91.422	448	91.447	488
91.473	449	91.497	485
91.523	447	91.549	481
91.574	449	91.599	477
91.624	448	91.650	474
91.676	448	91.700	472
91.726	449	91.751	471
91.777	449	91.802	468
91.827	448	91.853	468
91.878	448	91.904	466
91.929	448	91.954	466
91.980	447	92.005	468
92.030	448	92.055	470
92.081	447	92.107	472
92.131	448	92.157	474
92.182	449	92.208	477
92.233	449	92.258	481
92.284	448	92.309	484
92.334	448	92.360	487
92.385	448	92.411	491
92.435	448	92.461	492
92.487	449	92.512	495
92.537	448	92.562	495
92.588	448	92.614	496
92.638	449	92.664	494
92.689	448	92.715	493
92.740	447	92.765	491
92.791	448	92.816	490
92.841	448	92.866	485
92.892	448	92.918	483
92.942	448	92.968	480
92.993	448	93.019	477
93.044	448	93.069	475
93.095	448	93.120	471
93.145	448	93.171	470
93.196	447	93.222	468
93.246	449	93.272	468
93.298	448	93.323	466
93.348	448	93.373	469
93.399	449	93.425	470
93.449	448	93.475	471
93.500	449	93.526	474
93.551	448	93.576	476
93.602	449	93.627	479
93.652	448	93.678	481
93.703	448	93.729	485
93.753	449	93.779	487
93.804	449	93.830	490
93.855	448	93.880	492
93.906	448	93.931	494
93.956	448	93.982	495
94.007	448	94.033	493
94.057	448	94.083	494
94.109	448	94.134	492
94.159	448	94.184	490
94.210	449	94.236	488
94.260	447	94.286	486
94.311	448	94.337	482
94.362	448	94.387	479
94.413	448	94.438	477
94.463	448	94.489	475
94.514	448	94.540	472
94.564	448	94.590	471
94.615	448	94.641	469
94.666	448	94.691	470
94.717	448	94.742	468
94.767	448	94.793	470
94.818	447	94.844	471
94.868	448	94.894	474
94.920	447	94.945	475
94.970	448	94.995	478
95.021	449	95.047	481
95.071	448	95.097	483
95.122	447	95.148	485
95.173	449	95.198	488
95.224	449	95.249	490
95.274	448	95.300	491
95.325	448	95.351	492
95.375	448	95.401	492
95.426	448	95.452	494
95.477	449	95.502	491
95.528	449	95.553	491
95.578	449	95.604	489
95.629	449	95.655	487
95.679	448	95.705	484
95.731	448	95.756	481
95.781	446	95.806	479
95.832	449	95.858	476
95.882	448	95.908	475
95.933	448	95.959	473
95.984	448	96.009	472
96.035	447	96.060	471
96.085	448	96.111	471
96.136	449	96.162	471
96.186	449	96.212	471
96.238	449	96.263	473
96.288	447	96.313	475
96.339	449	96.364	477
96.389	448	96.415	479
96.440	448	96.466	481
96.490	449	96.516	485
96.542	448	96.567	485
96.592	449	96.617	488
96.643	448	96.669	489
96.693	448	96.719	491
96.744	447	96.770	491
96.795	448	96.820	490
96.846	448	96.871	491
96.896	449	96.922	488
96.947	448	96.973	489
96.997	448	97.023	486
97.049	448	97.074	485
97.099	448	97.124	483
97.150	448	97.175	480
97.200	448	97.226	478
97.251	449	97.277	477
97.301	449	97.327	475
97.353	449	97.378	474
97.403	448	97.428	472
97.454	448	97.480	471
97.504	448	97.530	472
97.555	448	97.581	471
97.606	448	97.631	475
97.657	449	97.682	474
97.707	449	97.733	476
97.758	449	97.784	479
97.808	449	97.834	480
97.860	448	97.885	482
97.910	448	97.935	485
97.961	448	97.986	486
98.011	448	98.037	487
98.062	448	98.088	487
98.112	448	98.138	490
98.164	448	98.189	490
98.214	449	98.239	490
98.265	448	98.291	489
98.315	448	98.341	489
98.366	448	98.392	484
98.417	448	98.442	484
98.468	448	98.493	484
98.518	448	98.544	481
98.569	448	98.595	480
98.619	448	98.645	478
98.671	448	98.696	475
98.721	449	98.746	475
98.772	450	98.798	474
98.822	448	98.848	474
98.873	448	98.899	474
98.923	448	98.949	474
98.975	448	99.000	473
99.025	448	99.050	478
99.076	448	99.102	477
99.126	449	99.152	479
99.177	448	99.203	480
99.228	449	99.253	480
99.279	448	99.304	484
99.329	448	99.355	485
99.380	447	99.406	486
99.430	448	99.456	486
99.482	447	99.507	488
99.532	449	99.557	488
99.583	448	99.609	488
99.633	448	99.659	488
99.684	448	99.710	488
99.734	448	99.760	486
99.786	449	99.811	485
99.836	449	99.861	484
99.887	450	99.913	482
99.937	448	99.963	481
99.988	448	100.014	480
100.039	448	100.064	477
100.090	449	100.115	477
100.140	448	100.166	475
100.191	448	100.217	475
100.241	448	100.267	475
100.293	449	100.318	475
100.343	447	100.368	475
100.394	448	100.420	476
100.444	448	100.470	476
100.495	448	100.521	477
100.545	449	100.571	480
100.597	449	100.622	481
100.647	448	100.672	482
100.698	448	100.724	483
100.748	449	100.774	485
100.799	447	100.825	486
100.850	450	100.875	486
100.901	448	100.926	487
100.951	448	100.977	487
101.002	448	101.028	487
101.052	448	101.078	487
101.104	449	101.129	487
101.154	448	101.179	484
101.205	449	101.231	484
101.255	448	101.281	483
101.306	448	101.332	481
101.356	448	101.382	480
101.408	448	101.433	479
101.459	448	101.483	478
101.509	448	101.535	477
101.560	448	101.585	476
101.610	449	101.636	477
101.662	448	101.686	476
101.712	449	101.737	476
101.763	449	101.788	477
101.813	448	101.839	475
101.864	449	101.889	479
101.915	448	101.940	480
101.966	449	101.990	480
102.016	449	102.042	480
102.067	448	102.092	483
102.117	449	102.143	483
102.169	448	102.193	485
102.219	448	102.244	485
102.270	449	102.294	486
102.320	449	102.346	486
102.371	449	102.396	485
102.421	448	102.447	485
102.473	448	102.497	484
102.523	447	102.548	484
102.574	449	102.599	483
102.624	448	102.650	482
102.675	448	102.700	480
102.726	448	102.751	481
102.777	448	102.801	478
102.827	448	102.853	478
102.878	449	102.903	477
102.928	449	102.954	477
102.980	448	103.004	476
103.030	448	103.055	476
103.081	448	103.105	477
103.131	448	103.157	477
103.182	448	103.207	477
103.232	448	103.258	479
103.284	448	103.308	482
103.334	448	103.359	480
103.385	448	103.410	481
103.435	448	103.461	482
103.486	448	103.511	483
103.537	449	103.562	484
103.588	448	103.612	483
103.638	448	103.664	485
103.689	448	103.714	486
103.739	449	103.765	486
103.791	449	103.815	485
103.841	447	103.866	483
103.892	447	103.916	484
103.942	448	103.968	482
103.993	449	104.018	481
104.043	448	104.069	481
104.095	448	104.119	479
104.145	448	104.170	479
104.196	448	104.221	478
104.246	448	104.272	478
104.297	448	104.322	478
104.348	447	104.373	477
104.399	448	104.424	477
104.449	448	104.475	478
104.500	449	104.526	478
104.550	449	104.576	479
104.602	448	104.627	480
104.652	448	104.677	480
104.703	449	104.729	482
104.753	448	104.779	481
104.804	449	104.830	482
104.854	448	104.880	481
104.906	448	104.931	484
104.956	448	104.981	484
105.007	447	105.033	484
105.057	448	105.083	484
105.108	449	105.134	485
105.159	448	105.184	484
105.210	448	105.235	484
105.260	448	105.286	483
105.311	448	105.337	482
105.361	449	105.387	481
105.413	448	105.438	481
105.463	449	105.488	481
105.514	449	105.540	479
105.564	448	105.590	479
105.615	449	105.641	480
105.665	448	105.691	478
105.717	449	105.742	479
105.767	449	105.792	478
105.818	448	105.844	478
105.868	448	105.894	479
105.919	449	105.945	479
105.970	449	105.995	480
106.021	449	106.046	481
106.071	449	106.097	481
106.122	448	106.148	482
106.172	450	106.198	482
106.224	448	106.249	484
106.274	449	106.299	484
106.325	449	106.351	484
106.375	448	106.401	483
106.426	449	106.452	483
106.476	448	106.502	483
106.528	448	106.553	482
106.578	449	106.603	482
106.629	449	106.655	482
106.679	448	106.705	482
106.730	448	106.756	481
106.781	448	106.806	481
106.832	448	106.857	480
106.882	449	106.908	480
106.933	449	106.959	479
106.983	448	107.009	479
107.035	449	107.060	479
107.085	448	107.110	479
107.136	448	107.162	479
107.186	448	107.212	480
107.237	447	107.263	480
107.287	448	107.313	479
107.339	448	107.364	480
107.389	448	107.414	480
107.440	448	107.466	482
107.490	448	107.516	482
107.541	448	107.567	482
107.592	448	107.617	483
107.643	448	107.668	483
107.694	448	107.719	483
107.744	448	107.770	483
107.795	449	107.820	482
107.846	448	107.871	483
107.897	448	107.921	482
107.947	449	107.973	482
107.998	448	108.023	482
108.048	449	108.074	480
108.100	448	108.124	481
108.150	449	108.175	480
108.201	449	108.225	479
108.251	448	108.277	480
108.302	448	108.327	480
108.352	448	108.378	481
108.404	448	108.428	480
108.454	448	108.479	479
108.505	448	108.530	480
108.555	449	108.581	480
108.606	449	108.631	480
108.657	449	108.682	481
108.708	448	108.732	481
108.758	449	108.784	481
108.809	448	108.834	483
108.859	448	108.885	483
108.911	448	108.935	482
108.961	448	108.986	483
109.012	449	109.036	482
109.062	449	109.088	483
109.113	448	109.138	483
109.163	448	109.189	482
109.215	448	109.239	482
109.265	448	109.290	481
109.316	448	109.341	481
109.366	449	109.392	481
109.417	449	109.442	481
109.468	449	109.493	480
109.519	448	109.543	480
109.569	448	109.595	481
109.620	447	109.645	480
109.670	448	109.696	480
109.722	448	109.746	480
109.772	448	109.797	481
109.823	448	109.847	480
109.873	448	109.899	479
109.924	448	109.949	481
109.974	448	110.000	481
110.026	449	110.050	481
110.076	448	110.101	481
110.127	449	110.152	481
110.177	450	110.203	482
110.228	448	110.253	482
110.279	448	110.304	482
110.330	449	110.354	482
110.380	448	110.406	483
110.431	448	110.456	482
110.481	449	110.507	483
110.533	449	110.557	482
110.583	449	110.608	483
110.634	448	110.658	481
110.684	448	110.710	481
110.735	448	110.761	480
110.785	449	110.811	480
110.837	449	110.862	480
110.887	448	110.912	481
110.938	447	110.964	480
110.988	448	111.014	481
111.039	448	111.065	480
111.090	448	111.115	481
111.141	449	111.166	480
111.191	448	111.217	480
111.242	449	111.268	482
111.292	448	111.318	481
111.344	448	111.369	482
111.394	448	111.419	482
111.445	448	111.471	481
111.495	449	111.521	482
111.546	449	111.572	482
111.596	449	111.622	482
111.648	448	111.673	482
111.698	448	111.723	482
111.749	449	111.775	482
111.799	448	111.825	481
111.850	448	111.876	481
111.901	448	111.926	481
111.952	448	111.977	481
112.002	448	112.028	482
112.053	449	112.079	480
112.103	449	112.129	481
112.155	448	112.180	480
112.205	448	112.230	480
112.256	448	112.282	480
112.306	448	112.332	481
112.357	447	112.383	480
112.407	450	112.433	481
112.459	448	112.484	481
112.509	448	112.534	481
112.560	448	112.586	483
112.610	448	112.636	481
112.661	449	112.687	480
112.712	449	112.737	482
112.763	448	112.788	482
112.813	448	112.839	482
112.864	449	112.890	481
112.914	449	112.940	482
112.966	448	112.991	482
113.016	448	113.041	480
113.067	450	113.093	481
113.117	449	113.143	481
113.168	449	113.194	482
113.218	449	113.244	481
113.270	448	113.295	482
113.320	447	113.345	481
113.371	448	113.397	481
113.421	448	113.447	481
113.472	448	113.498	480
113.523	449	113.548	480
113.574	448	113.599	480
113.624	449	113.650	480
113.675	447	113.701	481
113.725	448	113.751	481
113.777	448	113.802	481
113.827	449	113.852	481
113.878	449	113.904	481
113.928	449	113.954	482
113.979	449	114.005	483
114.030	448	114.055	482
114.081	449	114.106	482
114.131	448	114.156	481
114.182	448	114.208	482
114.232	449	114.258	482
114.283	449	114.309	482
114.334	448	114.359	482
114.385	449	114.410	482
114.435	449	114.461	481
114.486	449	114.512	481
114.536	449	114.562	481
114.588	448	114.613	481
114.638	448	114.663	481
114.689	448	114.715	480
114.739	448	114.765	479
114.790	448	114.816	481
114.841	448	114.866	481
114.892	448	114.917	481
