#Creator: tempmonitorEventBuffer
#Creation time: Thu Nov 17 11:40:47 2022
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
419.331	24.04	419.581	21.20
419.832	23.94	420.082	21.20
420.333	24.04	420.582	21.20
420.833	24.04	421.083	21.10
421.334	23.94	421.584	21.00
421.835	23.94	422.085	21.00
422.336	24.04	422.585	21.10
422.836	24.04	423.086	21.00
423.336	24.04	423.587	21.00
423.837	24.04	424.088	21.00
424.337	24.04	424.588	21.00
424.838	24.04	425.089	21.00
425.339	24.04	425.590	20.89
425.840	24.04	426.091	21.00
426.340	24.04	426.591	20.89
426.841	24.04	427.092	20.89
427.342	24.04	427.593	21.00
427.843	24.04	428.094	20.89
428.343	24.04	428.594	20.89
428.844	24.04	429.095	20.89
429.345	24.04	429.595	20.89
429.846	24.04	430.095	20.89
430.346	24.04	430.596	20.89
430.847	23.94	431.097	20.89
431.348	24.04	431.598	21.00
431.849	24.04	432.098	20.89
432.349	24.04	432.599	20.89
432.850	24.04	433.100	20.89
433.351	24.04	433.601	20.89
433.851	23.94	434.101	20.79
434.352	24.04	434.602	20.79
434.852	23.94	435.103	20.79
435.353	23.94	435.604	20.79
435.853	23.84	436.104	20.79
436.354	23.84	436.605	20.79
436.855	23.84	437.106	20.79
437.356	23.84	437.606	20.79
437.856	23.74	438.107	20.79
438.357	23.74	438.608	20.79
438.858	23.64	439.109	20.79
439.359	23.74	439.609	20.69
439.859	23.64	440.110	20.69
440.360	23.64	440.611	20.79
440.861	23.64	441.111	20.79
441.361	23.64	441.611	20.79
441.862	23.64	442.112	20.69
442.363	23.54	442.613	20.79
442.864	23.54	443.114	20.79
443.364	23.54	443.614	20.79
443.865	23.64	444.115	20.79
444.366	23.54	444.616	20.79
444.867	23.54	445.116	20.69
445.367	23.44	445.617	20.69
445.868	23.54	446.118	20.79
446.368	23.54	446.619	20.79
446.869	23.54	447.119	20.79
447.369	23.44	447.620	20.79
447.870	23.44	448.121	20.69
448.371	23.44	448.622	20.69
448.872	23.44	449.122	20.69
449.372	23.44	449.623	20.79
449.873	23.44	450.124	20.69
450.374	23.44	450.625	20.79
450.874	23.44	451.125	20.79
451.375	23.34	451.626	20.69
451.876	23.44	452.127	20.79
452.377	23.34	452.627	20.79
452.877	23.44	453.127	20.69
453.378	23.34	453.628	20.79
453.879	23.34	454.129	20.69
454.380	23.54	454.629	20.69
454.880	23.34	455.130	20.69
455.381	23.34	455.631	20.69
455.882	23.34	456.132	20.69
456.383	23.34	456.632	20.69
456.883	23.34	457.133	20.69
457.384	23.34	457.634	20.69
457.885	23.24	458.135	20.69
458.385	23.14	458.635	20.69
458.886	23.14	459.136	20.79
459.386	23.14	459.637	20.79
459.887	23.04	460.138	20.69
460.387	22.94	460.638	20.79
460.888	22.84	461.139	20.69
461.389	22.64	461.640	20.79
461.890	22.94	462.140	20.69
462.390	22.54	462.641	20.69
462.891	22.64	463.142	20.79
463.392	22.54	463.643	20.69
463.893	22.44	464.143	20.69
464.393	22.54	464.644	20.69
464.894	22.34	465.144	20.69
465.395	22.44	465.645	20.69
465.896	22.44	466.145	20.69
466.396	22.54	466.646	20.69
466.897	22.34	467.147	20.79
467.398	22.54	467.648	20.69
467.898	22.54	468.148	20.79
468.399	22.54	468.649	20.69
468.900	22.54	469.150	20.69
469.401	22.64	469.651	20.69
469.901	22.54	470.151	20.69
470.402	22.54	470.652	20.69
470.903	22.64	471.153	20.79
471.403	22.64	471.653	20.69
471.903	22.64	472.154	20.69
472.404	22.64	472.655	20.69
472.905	22.64	473.156	20.69
473.406	22.54	473.656	20.69
473.906	22.64	474.157	20.69
474.407	22.64	474.658	20.69
474.908	22.74	475.159	20.69
475.408	22.64	475.659	20.79
475.909	22.64	476.160	20.69
476.410	22.64	476.661	20.69
476.911	22.64	477.161	20.79
477.411	22.74	477.661	20.69
477.912	22.64	478.162	20.69
478.413	22.64	478.663	20.59
478.914	22.64	479.163	20.69
479.414	22.74	479.664	20.69
479.915	22.74	480.165	20.69
480.416	22.64	480.666	20.69
480.917	22.64	481.166	20.69
481.417	22.64	481.667	20.69
481.918	22.64	482.168	20.69
482.419	22.54	482.669	20.69
482.920	22.64	483.169	20.69
483.419	22.64	483.670	20.69
483.920	22.64	484.171	20.69
484.421	22.64	484.672	20.69
484.921	22.64	485.172	20.69
485.422	22.64	485.673	20.69
485.923	22.64	486.174	20.69
486.424	22.64	486.675	20.69
486.924	22.54	487.175	20.69
487.425	22.64	487.676	20.69
487.926	22.74	488.177	20.69
488.427	22.64	488.677	20.69
488.927	22.54	489.178	20.69
489.428	22.64	489.678	20.69
489.929	22.64	490.179	20.59
490.430	22.64	490.679	20.69
490.930	22.74	491.180	20.69
491.431	22.64	491.681	20.69
491.932	22.54	492.182	20.59
492.432	22.44	492.682	20.59
492.933	22.44	493.183	20.69
493.434	22.34	493.684	20.69
493.935	22.34	494.185	20.69
494.435	22.14	494.685	20.59
494.936	22.04	495.186	20.69
495.436	21.84	495.687	20.69
495.937	21.74	496.187	20.69
496.437	21.84	496.688	20.69
496.938	21.74	497.189	20.69
497.439	21.84	497.690	20.69
497.940	21.74	498.190	20.69
498.440	21.84	498.691	20.69
498.941	21.84	499.192	20.69
499.442	22.04	499.693	20.69
499.942	21.94	500.193	20.59
500.443	21.94	500.694	20.69
500.944	21.94	501.195	20.69
501.445	21.94	501.695	20.69
501.945	21.94	502.195	20.69
502.446	21.94	502.696	20.59
502.947	21.94	503.197	20.69
503.448	22.04	503.697	20.69
503.948	22.04	504.198	20.69
504.449	22.04	504.699	20.59
504.950	22.04	505.200	20.69
505.451	22.04	505.700	20.59
505.951	22.04	506.201	20.69
506.452	22.04	506.702	20.69
506.953	22.14	507.203	20.38
507.454	22.14	507.703	20.69
507.953	22.04	508.204	20.38
508.454	22.24	508.705	20.69
508.955	22.04	509.206	20.69
509.455	22.04	509.706	20.69
509.956	22.04	510.207	20.59
510.457	22.14	510.708	20.69
510.958	22.14	511.209	20.69
511.458	22.14	511.709	20.69
511.959	22.14	512.210	20.79
512.460	22.14	512.711	20.69
512.961	22.14	513.211	20.69
513.461	22.04	513.712	20.69
513.962	22.14	514.212	20.69
514.463	22.14	514.713	20.69
514.964	22.14	515.213	20.69
515.464	22.14	515.714	20.69
515.965	22.14	516.215	20.69
516.466	22.04	516.716	20.69
516.966	22.04	517.216	20.69
517.467	22.14	517.717	20.69
517.968	22.14	518.218	20.79
518.469	22.14	518.719	20.69
518.969	22.14	519.219	20.69
519.470	22.14	519.720	20.69
519.971	22.14	520.221	20.69
520.471	22.14	520.721	20.69
520.971	22.14	521.222	20.69
521.472	22.14	521.723	20.79
521.973	21.94	522.224	20.69
522.474	22.04	522.724	20.69
522.974	22.14	523.225	20.69
523.475	22.14	523.726	20.69
523.976	22.04	524.227	20.69
524.476	22.04	524.727	20.69
524.977	22.04	525.228	20.69
525.478	21.94	525.729	20.69
525.979	21.94	526.229	20.69
526.479	21.94	526.729	20.89
526.980	21.94	527.230	20.69
527.481	21.94	527.731	20.69
527.982	21.94	528.232	20.69
528.482	21.84	528.732	20.69
528.983	21.84	529.233	20.69
529.484	21.84	529.734	20.69
529.985	21.84	530.234	20.69
530.485	21.84	530.735	20.69
530.986	21.84	531.236	20.69
531.487	21.84	531.737	20.69
531.988	21.84	532.237	20.69
532.487	21.74	532.738	20.69
532.988	21.74	533.239	20.69
533.489	21.84	533.740	20.69
533.989	21.84	534.240	20.69
534.490	21.84	534.741	20.69
534.991	21.84	535.242	20.69
535.492	21.84	535.743	20.69
535.992	21.74	536.243	20.69
536.493	21.84	536.744	20.69
536.994	21.64	537.245	20.69
537.495	21.74	537.745	20.69
537.995	21.84	538.245	20.69
538.496	21.74	538.746	20.69
538.997	21.74	539.247	20.79
539.498	21.74	539.747	20.69
539.998	21.64	540.248	20.69
540.499	21.74	540.749	20.69
541.000	21.74	541.250	20.69
541.500	21.64	541.750	20.69
542.001	21.64	542.251	20.69
542.502	21.74	542.752	20.69
543.003	21.64	543.253	20.69
543.503	21.64	543.753	20.59
544.004	21.64	544.254	20.69
544.504	21.54	544.755	20.69
545.005	21.64	545.256	20.69
545.505	21.64	545.756	20.69
546.006	21.64	546.257	20.69
546.507	21.64	546.758	20.69
547.008	21.64	547.258	20.69
547.508	21.44	547.759	20.69
548.009	21.54	548.260	20.69
548.510	21.64	548.761	20.69
549.011	21.54	549.261	20.69
549.511	21.44	549.762	20.69
550.012	21.35	550.263	20.69
550.513	21.35	550.763	20.59
551.013	21.35	551.263	20.69
551.514	21.35	551.764	20.69
552.015	21.25	552.265	20.69
552.516	21.25	552.766	20.59
553.016	21.25	553.266	20.69
553.517	21.15	553.767	20.69
554.018	21.25	554.268	20.69
554.519	21.25	554.768	20.69
555.019	21.25	555.269	20.69
555.520	21.25	555.770	20.59
556.021	21.25	556.271	20.69
556.522	21.15	556.771	20.69
557.021	21.25	557.272	20.69
557.522	21.25	557.773	20.59
558.023	21.25	558.274	20.69
558.523	21.25	558.774	20.69
559.024	21.25	559.275	20.69
559.525	21.15	559.776	20.69
560.026	21.25	560.277	20.69
560.526	21.15	560.777	20.69
561.027	21.25	561.278	20.59
561.528	21.15	561.779	20.59
562.029	21.15	562.280	20.69
562.529	21.25	562.780	20.59
563.030	21.15	563.280	20.69
563.531	21.05	563.781	20.69
564.032	21.15	564.281	20.59
564.532	21.15	564.782	20.59
565.033	21.15	565.283	20.69
565.534	21.15	565.784	20.59
566.035	21.25	566.284	20.59
566.535	21.15	566.785	20.69
567.036	21.15	567.286	20.69
567.537	21.15	567.787	20.59
568.037	21.05	568.287	20.59
568.538	21.05	568.788	20.69
569.038	20.95	569.289	20.69
569.539	20.95	569.790	20.69
570.039	20.85	570.290	20.69
570.540	20.85	570.791	20.59
571.041	20.95	571.292	20.69
571.542	20.95	571.792	20.59
572.042	20.85	572.293	20.59
572.543	20.85	572.794	20.59
573.044	20.85	573.295	20.59
573.545	20.85	573.795	20.69
574.045	20.75	574.296	20.69
574.546	20.75	574.797	20.79
575.047	20.75	575.297	20.69
575.547	20.75	575.797	20.59
576.048	20.75	576.298	20.69
576.549	20.75	576.799	20.69
577.050	20.75	577.300	20.69
577.550	20.65	577.800	20.59
578.051	20.65	578.301	20.69
578.552	20.65	578.802	20.69
579.053	20.65	579.302	20.69
579.553	20.75	579.803	20.59
580.054	20.65	580.304	20.69
580.555	20.75	580.805	20.69
581.056	20.65	581.305	20.69
581.556	20.65	581.806	20.69
582.056	20.65	582.307	20.59
582.557	20.55	582.808	20.59
583.057	20.36	583.308	20.69
583.558	20.75	583.809	20.59
584.059	20.65	584.310	20.59
584.560	20.65	584.811	20.59
585.060	20.65	585.311	20.69
585.561	20.65	585.812	20.69
586.062	20.65	586.313	20.59
586.563	20.65	586.814	20.69
587.063	20.65	587.314	20.69
587.564	20.65	587.815	20.69
588.065	20.65	588.315	20.69
588.566	20.55	588.815	20.59
589.066	20.65	589.316	20.69
589.567	20.65	589.817	20.69
590.068	20.55	590.318	20.59
590.569	20.55	590.818	20.69
591.069	20.65	591.319	20.69
591.570	20.55	591.820	20.69
592.071	20.55	592.321	20.69
592.571	20.55	592.821	20.59
593.072	20.55	593.322	20.48
593.572	20.55	593.823	20.59
594.073	20.55	594.324	20.59
594.573	20.55	594.824	20.69
595.074	20.55	595.325	20.59
