#Creator: tempmonitorEventBuffer
#Creation time: Thu Nov 17 11:40:47 2022
#Time 0	Temp A0	Time 1	Temp A1
#[s]	[deg C]	[s]	[deg C]
424.838	20.75	425.089	23.57
425.339	20.75	425.590	23.57
425.839	20.75	426.090	23.47
426.340	20.75	426.591	23.47
426.841	20.75	427.092	23.36
427.342	20.65	427.593	23.47
427.842	20.65	428.092	23.47
428.343	20.65	428.593	23.47
428.844	20.65	429.094	23.47
429.345	20.65	429.594	23.47
429.845	20.65	430.095	23.47
430.346	20.65	430.596	23.47
430.847	20.65	431.097	23.47
431.348	20.65	431.597	23.47
431.848	20.65	432.098	23.47
432.349	20.65	432.599	23.36
432.850	20.65	433.100	23.26
433.351	20.65	433.600	23.26
433.851	20.65	434.101	23.16
434.351	20.65	434.602	23.16
434.852	20.65	435.103	23.16
435.352	20.65	435.603	23.16
435.853	20.65	436.104	23.16
436.354	20.65	436.605	23.16
436.855	20.65	437.106	23.16
437.355	20.65	437.606	23.16
437.856	20.65	438.107	23.16
438.357	20.65	438.608	23.26
438.858	20.65	439.108	23.36
439.358	20.75	439.609	23.16
439.859	20.65	440.110	23.05
440.360	20.65	440.610	23.05
440.861	20.65	441.110	22.95
441.361	20.65	441.611	23.05
441.862	20.65	442.112	23.05
442.363	20.65	442.613	23.05
442.863	20.65	443.113	23.05
443.364	20.65	443.614	23.05
443.865	20.65	444.115	23.05
444.366	20.65	444.616	23.05
444.866	20.65	445.116	23.05
445.367	20.65	445.617	23.05
445.868	20.65	446.118	22.95
446.369	20.65	446.618	23.05
446.868	20.65	447.119	23.05
447.369	20.65	447.620	22.95
447.870	20.65	448.121	23.05
448.371	20.65	448.621	22.95
448.871	20.65	449.122	22.95
449.372	20.65	449.623	22.95
449.873	20.65	450.124	22.95
450.373	20.65	450.624	22.95
450.874	20.55	451.125	23.05
451.375	20.65	451.626	23.05
451.876	20.65	452.127	22.95
452.376	20.65	452.626	22.95
452.877	20.65	453.127	23.05
453.378	20.75	453.628	23.05
453.879	20.65	454.128	23.05
454.379	20.65	454.629	22.95
454.880	20.65	455.130	22.95
455.381	20.65	455.631	22.95
455.882	20.65	456.131	22.95
456.382	20.55	456.632	22.95
456.883	20.65	457.133	22.95
457.384	20.65	457.634	23.05
457.885	20.65	458.134	22.95
458.385	20.65	458.635	22.95
458.885	20.65	459.136	22.85
459.386	20.65	459.637	22.85
459.886	20.65	460.137	22.85
460.387	20.65	460.638	22.74
460.888	20.65	461.139	22.74
461.389	20.65	461.640	22.64
461.889	20.65	462.140	22.64
462.390	20.65	462.641	22.64
462.891	20.65	463.142	22.64
463.392	20.55	463.642	22.54
463.892	20.65	464.143	22.54
464.393	20.65	464.643	22.64
464.894	20.65	465.144	22.54
465.395	20.65	465.644	22.64
465.895	20.65	466.145	22.64
466.396	20.65	466.646	22.54
466.897	20.65	467.147	22.54
467.397	20.65	467.647	22.54
467.898	20.65	468.148	22.64
468.399	20.65	468.649	22.54
468.900	20.65	469.150	22.54
469.400	20.55	469.650	22.43
469.901	20.55	470.151	22.54
470.402	20.65	470.652	22.54
470.902	20.65	471.152	22.54
471.402	20.65	471.653	22.54
471.903	20.55	472.154	22.43
472.404	20.65	472.655	22.54
472.905	20.65	473.155	22.54
473.405	20.65	473.656	22.54
473.906	20.55	474.157	22.54
474.407	20.65	474.658	22.54
474.908	20.65	475.158	22.43
475.408	20.55	475.659	22.43
475.909	20.55	476.160	22.54
476.410	20.65	476.661	22.43
476.910	20.65	477.160	22.43
477.411	20.65	477.661	22.54
477.912	20.65	478.162	22.43
478.413	20.65	478.663	22.43
478.913	20.65	479.163	22.54
479.414	20.65	479.664	22.43
479.915	20.65	480.165	22.43
480.416	20.65	480.665	22.54
480.916	20.36	481.166	22.33
481.417	20.65	481.667	22.33
481.918	20.55	482.168	22.23
482.419	20.65	482.668	22.23
482.919	20.65	483.169	22.23
483.419	20.55	483.670	22.13
483.920	20.55	484.171	22.02
484.420	20.55	484.671	21.82
484.921	20.75	485.172	21.61
485.422	20.55	485.673	22.23
485.923	20.65	486.174	22.54
486.423	20.65	486.674	22.43
486.924	20.65	487.175	22.02
487.425	20.55	487.676	21.82
487.926	20.55	488.176	22.02
488.426	20.65	488.677	22.02
488.927	20.55	489.178	22.13
489.428	20.55	489.678	22.02
489.929	20.55	490.178	22.02
490.429	20.65	490.679	22.02
490.930	20.65	491.180	22.02
491.431	20.65	491.681	22.02
491.932	20.65	492.181	22.02
492.432	20.65	492.682	22.02
492.933	20.65	493.183	21.92
493.434	20.55	493.684	21.92
493.934	20.65	494.184	21.92
494.435	20.45	494.685	21.92
494.936	20.65	495.186	21.92
495.436	20.55	495.687	21.92
495.936	20.65	496.187	21.92
496.437	20.55	496.688	21.92
496.938	20.65	497.189	22.02
497.439	20.65	497.689	21.92
497.939	20.55	498.190	21.92
498.440	20.55	498.691	21.92
498.941	20.55	499.192	21.92
499.442	20.55	499.692	21.92
499.942	20.55	500.193	22.02
500.443	20.65	500.694	22.02
500.944	20.65	501.195	21.92
501.444	20.65	501.694	21.92
501.945	20.65	502.195	21.92
502.446	20.65	502.696	22.02
502.947	20.65	503.197	21.92
503.447	20.65	503.697	21.92
503.948	20.55	504.198	21.92
504.449	20.65	504.699	22.02
504.950	20.65	505.199	21.92
505.450	20.65	505.700	21.92
505.951	20.65	506.201	21.92
506.452	20.65	506.702	21.92
506.953	20.65	507.202	21.92
507.453	20.65	507.703	22.02
507.953	20.65	508.204	21.92
508.454	20.65	508.705	21.82
508.954	20.65	509.205	21.82
509.455	20.65	509.706	21.82
509.956	20.65	510.207	21.82
510.457	20.65	510.708	21.71
510.957	20.55	511.208	21.61
511.458	20.55	511.709	21.61
511.959	20.65	512.210	21.61
512.460	20.65	512.711	21.51
512.960	20.65	513.211	21.61
513.461	20.65	513.711	21.51
513.962	20.65	514.212	21.51
514.463	20.65	514.712	21.51
514.963	20.55	515.213	21.51
515.464	20.65	515.714	21.51
515.965	20.65	516.215	21.51
516.466	20.65	516.715	21.51
516.966	20.65	517.216	21.51
517.467	20.65	517.717	21.51
517.968	20.65	518.218	21.51
518.468	20.65	518.718	21.41
518.969	20.65	519.219	21.41
519.469	20.65	519.720	21.30
519.970	20.65	520.221	21.41
520.470	20.65	520.721	21.41
520.971	20.65	521.222	21.41
521.472	20.65	521.723	21.30
521.973	20.75	522.223	21.41
522.473	20.65	522.724	21.41
522.974	20.65	523.225	21.41
523.475	20.65	523.726	21.30
523.976	20.65	524.226	21.41
524.476	20.65	524.727	21.41
524.977	20.65	525.228	21.30
525.478	20.65	525.728	21.41
525.978	20.65	526.228	21.41
526.479	20.75	526.729	21.30
526.980	20.65	527.230	21.41
527.481	20.65	527.731	21.41
527.981	20.65	528.231	21.30
528.482	20.65	528.732	21.41
528.983	20.65	529.233	21.30
529.484	20.65	529.733	21.30
529.984	20.85	530.234	21.30
530.485	20.65	530.735	21.30
530.986	20.65	531.236	21.41
531.487	20.65	531.736	21.41
531.986	20.65	532.237	21.41
532.487	20.65	532.738	21.20
532.988	20.65	533.239	21.10
533.488	20.65	533.739	21.10
533.989	20.65	534.240	21.00
534.490	20.65	534.741	21.00
534.991	20.65	535.242	21.10
535.491	20.65	535.742	21.00
535.992	20.75	536.243	21.00
536.493	20.75	536.744	21.00
536.994	20.65	537.245	21.00
537.494	20.65	537.745	20.89
537.995	20.65	538.245	20.89
538.496	20.65	538.746	20.89
538.997	20.65	539.246	20.89
539.497	20.65	539.747	20.79
539.998	20.65	540.248	20.89
540.499	20.65	540.749	20.79
541.000	20.65	541.249	21.10
541.500	20.75	541.750	20.79
542.001	20.65	542.251	21.10
542.502	20.65	542.752	20.79
543.002	20.65	543.252	20.89
543.503	20.65	543.753	20.79
544.004	20.65	544.254	20.79
544.504	20.65	544.755	20.79
545.004	20.65	545.255	20.79
545.505	20.65	545.756	20.79
546.006	20.65	546.257	20.89
546.507	20.65	546.757	20.79
547.007	20.65	547.258	20.69
547.508	20.65	547.759	20.79
548.009	20.65	548.260	20.79
548.510	20.65	548.760	20.79
549.010	20.65	549.261	20.79
549.511	20.65	549.762	20.79
550.012	20.65	550.263	20.69
550.512	20.65	550.762	20.69
551.013	20.65	551.263	20.69
551.514	20.65	551.764	20.69
552.015	20.55	552.265	20.69
552.515	20.65	552.765	20.69
553.016	20.65	553.266	20.69
553.517	20.65	553.767	20.69
554.018	20.65	554.268	20.69
